;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
306;306;465;auto - moto;comprometida;asegurado maniobrando salir posicion estacionado laguna colisionado lateral delantero izquierdo parte moto circulaba misma moto circulaban personas caen calzada ;[('asegurar', 'ADJ'), ('maniobrar', 'AUX'), ('salir', 'VERB'), ('posicion', 'PROPN'), ('estacionar', 'ADJ'), ('laguna', 'NOUN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('moto', 'NOUN'), ('circular', 'AUX'), ('personar', 'NOUN'), ('caer', 'AUX'), ('calzar', 'ADJ')]
307;307;467;auto - moto;comprometida;aseg circulaba mercedes cruzando vias ferrocarril sarmiento esquiva pozo colisionada parte delantera derecha moto circulaba misma mismo aseg ocupante moto cae piso ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('merced', 'NOUN'), ('cruzar', 'VERB'), ('vias', 'NOUN'), ('ferrocarril', 'AUX'), ('sarmentar', 'PROPN'), ('esquivo', 'ADJ'), ('pozo', 'ADJ'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('mismo', 'DET'), ('aseg', 'NOUN'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN')]
308;308;469;auto - moto;comprometida;circulaba emilio castro comienzo doblar interseccion repente siento veo moto colisiono parte trasera izquierda desconozco parte moto motociclista levanto mas bien intercambiamos datos manifesto ningun dolor particular ;[('circular', 'AUX'), ('emilio', 'PROPN'), ('castrar', 'PROPN'), ('comenzar', 'PROPN'), ('doblar', 'VERB'), ('interseccion', 'PROPN'), ('repente', 'ADJ'), ('sentir', 'NOUN'), ('ver', 'VERB'), ('moto', 'PROPN'), ('colisionar', 'NOUN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('izquierdo', 'NOUN'), ('desconocer', 'VERB'), ('partir', 'NOUN'), ('moto', 'PROPN'), ('motociclista', 'ADJ'), ('levantar', 'PROPN'), ('mas', 'PROPN'), ('bien', 'ADV'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('manifesto', 'ADJ'), ('ningun', 'NOUN'), ('dolor', 'NOUN'), ('particular', 'ADJ')]
309;309;471;auto - moto;comprometida;circulaba callao cruzo sesquicentenario intentar doblar izquierda ingresar estacion servicio moto circulaba misma direccion contraria impacta parte delantera izquierda moto iba solo ocupante posee cae piso rompio espejo moto ;[('circular', 'AUX'), ('callao', 'PROPN'), ('cruzar', 'NOUN'), ('sesquicentenario', 'ADJ'), ('intentar', 'VERB'), ('doblar', 'VERB'), ('izquierdo', 'NOUN'), ('ingresar', 'PROPN'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('direccion', 'PROPN'), ('contrario', 'ADJ'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('ir', 'VERB'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('poseer', 'VERB'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('rompio', 'ADJ'), ('espejar', 'PROPN'), ('moto', 'PROPN')]
310;310;473;auto - moto;comprometida;circulaba derqui doblando izquierda detengo pasa uana moto toda velocidad tocando vocina envion toco parte delantera motociclista cae piso presenta quiso asistencia ;[('circular', 'AUX'), ('derqui', 'PROPN'), ('doblar', 'VERB'), ('izquierdo', 'ADJ'), ('detener', 'PROPN'), ('paso', 'VERB'), ('uana', 'ADJ'), ('moto', 'PROPN'), ('todo', 'DET'), ('velocidad', 'NOUN'), ('tocar', 'VERB'), ('vocina', 'PROPN'), ('envion', 'PROPN'), ('tocar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'VERB'), ('querer', 'VERB'), ('asistencia', 'NOUN')]
311;311;474;auto - moto;comprometida;vehiculo asegurado circulando zanella momento dispone ingresar garage domicilio girar derecha produce colision moto circulaba misma moto circulaba sola persona cae piso utilizaba ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('zanella', 'PROPN'), ('momento', 'NOUN'), ('disponer', 'VERB'), ('ingresar', 'VERB'), ('garage', 'PROPN'), ('domiciliar', 'NOUN'), ('girar', 'VERB'), ('derecho', 'NOUN'), ('producir', 'VERB'), ('colision', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('moto', 'NOUN'), ('circular', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('utilizar', 'AUX')]
312;312;475;auto - moto;comprometida;ingresar garage auto asegurado embestido moto parte trasera izquierda sola persona cae suelo luego levanta solo lastima dedo colocado asegurado;[('ingresar', 'VERB'), ('garage', 'PROPN'), ('auto', 'ADJ'), ('asegurar', 'ADJ'), ('embestir', 'ADJ'), ('moto', 'PROPN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('izquierdo', 'NOUN'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('luego', 'ADV'), ('levantar', 'VERB'), ('solo', 'ADJ'), ('lastimar', 'VERB'), ('dedo', 'ADJ'), ('colocar', 'ADJ'), ('asegurar', 'ADJ')]
313;313;476;auto - moto;comprometida;ciculaba rivadavia querer girar hacia derecha ingresar san martin embestido moto solo ocupante lat derecho cae sigue marcha motociclista colisiona cordon luego columna sostenia toldo queda tirado vereda bajo asisto llamo almbulacia hizo presente lugar motociclista incorpora medios maifiesta debia ir trabajar deja moto lugar restira medios int lugar toma datos retira motociclista posia simple vista raspon derecha ;[('ciculaba', 'AUX'), ('rivadavia', 'PROPN'), ('querer', 'VERB'), ('girar', 'VERB'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('ingresar', 'VERB'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('embestir', 'ADJ'), ('moto', 'NOUN'), ('solo', 'ADJ'), ('ocupante', 'ADJ'), ('lat', 'ADJ'), ('derecho', 'NOUN'), ('caer', 'VERB'), ('seguir', 'VERB'), ('marchar', 'NOUN'), ('motociclista', 'ADJ'), ('colisionar', 'PROPN'), ('cordon', 'PROPN'), ('luego', 'ADV'), ('columna', 'NOUN'), ('sostenia', 'PROPN'), ('toldar', 'PROPN'), ('quedo', 'VERB'), ('tirar', 'ADJ'), ('vereda', 'NOUN'), ('bajar', 'ADP'), ('asistir', 'NOUN'), ('llamar', 'PROPN'), ('almbulacia', 'NOUN'), ('hacer', 'VERB'), ('presentar', 'ADJ'), ('lugar', 'NOUN'), ('motociclista', 'ADJ'), ('incorporar', 'VERB'), ('medio', 'NOUN'), ('maifiesta', 'ADJ'), ('debia', 'VERB'), ('ir', 'VERB'), ('trabajar', 'VERB'), ('dejar', 'VERB'), ('moto', 'NOUN'), ('lugar', 'NOUN'), ('restira', 'PROPN'), ('medio', 'NOUN'), ('int', 'PROPN'), ('lugar', 'NOUN'), ('tomar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'PROPN'), ('motociclista', 'PROPN'), ('posia', 'NOUN'), ('simple', 'ADJ'), ('vestir', 'NOUN'), ('raspon', 'ADJ'), ('derecho', 'ADJ')]
314;314;477;auto - moto;concurrente;circulando zapata tomar federico lacroze izquierda moto viene contramano luz roja freno puede evitar colisione frente cae piso levanta medios raspo tobillo ;[('circular', 'VERB'), ('zapata', 'PROPN'), ('tomar', 'VERB'), ('federico', 'PROPN'), ('lacroze', 'PROPN'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('venir', 'VERB'), ('contramano', 'ADJ'), ('luz', 'NOUN'), ('rojo', 'ADJ'), ('frenar', 'ADJ'), ('poder', 'AUX'), ('evitar', 'VERB'), ('colisionar', 'VERB'), ('frente', 'ADV'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('levantar', 'VERB'), ('medio', 'NOUN'), ('raspar', 'PROPN'), ('tobillo', 'PROPN')]
315;315;478;auto - moto;comprometida;asegurado circulando triunvirato colisiona parte trasera moto aminora marcha lomo burro cae piso incorpora medios raspones brazo vientre iba pedir asistencia amigo lleve htal ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('triunvirato', 'NOUN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('moto', 'PROPN'), ('aminorar', 'ADJ'), ('marchar', 'NOUN'), ('lomo', 'ADJ'), ('burro', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('incorporar', 'VERB'), ('medio', 'NOUN'), ('raspones', 'PROPN'), ('brazo', 'PROPN'), ('vientre', 'PROPN'), ('ir', 'VERB'), ('pedir', 'VERB'), ('asistencia', 'NOUN'), ('amigar', 'NOUN'), ('llevar', 'PROPN'), ('htal', 'ADJ')]
316;316;479;auto - moto;comprometida;asegurado circulaba ruiz huidobro doblando izquierda choca moto pasa izquierda punta delantera izquierda moto iban ocupantes cuales solo llevaba cae capot cae piso presentaban lesiones visibles ofrecimiento asegurado negaron ir hospital llamar;[('asegurar', 'PROPN'), ('circular', 'PROPN'), ('ruiz', 'PROPN'), ('huidobro', 'PROPN'), ('doblar', 'VERB'), ('izquierdo', 'ADJ'), ('chocar', 'NOUN'), ('moto', 'ADJ'), ('paso', 'VERB'), ('izquierdo', 'ADJ'), ('punta', 'ADJ'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('ir', 'AUX'), ('ocupante', 'ADJ'), ('cual', 'PRON'), ('solo', 'ADV'), ('llevar', 'AUX'), ('caer', 'VERB'), ('capot', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('ofrecimiento', 'NOUN'), ('asegurar', 'ADJ'), ('negar', 'VERB'), ('ir', 'VERB'), ('hospital', 'PROPN'), ('llamar', 'VERB')]
317;317;480;auto - moto;discutida;detenido semaforo bartolome mitre viene moto choca asegurada parte trasera derecha moto motociclista cayeron piso llevaba ;[('detener', 'ADJ'), ('semaforo', 'PROPN'), ('bartolome', 'PROPN'), ('mitre', 'PROPN'), ('venir', 'VERB'), ('moto', 'PROPN'), ('chocar', 'NOUN'), ('asegurar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('moto', 'PROPN'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('llevar', 'AUX')]
318;318;481;auto - moto;concurrente;esposo asegurada cibils britez nestor luis du semaforo romero semaforo pone inicia marcha cruzar amancio alcorta produce colision moto venia ultima parte delantera moto motociclista cayeron piso llevaba ;[('esposar', 'PROPN'), ('asegurar', 'ADJ'), ('cibils', 'PROPN'), ('britez', 'PROPN'), ('nestor', 'PROPN'), ('luis', 'PROPN'), ('du', 'PROPN'), ('semaforo', 'PROPN'), ('romero', 'PROPN'), ('semaforo', 'PROPN'), ('poner', 'VERB'), ('iniciar', 'NOUN'), ('marchar', 'VERB'), ('cruzar', 'VERB'), ('amancio', 'NOUN'), ('alcorta', 'VERB'), ('producir', 'VERB'), ('colision', 'PROPN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'NOUN'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('llevar', 'AUX')]
319;319;482;auto - moto;comprometida;ponerse giro hacia izquierdo dispongo doblar moto carril metrobus viene impacta lateral izquierdo moto cae retira propios medios intervencion terceros involucrados mas lesionados datos tercero gustavo;[('ponerse', 'VERB'), ('girar', 'NOUN'), ('hacia', 'ADP'), ('izquierdo', 'ADJ'), ('disponer', 'PROPN'), ('doblar', 'VERB'), ('moto', 'PROPN'), ('carril', 'PROPN'), ('metrobus', 'PROPN'), ('venir', 'VERB'), ('impactar', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('caer', 'VERB'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencion', 'ADJ'), ('tercero', 'ADJ'), ('involucrar', 'ADJ'), ('mas', 'NOUN'), ('lesionar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('gustavo', 'PROPN')]
320;320;489;auto - moto;comprometida;asegurado detenido san isidro giro puesto comenzar girar izquierda deheza baja velocidad escucha ruido verificar tercero moto ocupante maniobra asegurado pierde estabilidad cae vereda luego apoya toca lateral izquierdo asegurado ;[('asegurar', 'ADJ'), ('detener', 'ADJ'), ('santo', 'PROPN'), ('isidro', 'PROPN'), ('girar', 'PROPN'), ('poner', 'INTJ'), ('comenzar', 'VERB'), ('girar', 'VERB'), ('izquierdo', 'ADJ'), ('deheza', 'NOUN'), ('bajo', 'ADJ'), ('velocidad', 'NOUN'), ('escuchar', 'VERB'), ('ruido', 'NOUN'), ('verificar', 'VERB'), ('3', 'ADJ'), ('moto', 'NOUN'), ('ocupante', 'ADJ'), ('maniobrar', 'NOUN'), ('asegurar', 'ADJ'), ('perder', 'VERB'), ('estabilidad', 'NOUN'), ('caer', 'VERB'), ('vereda', 'PROPN'), ('luego', 'ADV'), ('apoyar', 'VERB'), ('tocar', 'VERB'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('asegurar', 'ADJ')]
321;321;490;auto - moto;concurrente;asegurado circulando senora loreto cruzando rev isabel fernandez momento moto venia ultima colisiona asegurado vertice delantero izquierdo moto apoyado puesto cae piso quedo tendido piso manifesto lesion lugar habia policias vecina medica asiste llega constata fractura trasladan hospital carrillo;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('senora', 'PROPN'), ('loreto', 'NOUN'), ('cruzar', 'VERB'), ('revolución', 'PROPN'), ('isabel', 'PROPN'), ('fernandez', 'PROPN'), ('momento', 'NOUN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('colisionar', 'NOUN'), ('asegurar', 'ADJ'), ('vertice', 'PROPN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('moto', 'NOUN'), ('apoyar', 'ADJ'), ('poner', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('quedar', 'ADJ'), ('tender', 'ADJ'), ('pisar', 'NOUN'), ('manifesto', 'ADJ'), ('lesion', 'PROPN'), ('lugar', 'PROPN'), ('habia', 'PROPN'), ('policias', 'PROPN'), ('vecino', 'ADJ'), ('medicar', 'ADJ'), ('asistir', 'PROPN'), ('llegar', 'VERB'), ('constatar', 'NOUN'), ('fracturar', 'NOUN'), ('trasladar', 'AUX'), ('hospital', 'PROPN'), ('carrillo', 'PROPN')]
322;322;492;auto - moto;concurrente;circulaba nestor pena llegar moldes cruzo ultima tercero moto carro produce siniestro parte delantera izquierda parte derecha moto tercero cae piso dejarme datos pidio datos;[('circular', 'AUX'), ('nestor', 'PROPN'), ('penar', 'VERB'), ('llegar', 'VERB'), ('molde', 'NOUN'), ('cruzar', 'PROPN'), ('ultimar', 'PROPN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('carro', 'ADJ'), ('producir', 'VERB'), ('siniestro', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('moto', 'INTJ'), ('3', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('dejarme', 'VERB'), ('dato', 'NOUN'), ('pidio', 'ADJ'), ('dato', 'NOUN')]
323;323;493;auto - moto;comprometida;redgreenlueaseg conduciendo detras b moto personas frena golpe aseg coliciona parte trasera caen hacia derecha lesiones asistio mas vhs ;[('redgreenlueaseg', 'NOUN'), ('conducir', 'VERB'), ('detras', 'NOUN'), ('b', 'PUNCT'), ('moto', 'NOUN'), ('personar', 'NOUN'), ('frenar', 'VERB'), ('golpe', 'PROPN'), ('aseg', 'ADJ'), ('coliciona', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('caer', 'AUX'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('lesionar', 'NOUN'), ('asistio', 'VERB'), ('mas', 'CCONJ'), ('vhs', 'PROPN')]
324;324;494;auto - moto;comprometida;asegurado venia circulando hpueyrredn carril derecho intento doblar hacia derecha tomar avda jbjusto repente da cuenta moto haba colisionado lateral trasero derecho auto acto seguido estaciona baja rodado motociclista atento haba cado piso tercero levant propios medios presentaba solamente raspn derecho manifiest lesin intervencin policial medicaintercambiaron datos luego lugardatos tercero rivas marcelo yamaha ibr amhr rio uruguayd;[('asegurar', 'PROPN'), ('venia', 'PROPN'), ('circular', 'PROPN'), ('hpueyrredn', 'PROPN'), ('carril', 'NOUN'), ('derecho', 'ADJ'), ('intentar', 'NOUN'), ('doblar', 'ADJ'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('tomar', 'VERB'), ('avda', 'PROPN'), ('jbjusto', 'PROPN'), ('repente', 'INTJ'), ('dar', 'ADP'), ('contar', 'NOUN'), ('moto', 'PROPN'), ('haba', 'AUX'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('auto', 'ADJ'), ('acto', 'NOUN'), ('seguir', 'ADJ'), ('estacionar', 'VERB'), ('bajo', 'ADJ'), ('rodar', 'ADJ'), ('motociclista', 'ADJ'), ('atentar', 'ADJ'), ('haba', 'AUX'), ('cado', 'ADJ'), ('pisar', 'NOUN'), ('3', 'ADJ'), ('levant', 'AUX'), ('propio', 'DET'), ('medio', 'NOUN'), ('presentar', 'AUX'), ('solamente', 'ADV'), ('raspn', 'NOUN'), ('derecho', 'PROPN'), ('manifiest', 'PROPN'), ('lesin', 'PROPN'), ('intervencin', 'PROPN'), ('policial', 'ADJ'), ('medicaintercambiaron', 'VERB'), ('dato', 'NOUN'), ('luego', 'ADV'), ('lugardatos', 'NOUN'), ('3', 'ADJ'), ('rivas', 'PROPN'), ('marcelo', 'PROPN'), ('yamaha', 'PROPN'), ('ibr', 'PROPN'), ('amhr', 'PROPN'), ('rio', 'NOUN'), ('uruguayd', 'PROPN')]
325;325;495;auto - moto;discutida;circulaba ameghino doble circulacin alberdi casi llegando fin interseccin tapalque esquina cunetapara reducir velocidad motovehiculo circulaba misma alta velocidad colisiona paragolpe delantero ambas puertas;[('circular', 'AUX'), ('ameghino', 'NOUN'), ('doblar', 'ADJ'), ('circulacin', 'NOUN'), ('alberdi', 'PROPN'), ('casi', 'ADV'), ('llegar', 'VERB'), ('fin', 'NOUN'), ('interseccin', 'PROPN'), ('tapalque', 'VERB'), ('esquinar', 'VERB'), ('cunetapara', 'AUX'), ('reducir', 'VERB'), ('velocidad', 'NOUN'), ('motovehiculo', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('colisionar', 'ADJ'), ('paragolpe', 'NOUN'), ('delantero', 'ADJ'), ('ambos', 'NUM'), ('puerta', 'NOUN')]
326;326;496;auto - moto;comprometida;circulaba chivilcoy llegar interseccion tucuman colisiono frente lat izq moto acupantes cuales caen pavimento bajo asisto ambos incorporan medios lesiones intercambiamos datos retira lugar int ambasegurado ;[('circular', 'AUX'), ('chivilcoy', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('tucuman', 'AUX'), ('colisionar', 'NOUN'), ('frente', 'ADV'), ('lat', 'ADV'), ('izq', 'PROPN'), ('moto', 'NOUN'), ('acupantes', 'ADJ'), ('cual', 'PRON'), ('caer', 'AUX'), ('pavimentar', 'NOUN'), ('bajar', 'ADP'), ('asistir', 'ADV'), ('ambos', 'NUM'), ('incorporar', 'AUX'), ('medio', 'NOUN'), ('lesionar', 'ADJ'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('lugar', 'PROPN'), ('int', 'PROPN'), ('ambasegurado', 'ADJ')]
327;327;497;auto - moto;comprometida;asegurado ingresando garage brandsen colisionado lateral izquierdo incluye espejo tercero moto ocupante cayo suelo circulaba misma ;[('asegurar', 'ADJ'), ('ingresar', 'AUX'), ('garage', 'PROPN'), ('brandsen', 'AUX'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('incluir', 'VERB'), ('espejar', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('ocupante', 'ADJ'), ('cayo', 'PROPN'), ('soler', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET')]
328;328;498;auto - moto;comprometida;asegurado circulando carril derecho ruta maniobra ingresar estacionamiento hospital balestrini colisionado lateral delantero derecho parte moto circulaba detras misma maniobra sobrepasar asegurado derecha moto circulaba persona cae calzada ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('carril', 'NOUN'), ('derecho', 'ADJ'), ('ruta', 'ADJ'), ('maniobrar', 'ADJ'), ('ingresar', 'VERB'), ('estacionamiento', 'NOUN'), ('hospital', 'PROPN'), ('balestrini', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('detras', 'NOUN'), ('mismo', 'DET'), ('maniobrar', 'NOUN'), ('sobrepasar', 'VERB'), ('asegurar', 'ADJ'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('personar', 'NOUN'), ('caer', 'VERB'), ('calzar', 'ADJ')]
329;329;499;auto - moto;comprometida;redgreenlue circulaba cristiania lado derecho paso moto querer pasarme derecha embiste lateral derecho cae piso levanta solo intervencion ambulancia;[('redgreenlue', 'PROPN'), ('circular', 'AUX'), ('cristiania', 'PROPN'), ('lado', 'ADJ'), ('derecho', 'ADJ'), ('pasar', 'PROPN'), ('moto', 'PROPN'), ('querer', 'VERB'), ('pasarme', 'VERB'), ('derecho', 'NOUN'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('levantar', 'VERB'), ('solo', 'ADV'), ('intervencion', 'PROPN'), ('ambulancia', 'NOUN')]
330;330;501;auto - moto;comprometida;vehiculo asegurado circulando roldan perder conocimiento quedarse dormido colisiona tercero circulaba misma contrario parte delantera parte delantera vehiculo cabe destacar detras vehiculo tercero circulaba moto impacta parte trasera moto circulaba sola persona cae piso asegurado recuerda utilizaba ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('roldan', 'VERB'), ('perder', 'VERB'), ('conocimiento', 'NOUN'), ('quedarse', 'VERB'), ('dormir', 'ADJ'), ('colisionar', 'NOUN'), ('3', 'ADJ'), ('circular', 'AUX'), ('mismo', 'DET'), ('contrario', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'VERB'), ('vehicular', 'NOUN'), ('caber', 'VERB'), ('destacar', 'VERB'), ('detras', 'NOUN'), ('vehicular', 'NOUN'), ('3', 'ADJ'), ('circular', 'AUX'), ('moto', 'PROPN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('moto', 'PROPN'), ('circular', 'PROPN'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('asegurar', 'ADJ'), ('recordar', 'VERB'), ('utilizar', 'AUX')]
331;331;502;auto - moto;comprometida;asegurado circulaba peron tercero moto quiere sobrapasar colisionando puerta trasera derecha auto asegurado solo ocupante cae suelo llevaba manifestaba dolor alguno retiro medios tel asegurado asegurado ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('peron', 'VERB'), ('3', 'ADJ'), ('moto', 'NOUN'), ('querer', 'VERB'), ('sobrapasar', 'VERB'), ('colisionar', 'VERB'), ('puerta', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('auto', 'ADJ'), ('asegurar', 'ADJ'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('llevar', 'AUX'), ('manifestar', 'AUX'), ('dolor', 'NOUN'), ('alguno', 'DET'), ('retirar', 'NOUN'), ('medio', 'NOUN'), ('tel', 'PROPN'), ('asegurar', 'ADJ'), ('asegurar', 'ADJ')]
332;332;503;auto - moto;comprometida;asegurado estacionado derecha rivadavia momento sale estacionado moto circulaba impacta lateral delantero izquierdo vehculo asegurado motociclista cayo suelo tena puesto viajaba solo traslad hospital ;[('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('derecho', 'ADJ'), ('rivadavia', 'PROPN'), ('momento', 'PROPN'), ('salir', 'VERB'), ('estacionar', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('impactar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('vehculo', 'NOUN'), ('asegurar', 'ADJ'), ('motociclista', 'PROPN'), ('cayo', 'PROPN'), ('soler', 'NOUN'), ('tena', 'NOUN'), ('poner', 'INTJ'), ('viajar', 'AUX'), ('solo', 'ADJ'), ('traslad', 'PROPN'), ('hospital', 'PROPN')]
333;333;504;auto - moto;comprometida;vehculo asegurado saliendo garage impacta parte trasera moto circulaba desplazamientosmoto ocupante cay piso levant medios manifest dolencias izquierda int medica int policial cel aseg;[('vehculo', 'NOUN'), ('asegurar', 'ADJ'), ('salir', 'AUX'), ('garage', 'PROPN'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('desplazamientosmoto', 'NUM'), ('ocupante', 'ADJ'), ('cay', 'NOUN'), ('pisar', 'NOUN'), ('levant', 'PROPN'), ('medio', 'NOUN'), ('manifest', 'PROPN'), ('dolencia', 'NOUN'), ('izquierdo', 'ADJ'), ('int', 'PROPN'), ('medicar', 'ADJ'), ('int', 'PROPN'), ('policial', 'ADJ'), ('cel', 'PROPN'), ('aseg', 'ADJ')]
334;334;505;auto - moto;comprometida;circulaba castro luego frenar bocacalle incorporo transito pueyrredon hacia rivadavia paso vehculo pueyrredon siento colisin leve moto lateral izq delantero desconoce vino cae asfalto manifestaba lesionesno ;[('circular', 'AUX'), ('castrar', 'PROPN'), ('luego', 'ADV'), ('frenar', 'VERB'), ('bocacalle', 'PROPN'), ('incorporar', 'NOUN'), ('transitar', 'ADJ'), ('pueyrredon', 'PROPN'), ('hacia', 'ADP'), ('rivadavia', 'PROPN'), ('pasar', 'NOUN'), ('vehculo', 'ADJ'), ('pueyrredon', 'PROPN'), ('sentir', 'PROPN'), ('colisin', 'PROPN'), ('levar', 'ADJ'), ('moto', 'NOUN'), ('lateral', 'ADJ'), ('izq', 'PROPN'), ('delantero', 'NOUN'), ('desconocer', 'VERB'), ('venir', 'PROPN'), ('caer', 'VERB'), ('asfaltar', 'PROPN'), ('manifestar', 'AUX'), ('lesionesno', 'VERB')]
