;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
60;60;937;auto - ciclista;comprometida;aseg detenido semaforo berlin reanudar marcha maniobra evitar choque termina impactando parte delantera izq ro bici circulaba berlin contrariasin desplazamientos lesionados bicicleta persona intervencin policialno ;[('aseg', 'PROPN'), ('detener', 'ADJ'), ('semaforo', 'PROPN'), ('berlin', 'PROPN'), ('reanudar', 'VERB'), ('marchar', 'NOUN'), ('maniobrar', 'NOUN'), ('evitar', 'VERB'), ('chocar', 'NOUN'), ('terminar', 'AUX'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izq', 'ADJ'), ('ro', 'PROPN'), ('bici', 'PROPN'), ('circular', 'PROPN'), ('berlin', 'PROPN'), ('contrariasin', 'ADP'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('bicicleta', 'NOUN'), ('personar', 'PROPN'), ('intervencin', 'PROPN'), ('policialno', 'PROPN')]
61;61;938;auto - ciclista;comprometida;mecanica hecho segun version asegurado vehiculo asegurado circulaba rivarola doblar tomar jufre embiste lateral delantero derecho ciclista circulaba rivarola ciclista cayo pavimento presentaba lesiones visibles reincoporo retiro lugar propios medios intervencion policias ambulancias;[('mecanica', 'ADJ'), ('hacer', 'ADJ'), ('segun', 'ADJ'), ('version', 'PROPN'), ('asegurar', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('rivarola', 'PROPN'), ('doblar', 'PROPN'), ('tomar', 'VERB'), ('jufre', 'PROPN'), ('embestir', 'PROPN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('ciclista', 'ADJ'), ('circular', 'AUX'), ('rivarola', 'PROPN'), ('ciclista', 'PROPN'), ('cayo', 'PROPN'), ('pavimentar', 'PROPN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('reincoporo', 'PROPN'), ('retirar', 'PROPN'), ('lugar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencion', 'ADJ'), ('policias', 'NOUN'), ('ambulancia', 'ADJ')]
62;62;945;auto - ciclista;comprometida;asegurado circulaba colisionado bicicleta lateral derecho ciclista cae piso ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('colisionar', 'ADJ'), ('bicicleta', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN')]
63;63;947;auto - ciclista;comprometida;asegurado circulando canada juan ruiz embiste parte delantera tercero circulaba mismo bicicleta tomar tucuman solo ocupante cae pavimento asiste;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('canada', 'ADJ'), ('juan', 'PROPN'), ('ruiz', 'PROPN'), ('embestir', 'PROPN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('mismo', 'ADV'), ('bicicleta', 'NOUN'), ('tomar', 'VERB'), ('tucuman', 'AUX'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('asistir', 'PROPN')]
64;64;961;auto - ciclista;comprometida;venia circulando manuel quintana repente terminar cruzar cale rodolfo lopez vi bicicleta colisiona parte delantera derecha acto seguido ciclista cae suelo pregunte retiro propios medios intervencion policial medica datos tercero matias alarco marti;[('venia', 'PROPN'), ('circular', 'VERB'), ('manuel', 'PROPN'), ('quintana', 'PROPN'), ('repente', 'PROPN'), ('terminar', 'VERB'), ('cruzar', 'VERB'), ('calar', 'PROPN'), ('rodolfo', 'PROPN'), ('lopez', 'PROPN'), ('ver', 'PROPN'), ('bicicleta', 'PROPN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('acto', 'NOUN'), ('seguir', 'ADJ'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('preguntar', 'ADV'), ('retirar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'PROPN'), ('medicar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('matias', 'NOUN'), ('alarco', 'PROPN'), ('marti', 'PROPN')]
65;65;965;auto - ciclista;concurrente;circulando profesor vidal quise girar ingresa junin embestido bicicleta venia contramano junin lateral delantero izquierdo ciclista cae paso datos ofreci ir hospital nego intervencion policial lesionados terceros involucrados datos tercero lujan lucas eduardo;[('circular', 'VERB'), ('profesor', 'NOUN'), ('vidal', 'PROPN'), ('querer', 'PROPN'), ('girar', 'VERB'), ('ingresar', 'VERB'), ('junin', 'PROPN'), ('embestir', 'ADJ'), ('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('contramano', 'PROPN'), ('junin', 'PROPN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('ciclista', 'NOUN'), ('caer', 'VERB'), ('pasar', 'NOUN'), ('dato', 'NOUN'), ('ofreci', 'VERB'), ('ir', 'VERB'), ('hospital', 'PROPN'), ('nego', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('lesionar', 'ADJ'), ('tercero', 'ADJ'), ('involucrar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('lujan', 'AUX'), ('lucas', 'ADJ'), ('eduardo', 'PROPN')]
66;66;968;auto - ciclista;comprometida;bicicleta venia pegada cordon vi oscuro ;[('bicicleta', 'NOUN'), ('venia', 'PROPN'), ('pegar', 'ADJ'), ('cordon', 'PROPN'), ('ver', 'PROPN'), ('oscuro', 'ADJ')]
67;67;969;auto - ciclista;comprometida;asegurado estacionado mitre abre puerta pasa bicicleta tocando espejo persona bicicleta llega piso dijo habia raspado dedo izquierda participo lugar pasan datos retira luagar;[('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('mitre', 'PROPN'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('paso', 'VERB'), ('bicicleta', 'NOUN'), ('tocar', 'VERB'), ('espejar', 'NOUN'), ('personar', 'NOUN'), ('bicicleta', 'NOUN'), ('llegar', 'VERB'), ('pisar', 'NOUN'), ('decir', 'VERB'), ('habia', 'PROPN'), ('raspar', 'ADJ'), ('dedo', 'PROPN'), ('izquierdo', 'ADJ'), ('participar', 'ADJ'), ('lugar', 'NOUN'), ('pasar', 'AUX'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('luagar', 'VERB')]
68;68;971;auto - ciclista;comprometida;ciruclaba iturri cruzar noguera aparecio izquierad bicicleta vi colisiomeel chco levanto vimos tenia ofreci llevarlo medico casa negoy retiro lugar andando bici;[('ciruclaba', 'AUX'), ('iturri', 'PROPN'), ('cruzar', 'VERB'), ('noguera', 'PROPN'), ('aparecio', 'ADJ'), ('izquierad', 'ADJ'), ('bicicleta', 'NOUN'), ('ver', 'PROPN'), ('colisiomeel', 'PROPN'), ('chco', 'PROPN'), ('levantar', 'PROPN'), ('ver', 'VERB'), ('tenia', 'PROPN'), ('ofreci', 'AUX'), ('llevarlo', 'VERB'), ('medicar', 'PROPN'), ('casar', 'PROPN'), ('negoy', 'PROPN'), ('retirar', 'PROPN'), ('lugar', 'NOUN'), ('andar', 'VERB'), ('bici', 'PROPN')]
69;69;999;auto - ciclista;comprometida;iba derqui cruz esquive toque ciclista iba derecha ciclista cay corte cara intervinieron polica presentaron familiares llevaron;[('ir', 'AUX'), ('derqui', 'PROPN'), ('cruz', 'PROPN'), ('esquivar', 'PROPN'), ('tocar', 'PROPN'), ('ciclista', 'ADJ'), ('ir', 'AUX'), ('derecho', 'ADJ'), ('ciclista', 'ADJ'), ('cay', 'NOUN'), ('cortar', 'PROPN'), ('caro', 'NOUN'), ('intervenir', 'VERB'), ('polica', 'ADJ'), ('presentar', 'VERB'), ('familiar', 'ADJ'), ('llevar', 'VERB')]
70;70;1004;auto - ciclista;concurrente;comenzar girar tomar diaz velez freno debido gente cruzando senda peatonal embestido parte trasera derecha ciclista rompiendo ptica trasera derecha hace presente polica lugar retira lugar ;[('comenzar', 'VERB'), ('girar', 'VERB'), ('tomar', 'VERB'), ('diaz', 'NOUN'), ('velez', 'PROPN'), ('frenar', 'NOUN'), ('deber', 'ADJ'), ('gente', 'NOUN'), ('cruzar', 'VERB'), ('senda', 'NOUN'), ('peatonal', 'ADJ'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('ciclista', 'ADJ'), ('romper', 'VERB'), ('ptica', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('hacer', 'AUX'), ('presentar', 'ADJ'), ('polica', 'ADJ'), ('lugar', 'NOUN'), ('retirar', 'VERB'), ('lugar', 'NOUN')]
71;71;1013;auto - ciclista;comprometida;asegurado circulaba banderas maniobra ingresar impacta parte delantera izquierda tercero circulaba desplazamientos bicicleta solo ocupante cae piso presentaqba dolor ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('bandera', 'NOUN'), ('maniobrar', 'PROPN'), ('ingresar', 'VERB'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('desplazamiento', 'NOUN'), ('bicicleta', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentaqba', 'PROPN'), ('dolor', 'NOUN')]
72;72;1015;auto - ciclista;comprometida;asegurado detenido teodoro garcia abre puerta delantera izquierda verificado venga nadie tercero bici circulaba misma embiste lateral derecho manubrio cayendose pavimento lado izquierdo manifestando danos ;[('asegurar', 'ADJ'), ('detener', 'ADJ'), ('teodoro', 'PROPN'), ('garcia', 'NOUN'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('verificar', 'ADJ'), ('venir', 'VERB'), ('nadie', 'PRON'), ('3', 'ADJ'), ('bici', 'PROPN'), ('circular', 'AUX'), ('mismo', 'DET'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('manubrio', 'ADJ'), ('cayendose', 'VERB'), ('pavimentar', 'NOUN'), ('lado', 'INTJ'), ('izquierdo', 'ADJ'), ('manifestar', 'VERB'), ('danos', 'ADJ')]
73;73;1030;auto - ciclista;comprometida;vehiculo asegurado encontraba detenido virrey liniers luego ahvanza fray julian lagos bicicleta venia fray julian lagos colisiona lateral delantero izquierdo vehiculo asegurado ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('encontrar', 'AUX'), ('detener', 'ADJ'), ('virrey', 'PROPN'), ('linier', 'PROPN'), ('luego', 'ADV'), ('ahvanza', 'PROPN'), ('fray', 'PROPN'), ('julian', 'PROPN'), ('lago', 'PROPN'), ('bicicleta', 'PROPN'), ('venia', 'PROPN'), ('fray', 'PROPN'), ('julian', 'PROPN'), ('lago', 'PROPN'), ('colisionar', 'PROPN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ')]
74;74;1037;auto - ciclista;comprometida;circula auto jufreciclista circula sluces serrano contrario transito autosbaja iluminacin pdablicacolisiona vehculo guardabarro izq cae ladocirculando kmhllame same prevencinacusaba dolor izqambas partes decidimos hacer denuncialo llevo bazterricaacompano guardia presentaba fracturas fisuras;[('circular', 'VERB'), ('auto', 'NOUN'), ('jufreciclista', 'ADJ'), ('circular', 'NOUN'), ('sluces', 'PROPN'), ('serrano', 'NOUN'), ('contrario', 'ADJ'), ('transitar', 'NOUN'), ('autosbaja', 'PROPN'), ('iluminacin', 'NOUN'), ('pdablicacolisiona', 'ADJ'), ('vehculo', 'PROPN'), ('guardabarro', 'PROPN'), ('izq', 'PROPN'), ('caer', 'VERB'), ('ladocirculando', 'VERB'), ('kmhllame', 'PROPN'), ('same', 'ADV'), ('prevencinacusaba', 'AUX'), ('dolor', 'NOUN'), ('izqambas', 'ADJ'), ('partir', 'NOUN'), ('decidir', 'VERB'), ('hacer', 'VERB'), ('denuncialo', 'ADJ'), ('llevar', 'VERB'), ('bazterricaacompano', 'PROPN'), ('guardia', 'PROPN'), ('presentar', 'AUX'), ('fracturar', 'NOUN'), ('fisura', 'ADJ')]
75;75;1043;auto - ciclista;comprometida;aseg maniobraba alvarez hacia saavedra impacta parte lateral delantera izq ro bicicleta circulaba contramano saavedra desplazamientos lesionados bicicleta intervencion policial medica retiro medios;[('aseg', 'PROPN'), ('maniobrar', 'AUX'), ('alvarez', 'PROPN'), ('hacia', 'ADP'), ('saavedra', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('delantero', 'ADJ'), ('izq', 'PROPN'), ('ro', 'PROPN'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('contramano', 'PROPN'), ('saavedra', 'PROPN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('bicicleta', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'PROPN'), ('medicar', 'ADJ'), ('retirar', 'PROPN'), ('medio', 'NOUN')]
76;76;1046;auto - ciclista;comprometida;iba manejando camioneta victor hugo doblar san blas vi iba bicicleta bicisenda doble hacia san blas toque espejo camioneta muchacho perdio control bicicleta cayo frene ayudarloestaba rengole dije queria llevase hospital velez sarsfield dijo podia seguir tome datos mios ;[('ir', 'VERB'), ('manejar', 'VERB'), ('camioneta', 'PROPN'), ('victor', 'ADJ'), ('hugo', 'PROPN'), ('doblar', 'VERB'), ('santo', 'PROPN'), ('blas', 'PROPN'), ('ver', 'PROPN'), ('ir', 'AUX'), ('bicicleta', 'NOUN'), ('bicisenda', 'NOUN'), ('doblar', 'ADJ'), ('hacia', 'ADP'), ('santo', 'PROPN'), ('blas', 'PROPN'), ('tocar', 'PROPN'), ('espejar', 'PROPN'), ('camioneta', 'PROPN'), ('muchacho', 'PROPN'), ('perdio', 'PROPN'), ('control', 'NOUN'), ('bicicleta', 'PROPN'), ('cayo', 'PROPN'), ('frenar', 'PROPN'), ('ayudarloestaba', 'AUX'), ('rengole', 'VERB'), ('decir', 'PROPN'), ('queria', 'PROPN'), ('llevar', 'PROPN'), ('hospital', 'PROPN'), ('velez', 'PROPN'), ('sarsfield', 'PROPN'), ('decir', 'VERB'), ('podia', 'PROPN'), ('seguir', 'VERB'), ('tomar', 'VERB'), ('dato', 'NOUN'), ('mios', 'ADJ')]
77;77;1048;auto - ciclista;comprometida;asegurado circulando castro girar izquierda colisiona ciclista circulaba pro misma izquierda desplazamientos ciclista cayo piso levanto fracturo izquierda ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('castrar', 'PROPN'), ('girar', 'VERB'), ('izquierdo', 'ADJ'), ('colisionar', 'ADJ'), ('ciclista', 'ADJ'), ('circular', 'AUX'), ('pro', 'ADP'), ('mismo', 'DET'), ('izquierdo', 'NOUN'), ('desplazamiento', 'NOUN'), ('ciclista', 'PROPN'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('levantar', 'ADJ'), ('fracturar', 'NOUN'), ('izquierdo', 'ADJ')]
78;78;1052;auto - ciclista;comprometida;arranque semaforo jose maria moreno hacia norte llegar altura bicicleta circulaba mismo pegada autos estacionados doblo izquierda previo aviso darme cuenta piso freno trato girar levemente izquierza venian autos contraria senti golpe estallido parabrisas;[('arrancar', 'PROPN'), ('semaforo', 'PROPN'), ('jose', 'PROPN'), ('maria', 'PROPN'), ('moreno', 'PROPN'), ('hacia', 'ADP'), ('norte', 'PROPN'), ('llegar', 'VERB'), ('altura', 'NOUN'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('pegar', 'ADJ'), ('auto', 'NOUN'), ('estacionar', 'ADJ'), ('doblar', 'PROPN'), ('izquierdo', 'ADJ'), ('previo', 'ADJ'), ('avisar', 'NOUN'), ('darme', 'ADJ'), ('contar', 'NOUN'), ('pisar', 'NOUN'), ('frenar', 'ADJ'), ('tratar', 'VERB'), ('girar', 'VERB'), ('levemente', 'ADV'), ('izquierza', 'NOUN'), ('venian', 'AUX'), ('auto', 'NOUN'), ('contrario', 'ADJ'), ('senti', 'PROPN'), ('golpe', 'PROPN'), ('estallido', 'ADJ'), ('parabrisas', 'NOUN')]
79;79;1054;auto - ciclista;comprometida;asegurado circulanod sn colisiona ciclista circulaba carril desplazamientos ciclista cayo piso ;[('asegurar', 'ADJ'), ('circulanod', 'PROPN'), ('sn', 'PROPN'), ('colisionar', 'PROPN'), ('ciclista', 'ADJ'), ('circular', 'AUX'), ('carril', 'PROPN'), ('desplazamiento', 'NOUN'), ('ciclista', 'NOUN'), ('cayo', 'ADJ'), ('pisar', 'NOUN')]
80;80;1058;auto - ciclista;concurrente;redgreenlue venia circulando roca cruzando avda maipu paso favor ciclista colisiono parte delantera rueda trasera acto seguido ciclista cae piso bajo auto acerco ayudarlo informa presenta lesiones ofrezco llevarlo casa dice ciclista retira propios medios intervencin medica policial datos tercero ;[('redgreenlue', 'PROPN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('roca', 'PROPN'), ('cruzar', 'VERB'), ('avda', 'NOUN'), ('maipu', 'PROPN'), ('pasar', 'NOUN'), ('favor', 'PROPN'), ('ciclista', 'ADJ'), ('colisionar', 'ADJ'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('rodar', 'NOUN'), ('trasero', 'ADJ'), ('acto', 'NOUN'), ('seguir', 'ADJ'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('bajar', 'ADP'), ('auto', 'NOUN'), ('acercar', 'PROPN'), ('ayudarlo', 'VERB'), ('informar', 'VERB'), ('presentar', 'VERB'), ('lesionar', 'NOUN'), ('ofrecer', 'VERB'), ('llevarlo', 'VERB'), ('casar', 'NOUN'), ('decir', 'VERB'), ('ciclista', 'NOUN'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencin', 'PROPN'), ('medicar', 'PROPN'), ('policial', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ')]
81;81;1061;auto - ciclista;comprometida;asegurado circulaba bonifacio maniobra girar hacia martinez castro impacta parte delantera izquierda tercero bicicleta circulaba bicisenda bonifacio desplazamientos bicicleta solo ocupante cae piso poresentaba lesiones ;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('bonifacio', 'PROPN'), ('maniobrar', 'VERB'), ('girar', 'VERB'), ('hacia', 'ADP'), ('martinez', 'PROPN'), ('castrar', 'PROPN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('bicisenda', 'PROPN'), ('bonifacio', 'ADJ'), ('desplazamiento', 'NOUN'), ('bicicleta', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('poresentaba', 'AUX'), ('lesionar', 'NOUN')]
82;82;1069;auto - ciclista;comprometida;aseg circulando donato alvarez dobla bynnon colisiona parte delantera bici ocupante bici cae suelo trasladado;[('aseg', 'PROPN'), ('circular', 'VERB'), ('donato', 'PROPN'), ('alvarez', 'PROPN'), ('doblar', 'PROPN'), ('bynnon', 'PROPN'), ('colisionar', 'PROPN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('bici', 'PROPN'), ('ocupante', 'ADJ'), ('bici', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('trasladar', 'ADJ')]
83;83;1075;auto - ciclista;comprometida;vehiculo asegurado circulaba juan b justo girar hacia derecha tomar libertador colisionado lateral trasero derecho tercero bicicleta persona circulaba juan b justo persona cayo asfalto asistencia medica intervencion policial desplazamientos ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('juan', 'PROPN'), ('b', 'PROPN'), ('justar', 'ADV'), ('girar', 'VERB'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('tomar', 'VERB'), ('libertador', 'NOUN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('bicicleta', 'NOUN'), ('personar', 'NOUN'), ('circular', 'AUX'), ('juan', 'PROPN'), ('b', 'PROPN'), ('justar', 'ADV'), ('personar', 'PROPN'), ('cayo', 'PROPN'), ('asfaltar', 'PROPN'), ('asistencia', 'NOUN'), ('medicar', 'ADJ'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('desplazamiento', 'NOUN')]
84;84;1087;auto - ciclista;;circulando arribenos llegar esquina ferrocarril oeste freno miro izquierda nadie comienzo cruzar siendo ruido bicicleta auto;[('circular', 'VERB'), ('arribenos', 'ADJ'), ('llegar', 'VERB'), ('esquinar', 'NOUN'), ('ferrocarril', 'PROPN'), ('oeste', 'ADJ'), ('frenar', 'ADJ'), ('mirar', 'PROPN'), ('izquierdo', 'PROPN'), ('nadie', 'PROPN'), ('comenzar', 'INTJ'), ('cruzar', 'VERB'), ('ser', 'AUX'), ('ruido', 'NOUN'), ('bicicleta', 'NOUN'), ('auto', 'ADJ')]
85;85;1093;auto - ciclista;comprometida;asegurado detenido semaforo olleros acompanante abre puerta delantera derecha impacta bicicleta circulaba misma danico ocupante bicicleta tenia cayo piso presentaba lesiones visibles retiro propios medios intervencin polica transito intervencin medica;[('asegurar', 'ADJ'), ('detener', 'ADJ'), ('semaforo', 'ADJ'), ('ollero', 'NOUN'), ('acompanante', 'ADJ'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('impactar', 'ADJ'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('danico', 'NOUN'), ('ocupante', 'ADJ'), ('bicicleta', 'NOUN'), ('tenia', 'PROPN'), ('cayo', 'PROPN'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('retirar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencin', 'AUX'), ('polica', 'ADJ'), ('transitar', 'PROPN'), ('intervencin', 'NOUN'), ('medicar', 'ADJ')]
86;86;1108;auto - ciclista;comprometida;circulando v vertiz llegar cruce drago ceden paso cruzar derecha aparecen bicicletas izq impactan lateral ;[('circular', 'VERB'), ('v', 'PROPN'), ('vertiz', 'NOUN'), ('llegar', 'VERB'), ('cruzar', 'NUM'), ('dragar', 'NOUN'), ('ceder', 'AUX'), ('pasar', 'NOUN'), ('cruzar', 'VERB'), ('derecho', 'NOUN'), ('aparecer', 'AUX'), ('bicicleta', 'NOUN'), ('izq', 'ADJ'), ('impactar', 'AUX'), ('lateral', 'ADJ')]
87;87;1113;auto - ciclista;comprometida;asegurado estacionado chacabuco descendiendo abre puerta delantera izquierda ciclista venia circulando misma impacta manurio bicicleta puerta iba solo ocupante sexo femenino puesto cae asistida momento titular tenia raspon codo manifestaba molestia hombro posterior llamo same control derivaron argerich tt mismo dia contacto novio tt dario confirmo habia salido bien tenia ninguna lesion habian dado alta desplazamientos;[('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('chacabuco', 'ADJ'), ('descender', 'VERB'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('ciclista', 'ADJ'), ('venia', 'PROPN'), ('circular', 'VERB'), ('mismo', 'DET'), ('impactar', 'NOUN'), ('manurio', 'ADJ'), ('bicicleta', 'PROPN'), ('puerta', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('sexo', 'NOUN'), ('femenino', 'ADJ'), ('poner', 'ADJ'), ('caer', 'VERB'), ('asistir', 'ADJ'), ('momento', 'NOUN'), ('titular', 'ADJ'), ('tenia', 'PROPN'), ('raspon', 'ADJ'), ('codo', 'ADJ'), ('manifestar', 'AUX'), ('molestia', 'PROPN'), ('hombro', 'PROPN'), ('posterior', 'ADJ'), ('llamar', 'VERB'), ('same', 'ADV'), ('control', 'NOUN'), ('derivar', 'VERB'), ('argerich', 'PROPN'), ('tt', 'ADP'), ('mismo', 'DET'), ('dia', 'NOUN'), ('contactar', 'ADJ'), ('novio', 'NOUN'), ('tt', 'ADJ'), ('dario', 'NOUN'), ('confirmar', 'PROPN'), ('habia', 'PROPN'), ('salir', 'ADJ'), ('bien', 'ADV'), ('tenia', 'PROPN'), ('ninguno', 'DET'), ('lesion', 'PROPN'), ('habian', 'VERB'), ('dar', 'VERB'), ('alto', 'ADJ'), ('desplazamiento', 'NOUN')]
88;88;1120;auto - ciclista;comprometida;circulaba sb palermo iba doblar libertador doblar libertador bicicleta vena izquierda libertador mucha velocidad hizo maniobra choc parte trasera auto seria puerta trasera lado izquierdo generando danos chapa pintura;[('circular', 'AUX'), ('sb', 'PROPN'), ('palermo', 'PROPN'), ('ir', 'VERB'), ('doblar', 'VERB'), ('libertador', 'PROPN'), ('doblar', 'PROPN'), ('libertador', 'PROPN'), ('bicicleta', 'PROPN'), ('vena', 'ADJ'), ('izquierdo', 'ADJ'), ('libertador', 'PROPN'), ('mucho', 'DET'), ('velocidad', 'NOUN'), ('hacer', 'VERB'), ('maniobrar', 'NOUN'), ('choc', 'PROPN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('auto', 'NOUN'), ('serio', 'ADJ'), ('puerta', 'NOUN'), ('trasero', 'ADJ'), ('lado', 'INTJ'), ('izquierdo', 'ADJ'), ('generar', 'VERB'), ('danos', 'NOUN'), ('chapar', 'ADJ'), ('pintura', 'NOUN')]
89;89;1127;auto - ciclista;comprometida;estacionado abro puerta delantera izquierda golpeo ciclista cae bicileta quiso llamar ambulanciase retiro propios medios andando bicicleta asegurado asistio lugar quiso recibir atencion medica datos tercero lilian lattar bicicleta d;[('estacionar', 'ADJ'), ('abrir', 'NOUN'), ('puerta', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('golpear', 'PROPN'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('bicileta', 'PROPN'), ('querer', 'VERB'), ('llamar', 'VERB'), ('ambulanciase', 'NOUN'), ('retirar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('andar', 'VERB'), ('bicicleta', 'NOUN'), ('asegurar', 'ADJ'), ('asistio', 'PROPN'), ('lugar', 'PROPN'), ('querer', 'VERB'), ('recibir', 'VERB'), ('atencion', 'PROPN'), ('medicar', 'PROPN'), ('dato', 'NOUN'), ('3', 'ADJ'), ('lilian', 'AUX'), ('lattar', 'VERB'), ('bicicleta', 'NOUN'), ('d', 'ADJ')]
90;90;1129;auto - ciclista;;asegurado circulaba jose ingenieros dobla izquierda choca bicicleta circulaba pedro dreyer ciclista cae piso perdida conocimiento trasladado conocido ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('jose', 'VERB'), ('ingeniero', 'NOUN'), ('doblar', 'ADV'), ('izquierdo', 'ADJ'), ('chocar', 'NOUN'), ('bicicleta', 'NOUN'), ('circular', 'AUX'), ('pedro', 'PROPN'), ('dreyer', 'PROPN'), ('ciclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('perdido', 'ADJ'), ('conocimiento', 'NOUN'), ('trasladar', 'ADJ'), ('conocer', 'ADJ')]
