;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
60;60;378;auto - auto;comprometida;redgreenlue circulando don bosco frenar imprevistamente coche adelante produjo colisin baja velocidad frente parte posterior baden desplazamientos tercero manifest dolencias trasladado hospital escobar parte medico indico presentaba lesiones ;[('redgreenlue', 'PROPN'), ('circular', 'VERB'), ('don', 'NOUN'), ('bosco', 'PROPN'), ('frenar', 'VERB'), ('imprevistamente', 'ADJ'), ('coche', 'NOUN'), ('adelantar', 'ADV'), ('producir', 'VERB'), ('colisin', 'PROPN'), ('bajo', 'ADJ'), ('velocidad', 'NOUN'), ('frente', 'ADV'), ('partir', 'NOUN'), ('posterior', 'ADJ'), ('baden', 'PROPN'), ('desplazamiento', 'NOUN'), ('3', 'ADJ'), ('manifest', 'PROPN'), ('dolencia', 'NOUN'), ('trasladar', 'ADJ'), ('hospital', 'PROPN'), ('escobar', 'PROPN'), ('partir', 'NOUN'), ('medicar', 'NOUN'), ('indicar', 'ADJ'), ('presentar', 'AUX'), ('lesionar', 'NOUN')]
61;61;390;auto - auto;concurrente;asegurado circulando lincoln cruzando joaquin v gonzalez colisionado lateral delantero derecho parte delantera tercero circulaba joaquin v gonzalez desplazamientos lesiones;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('lincoln', 'VERB'), ('cruzar', 'VERB'), ('joaquin', 'PROPN'), ('v', 'PROPN'), ('gonzalez', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('joaquin', 'PROPN'), ('v', 'PROPN'), ('gonzalez', 'PROPN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
62;62;392;auto - auto;comprometida;encontraba detenido sarmiento nortesur abre semaforo arranco tenia adealnte avanzo tal motivo impacte frente parte trasera ro remis presentaba danos previos zona ambas opticas traseras tenia danadas paragolpe tapa baul tenia danos previos involucrados lesiones datos tercero migues nestor aldo fiat fwb amca;[('encontrar', 'AUX'), ('detener', 'ADJ'), ('sarmentar', 'NOUN'), ('nortesur', 'PROPN'), ('abrir', 'VERB'), ('semaforo', 'ADJ'), ('arrancar', 'NOUN'), ('tenia', 'PROPN'), ('adealnte', 'ADJ'), ('avanzar', 'PROPN'), ('tal', 'DET'), ('motivar', 'NOUN'), ('impactar', 'PROPN'), ('frente', 'ADV'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('ro', 'DET'), ('remis', 'NOUN'), ('presentar', 'AUX'), ('danos', 'NOUN'), ('previo', 'ADJ'), ('zona', 'NOUN'), ('ambos', 'NUM'), ('opticas', 'ADJ'), ('trasero', 'ADJ'), ('tenia', 'NOUN'), ('danadas', 'ADJ'), ('paragolpe', 'NOUN'), ('tapar', 'PROPN'), ('baul', 'PROPN'), ('tenia', 'PROPN'), ('danos', 'ADJ'), ('previo', 'ADJ'), ('involucrar', 'ADJ'), ('lesionar', 'NOUN'), ('dato', 'NOUN'), ('3', 'ADJ'), ('migar', 'PROPN'), ('nestor', 'ADJ'), ('aldo', 'NOUN'), ('fiat', 'PROPN'), ('fwb', 'PROPN'), ('amca', 'PROPN')]
63;63;394;auto - auto;discutida;circulaba paunero cruzando coronel suarez auto circulaba ultmima gran velocidad colisiona parte delantera lateral trasero izquierdo haciendo auto gire casi grados mismo eje causa asegurado venia acompanante sufre lesiones cervical tercero negaba brindar datos base llama polica desplazamiento;[('circular', 'AUX'), ('paunero', 'NOUN'), ('cruzar', 'VERB'), ('coronel', 'PROPN'), ('suarez', 'PROPN'), ('auto', 'PROPN'), ('circular', 'AUX'), ('ultmima', 'ADV'), ('gran', 'ADJ'), ('velocidad', 'NOUN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'NOUN'), ('izquierdo', 'ADJ'), ('hacer', 'VERB'), ('auto', 'NOUN'), ('girar', 'PROPN'), ('casi', 'ADV'), ('grado', 'NOUN'), ('mismo', 'DET'), ('eje', 'NOUN'), ('causar', 'VERB'), ('asegurar', 'ADJ'), ('venia', 'PROPN'), ('acompanante', 'ADJ'), ('sufrir', 'VERB'), ('lesionar', 'NOUN'), ('cervical', 'ADJ'), ('3', 'ADJ'), ('negar', 'AUX'), ('brindar', 'VERB'), ('dato', 'NOUN'), ('basar', 'NOUN'), ('llamar', 'VERB'), ('polica', 'ADJ'), ('desplazamiento', 'PROPN')]
64;64;395;auto - auto;concurrente;asegurado circulando parral llegar interseccion ambrosetti semaforo tercero colisiona parte frontal lateral derecho asegurado interv deriva policilinico central san justo interv comisaria distrital noroeste san justo cond tercero golpes desplazamientos;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('parral', 'ADJ'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('ambrosetti', 'PROPN'), ('semaforo', 'PROPN'), ('3', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('asegurar', 'ADJ'), ('interv', 'NOUN'), ('derivar', 'ADJ'), ('policilinico', 'NOUN'), ('central', 'ADJ'), ('santo', 'PROPN'), ('justar', 'ADV'), ('interv', 'PROPN'), ('comisaria', 'NOUN'), ('distrital', 'ADJ'), ('noroeste', 'ADJ'), ('santo', 'PROPN'), ('justar', 'ADV'), ('cond', 'NOUN'), ('3', 'ADJ'), ('golpe', 'NOUN'), ('desplazamiento', 'ADJ')]
65;65;408;auto - auto;concurrente;asegurado circulaba jujuy llegar esquina colisiona tercero venia berro lesiones mas terceros involucrados;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('jujuy', 'VERB'), ('llegar', 'VERB'), ('esquinar', 'NOUN'), ('colisionar', 'PROPN'), ('3', 'ADJ'), ('venia', 'PROPN'), ('berro', 'PROPN'), ('lesionar', 'NOUN'), ('mas', 'ADV'), ('tercero', 'ADJ'), ('involucrar', 'ADJ')]
66;66;414;auto - auto;comprometida;asegurado circulando esteban agustin gasconal cruzar interseccion francisco bieirocuando tercero venia ultimase cruzael aseguirado llega frenar colisionacon parte delantera aseguradocontra parte trasera lateral izquierda tercerosin desplazamientoscon lesiones tercero acompanante;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('esteban', 'AUX'), ('agustin', 'PROPN'), ('gasconal', 'PROPN'), ('cruzar', 'VERB'), ('interseccion', 'PROPN'), ('francisco', 'PROPN'), ('bieirocuando', 'VERB'), ('3', 'ADJ'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('cruzael', 'PROPN'), ('aseguirado', 'ADJ'), ('llegar', 'VERB'), ('frenar', 'VERB'), ('colisionacon', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('aseguradocontra', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('tercerosin', 'PROPN'), ('desplazamientoscon', 'ADJ'), ('lesionar', 'NOUN'), ('3', 'ADJ'), ('acompanante', 'ADJ')]
67;67;417;auto - auto;comprometida;circulando misma alcanzo frenar colisiono auto delantero frente trasera desplazamientos lesionados;[('circular', 'VERB'), ('mismo', 'DET'), ('alcanzar', 'ADP'), ('frenar', 'VERB'), ('colisionar', 'NOUN'), ('auto', 'ADJ'), ('delantero', 'NOUN'), ('frente', 'ADV'), ('trasero', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
68;68;431;auto - auto;;asegurado circulaba presbitero natta unidad encontraba pordelante frena causa vehculo delante detuvo repentinamenteante situacin asegurado llega frenar impacta parte traserade unidad vena adelante;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('presbitero', 'PROPN'), ('natta', 'PROPN'), ('unidad', 'NOUN'), ('encontrar', 'AUX'), ('pordelante', 'ADV'), ('frenar', 'VERB'), ('causar', 'NOUN'), ('vehculo', 'ADJ'), ('delante', 'ADV'), ('detener', 'VERB'), ('repentinamenteante', 'ADV'), ('situacin', 'NOUN'), ('asegurar', 'ADJ'), ('llegar', 'VERB'), ('frenar', 'VERB'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('traserade', 'ADJ'), ('unidad', 'NOUN'), ('vena', 'ADJ'), ('adelantar', 'ADV')]
69;69;434;auto - auto;discutida;detenido semaforo ruta asegurado colisionado tercero parte trasera luego desplaza hacia adelante asegurada rozado colectivo izquierda tambien detenido causa hecho companero iba asegurado lastima ;[('detener', 'ADJ'), ('semaforo', 'PROPN'), ('ruta', 'ADJ'), ('asegurar', 'ADJ'), ('colisionar', 'ADJ'), ('3', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('luego', 'ADV'), ('desplazar', 'VERB'), ('hacia', 'ADP'), ('adelantar', 'ADV'), ('asegurar', 'ADJ'), ('rozar', 'ADJ'), ('colectivo', 'ADJ'), ('izquierdo', 'ADJ'), ('tambien', 'ADV'), ('detener', 'ADJ'), ('causar', 'INTJ'), ('hacer', 'ADJ'), ('companero', 'ADJ'), ('ir', 'AUX'), ('asegurar', 'ADJ'), ('lastimar', 'ADJ')]
70;70;441;auto - auto;comprometida;nan;[('nan', 'PROPN')]
71;71;445;auto - auto;comprometida;asegurado detenido semaforo suelta embrague asegurado colisiona parte frontal parte trasera tercero encontraba detenido delante asegurado lesiones interv policial ambulancias;[('asegurar', 'ADJ'), ('detener', 'ADJ'), ('semaforo', 'PROPN'), ('suelto', 'PROPN'), ('embragar', 'AUX'), ('asegurar', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('encontrar', 'AUX'), ('detener', 'ADJ'), ('delante', 'ADV'), ('asegurar', 'ADJ'), ('lesionar', 'NOUN'), ('interv', 'PROPN'), ('policial', 'ADJ'), ('ambulancia', 'ADJ')]
72;72;448;auto - auto;comprometida;encontraba circulando llegar peaje fallan frenos embisto tercero dwm parte trasera parte delantera vez desplazamiento impacta tercero ozz parte trasera parte delantera do tercero soria mendoza diego sedan toyota equios ozz mas lesionados mas terceros datos tercero corimayo alan emanuel peugeot dwm liderar seguros;[('encontrar', 'VERB'), ('circular', 'VERB'), ('llegar', 'VERB'), ('peaje', 'NOUN'), ('fallir', 'AUX'), ('freno', 'ADJ'), ('embestir', 'ADJ'), ('3', 'ADJ'), ('dwm', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('vez', 'NOUN'), ('desplazamiento', 'VERB'), ('impactar', 'VERB'), ('3', 'ADJ'), ('ozz', 'PROPN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('do', 'ADP'), ('3', 'ADJ'), ('soria', 'PROPN'), ('mendoza', 'PROPN'), ('diego', 'PROPN'), ('sedar', 'PROPN'), ('toyota', 'PROPN'), ('equios', 'ADJ'), ('ozz', 'PROPN'), ('mas', 'PROPN'), ('lesionar', 'ADJ'), ('mas', 'CCONJ'), ('tercero', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('corimayo', 'NOUN'), ('alan', 'AUX'), ('emanuel', 'PROPN'), ('peugeot', 'PROPN'), ('dwm', 'PROPN'), ('liderar', 'VERB'), ('seguro', 'NOUN')]
73;73;459;auto - auto;comprometida;asegurado circulaba marcos paz colisiona parte delantera derecha parte trasera izquierda tercero acompanante b presentan dolor desplazamientos;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('marco', 'PROPN'), ('paz', 'NOUN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('izquierdo', 'NOUN'), ('3', 'ADJ'), ('acompanante', 'ADJ'), ('b', 'PROPN'), ('presentar', 'AUX'), ('dolor', 'NOUN'), ('desplazamiento', 'NOUN')]
74;74;461;auto - auto;comprometida;aseg circulaba sargento cabral sur norte corrientes ro venia corrientes colisiona aseg parte delantea izquierda parte derecha ro desplazamientos lesiones ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('sargento', 'NOUN'), ('cabral', 'PROPN'), ('sur', 'PROPN'), ('norte', 'PROPN'), ('corriente', 'PROPN'), ('ro', 'PROPN'), ('venia', 'PROPN'), ('corriente', 'PROPN'), ('colisionar', 'ADJ'), ('aseg', 'ADJ'), ('partir', 'NOUN'), ('delantea', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('ro', 'NUM'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
75;75;468;auto - auto;comprometida;asegurado circulando cristiania interseccin rp gral tercero circulando ultima impacta parte delantera izquierda lateral derecho asegurado desplazamiento acompanante tercero lesiones derivado hospital;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('cristiania', 'PROPN'), ('interseccin', 'PROPN'), ('rp', 'PROPN'), ('gral', 'PROPN'), ('3', 'ADJ'), ('circular', 'VERB'), ('ultimar', 'PROPN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('asegurar', 'ADJ'), ('desplazamiento', 'PROPN'), ('acompanante', 'ADJ'), ('3', 'ADJ'), ('lesionar', 'NOUN'), ('derivar', 'ADJ'), ('hospital', 'PROPN')]
76;76;470;auto - auto;comprometida;venia atras arranca arranca frena repentinamente colisionandolo parte frontal parte trasera auto desplaza hacia adelante colisiona delante;[('venia', 'PROPN'), ('atras', 'PROPN'), ('arrancar', 'PROPN'), ('arrancar', 'PROPN'), ('frenar', 'VERB'), ('repentinamente', 'ADV'), ('colisionandolo', 'ADJ'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('auto', 'PROPN'), ('desplazar', 'VERB'), ('hacia', 'ADP'), ('adelantar', 'ADV'), ('colisionar', 'VERB'), ('delante', 'ADV')]
77;77;485;auto - auto;comprometida;circulando intendente arricau intentar cruzar gaspar campos vehculo vena daltima derecha tambien pasa colisiono frente parte delantera izquierda tercero desplazamientos lesiones;[('circular', 'VERB'), ('intendente', 'ADJ'), ('arricau', 'AUX'), ('intentar', 'VERB'), ('cruzar', 'VERB'), ('gaspar', 'VERB'), ('campo', 'NOUN'), ('vehculo', 'ADJ'), ('vena', 'PROPN'), ('daltima', 'NOUN'), ('derecho', 'ADJ'), ('tambien', 'ADV'), ('paso', 'VERB'), ('colisionar', 'NOUN'), ('frente', 'ADV'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
78;78;488;auto - auto;comprometida;venia circulando roma interseccion lacano venia ultima veo cruzando embisto lateral izquierdo parte delantera lesionado desplazamientos;[('venia', 'PROPN'), ('circular', 'VERB'), ('romo', 'PROPN'), ('interseccion', 'PROPN'), ('lacano', 'PROPN'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('ver', 'VERB'), ('cruzar', 'VERB'), ('embestir', 'NOUN'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'VERB'), ('lesionar', 'ADJ'), ('desplazamiento', 'NOUN')]
79;79;491;auto - auto;comprometida;vhc asegurado circulando alippi colisiona parte delantera parte trasera tercero circulaba delante desplazamientos lesiones;[('vhc', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('alippi', 'PROPN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('delante', 'ADV'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
80;80;500;auto - auto;comprometida;asegurado circulando dr osvaldo magnasco auto venia delante frena trafico alcorta asegurado distraido colisiona parte trasera desplazmaientos lesiones ocupantes vehiculo intervencion concurririan hospital medios;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('dr', 'ADP'), ('osvaldo', 'PROPN'), ('magnasco', 'PROPN'), ('auto', 'PROPN'), ('venia', 'PROPN'), ('delante', 'ADV'), ('frenar', 'NOUN'), ('traficar', 'ADJ'), ('alcorta', 'VERB'), ('asegurar', 'ADJ'), ('distraido', 'ADJ'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('desplazmaientos', 'NOUN'), ('lesionar', 'NOUN'), ('ocupante', 'ADJ'), ('vehicular', 'PROPN'), ('intervencion', 'PROPN'), ('concurririan', 'AUX'), ('hospital', 'PROPN'), ('medio', 'NOUN')]
81;81;507;auto - auto;comprometida;circulaba jose pedro varela vehiculo adelante frena golpe colisiono parte delantera;[('circular', 'AUX'), ('jose', 'PROPN'), ('pedro', 'PROPN'), ('varela', 'PROPN'), ('vehicular', 'ADJ'), ('adelantar', 'ADV'), ('frenar', 'VERB'), ('golpe', 'PROPN'), ('colisionar', 'NOUN'), ('partir', 'VERB'), ('delantero', 'ADJ')]
82;82;509;auto - auto;comprometida;aseg circulaba cangallo interseccion san martin produce choque parte delantera derecho aseg parte izq tercero aseg desplaza termina vereda tercero manifestaba dolores causa dle siniestro ;[('aseg', 'PROPN'), ('circular', 'AUX'), ('cangallo', 'PROPN'), ('interseccion', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('producir', 'VERB'), ('chocar', 'NOUN'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('derecho', 'NOUN'), ('aseg', 'ADJ'), ('partir', 'PROPN'), ('izq', 'PROPN'), ('3', 'ADJ'), ('aseg', 'PROPN'), ('desplazar', 'PROPN'), ('terminar', 'VERB'), ('vereda', 'PROPN'), ('3', 'ADJ'), ('manifestar', 'AUX'), ('dolor', 'NOUN'), ('causar', 'INTJ'), ('dle', 'PROPN'), ('siniestro', 'ADJ')]
83;83;517;auto - auto;comprometida;asegurado circulaba rios lentamente transito tercero circulaba delante frena golpe asegurado puede evitar chocarlo parte trasera tercero manifesto dolor llamo;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('rios', 'NOUN'), ('lentamente', 'ADV'), ('transitar', 'NOUN'), ('3', 'ADJ'), ('circular', 'AUX'), ('delante', 'ADV'), ('frenar', 'VERB'), ('golpe', 'NOUN'), ('asegurar', 'ADJ'), ('poder', 'AUX'), ('evitar', 'VERB'), ('chocarlo', 'VERB'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('manifesto', 'ADJ'), ('dolor', 'NOUN'), ('llamar', 'ADJ')]
84;84;518;auto - auto;comprometida;aseg circulaba libertador impacta parte delantera parte trasera tercero circulaba adelante detiene repente desplazamientos lesionados;[('aseg', 'PROPN'), ('circular', 'AUX'), ('libertador', 'PROPN'), ('impactar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('adelantar', 'ADV'), ('detener', 'VERB'), ('repente', 'ADV'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
85;85;521;auto - auto;comprometida;aseg detedino semaforo abre avanza impacta parte delantera trasera tercero circulaba adelante detiene repente transito desplazamientos lesionados;[('aseg', 'PROPN'), ('detedino', 'PROPN'), ('semaforo', 'PROPN'), ('abrir', 'VERB'), ('avanzar', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('trasero', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('adelantar', 'ADV'), ('detener', 'VERB'), ('repente', 'ADV'), ('transitar', 'ADV'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
86;86;523;auto - auto;comprometida;arranc trafico cambio semaforo volvi frenar golpe toque paragolpe auto adelante;[('arranc', 'NOUN'), ('traficar', 'ADJ'), ('cambiar', 'NOUN'), ('semaforo', 'ADJ'), ('volvi', 'ADP'), ('frenar', 'VERB'), ('golpe', 'PROPN'), ('tocar', 'VERB'), ('paragolpe', 'NOUN'), ('auto', 'ADJ'), ('adelantar', 'ADV')]
87;87;525;auto - auto;comprometida;asegurado iba circulando rivadavia dobla hacia chile colisiona vehiculo detenido transito parte trasera parte delantera lesiones desplazamientos;[('asegurar', 'ADJ'), ('ir', 'VERB'), ('circular', 'VERB'), ('rivadavia', 'PROPN'), ('doblar', 'VERB'), ('hacia', 'ADP'), ('chile', 'PROPN'), ('colisionar', 'PROPN'), ('vehicular', 'NOUN'), ('detener', 'ADJ'), ('transitar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'AUX'), ('lesionar', 'NOUN'), ('desplazamiento', 'ADJ')]
88;88;526;auto - auto;concurrente;circulando dardo rocha cruzar lincoln vehculo vena daltima derecha tambien pasa colisiona puertas derechas desplazamientos amiga dolores cervicales amiga danos derecha dolor muneca izquierda intervencin polica;[('circular', 'VERB'), ('dardo', 'PROPN'), ('rocha', 'VERB'), ('cruzar', 'VERB'), ('lincoln', 'PROPN'), ('vehculo', 'PROPN'), ('vena', 'ADJ'), ('daltima', 'NOUN'), ('derecho', 'ADJ'), ('tambien', 'ADV'), ('paso', 'VERB'), ('colisionar', 'VERB'), ('puerta', 'NOUN'), ('derecho', 'ADJ'), ('desplazamiento', 'NOUN'), ('amigo', 'PROPN'), ('dolor', 'NOUN'), ('cervical', 'ADJ'), ('amigo', 'PROPN'), ('danos', 'ADJ'), ('derecho', 'ADJ'), ('dolor', 'NOUN'), ('muneca', 'ADJ'), ('izquierdo', 'ADJ'), ('intervencin', 'PROPN'), ('polica', 'ADJ')]
89;89;532;auto - auto;concurrente;circ asuncion cruzar chile veh colisiono puerta trasera derecha desplazo quede veh vereda lesiones esposa amigo viajaba atras ninos;[('circ', 'PROPN'), ('asuncion', 'PROPN'), ('cruzar', 'PROPN'), ('chile', 'PROPN'), ('veh', 'PROPN'), ('colisionar', 'PROPN'), ('puerta', 'PROPN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('desplazar', 'NOUN'), ('quedar', 'VERB'), ('veh', 'PROPN'), ('vereda', 'PROPN'), ('lesionar', 'NOUN'), ('esposo', 'ADJ'), ('amigar', 'NOUN'), ('viajar', 'AUX'), ('atras', 'NOUN'), ('ninos', 'ADJ')]
90;90;539;auto - auto;comprometida;vehiculo asegurado circulaba cristiania llegar semafor frena tiempo colisiona frente parte trasera vehiculo detenido alli lesiones desplazamientos;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('cristiania', 'VERB'), ('llegar', 'VERB'), ('semafor', 'PROPN'), ('frenar', 'VERB'), ('tiempo', 'NOUN'), ('colisionar', 'VERB'), ('frente', 'ADV'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('vehicular', 'NOUN'), ('detener', 'ADJ'), ('alli', 'VERB'), ('lesionar', 'NOUN'), ('desplazamiento', 'ADJ')]
91;91;540;auto - auto;comprometida;aseg circulando dentro playon centro comercial ubicado monsenor bufano colisiona tercero parte delantera lateral izquierdo desplazamientosconductor tercero manifesto dolencia asistido predio trasladado;[('aseg', 'PROPN'), ('circular', 'VERB'), ('dentro', 'ADV'), ('playon', 'VERB'), ('centrar', 'NOUN'), ('comercial', 'ADJ'), ('ubicar', 'ADJ'), ('monsenor', 'PROPN'), ('bufano', 'ADJ'), ('colisionar', 'VERB'), ('3', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('desplazamientosconductor', 'NOUN'), ('3', 'ADJ'), ('manifesto', 'ADJ'), ('dolencia', 'NOUN'), ('asistir', 'ADJ'), ('predio', 'NOUN'), ('trasladar', 'ADJ')]
92;92;548;auto - auto;comprometida;aseg circulando heras doblar derecha continuar darraguira escucha ruido grito baja ve bicicleta tirada piso lado derecho auto ayuda levantarse ofrece llevarla hispotal justo pasaba patrullero llaman llevan hospital hacerle revision;[('aseg', 'PROPN'), ('circular', 'VERB'), ('heras', 'NOUN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('continuar', 'VERB'), ('darraguira', 'ADJ'), ('escuchar', 'NOUN'), ('ruido', 'NOUN'), ('gritar', 'PROPN'), ('bajo', 'ADJ'), ('ver', 'VERB'), ('bicicleta', 'NOUN'), ('tirar', 'ADJ'), ('pisar', 'NOUN'), ('lado', 'ADJ'), ('derecho', 'NOUN'), ('auto', 'ADJ'), ('ayudar', 'NOUN'), ('levantarse', 'VERB'), ('ofrecer', 'VERB'), ('llevarla', 'VERB'), ('hispotal', 'ADJ'), ('justar', 'ADV'), ('pasar', 'AUX'), ('patrullero', 'NOUN'), ('llamar', 'AUX'), ('llevar', 'AUX'), ('hospital', 'PROPN'), ('hacerle', 'VERB'), ('revision', 'PROPN')]
93;93;552;auto - auto;comprometida;asegurado circulaba arce doblar hacia izquierda tomar maure produce colision tercero circulaba ultima lesionados intercambiamos datos ;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('arce', 'PROPN'), ('doblar', 'VERB'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('tomar', 'VERB'), ('maure', 'PROPN'), ('producir', 'VERB'), ('colision', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'ADJ'), ('lesionar', 'ADJ'), ('intercambiar', 'VERB'), ('dato', 'NOUN')]
94;94;557;auto - auto;concurrente;circulando arribenos doble habia vehiculos estacionados ambas manos vehiuclo venia contraria da paso maniobro hacia izquierda impactado pareja persona iba caminando lateral delantero derecho retrovisor lesiones desplazamientos ;[('circular', 'VERB'), ('arribenos', 'ADJ'), ('doblar', 'ADJ'), ('habia', 'PROPN'), ('vehiculos', 'NOUN'), ('estacionar', 'ADJ'), ('ambos', 'NUM'), ('mano', 'NOUN'), ('vehiuclo', 'PROPN'), ('venia', 'PROPN'), ('contrario', 'ADJ'), ('dar', 'ADP'), ('pasar', 'NOUN'), ('maniobrar', 'NOUN'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('impactar', 'PROPN'), ('parejo', 'ADJ'), ('personar', 'NOUN'), ('ir', 'VERB'), ('caminar', 'VERB'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('retrovisor', 'PROPN'), ('lesionar', 'PROPN'), ('desplazamiento', 'ADJ')]
95;95;565;auto - auto;comprometida;aseg circulaba ardoino pasa paso nivel colisiona tercero superpone delante aseg izquierda contramano frena repente parte delantera aseg parte trasera luego tercero baja golpea aseg parte delantera lesiones desplazamientossin intervencion movil policial;[('aseg', 'PROPN'), ('circular', 'AUX'), ('ardoino', 'ADJ'), ('paso', 'VERB'), ('pasar', 'ADJ'), ('nivel', 'NOUN'), ('colisionar', 'VERB'), ('3', 'ADJ'), ('superponer', 'VERB'), ('delante', 'ADV'), ('aseg', 'NOUN'), ('izquierdo', 'PROPN'), ('contramano', 'ADJ'), ('frenar', 'PROPN'), ('repente', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('aseg', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('luego', 'ADV'), ('3', 'ADJ'), ('bajo', 'PROPN'), ('golpear', 'PROPN'), ('aseg', 'PROPN'), ('partir', 'NOUN'), ('delantero', 'AUX'), ('lesionar', 'NOUN'), ('desplazamientossin', 'ADJ'), ('intervencion', 'PROPN'), ('movil', 'PROPN'), ('policial', 'ADJ')]
