,Unnamed: 0,Idenx original,tipo_de_accidente,responsabilidad,descripcion_del_hecho - Final
330,330,501,auto - moto,comprometida,"['vehiculo', 'asegurado', 'circulando', 'roldan', 'perder', 'conocimiento', 'quedarse', 'dormido', 'colisiona', 'tercero', 'circulaba', 'misma', 'contrario', 'parte', 'delantera', 'parte', 'delantera', 'vehiculo', 'cabe', 'destacar', 'detras', 'vehiculo', 'tercero', 'circulaba', 'moto', 'impacta', 'parte', 'trasera', 'moto', 'circulaba', 'sola', 'persona', 'cae', 'piso', 'asegurado', 'recuerda', 'utilizaba']"
331,331,502,auto - moto,comprometida,"['asegurado', 'circulaba', 'peron', 'tercero', 'moto', 'quiere', 'sobrapasar', 'colisionando', 'puerta', 'trasera', 'derecha', 'auto', 'asegurado', 'solo', 'ocupante', 'cae', 'suelo', 'llevaba', 'manifestaba', 'dolor', 'alguno', 'retiro', 'medios', 'tel', 'asegurado', 'asegurado']"
332,332,503,auto - moto,comprometida,"['asegurado', 'estacionado', 'derecha', 'rivadavia', 'momento', 'sale', 'estacionado', 'moto', 'circulaba', 'impacta', 'lateral', 'delantero', 'izquierdo', 'vehculo', 'asegurado', 'motociclista', 'cayo', 'suelo', 'tena', 'puesto', 'viajaba', 'solo', 'traslad', 'hospital']"
333,333,504,auto - moto,comprometida,"['vehculo', 'asegurado', 'saliendo', 'garage', 'impacta', 'parte', 'trasera', 'moto', 'circulaba', 'desplazamientosmoto', 'ocupante', 'cay', 'piso', 'levant', 'medios', 'manifest', 'dolencias', 'izquierda', 'int', 'medica', 'int', 'policial', 'cel', 'aseg']"
334,334,505,auto - moto,comprometida,"['circulaba', 'castro', 'luego', 'frenar', 'bocacalle', 'incorporo', 'transito', 'pueyrredon', 'hacia', 'rivadavia', 'paso', 'vehculo', 'pueyrredon', 'siento', 'colisin', 'leve', 'moto', 'lateral', 'izq', 'delantero', 'desconoce', 'vino', 'cae', 'asfalto', 'manifestaba', 'lesionesno']"
335,335,506,auto - moto,comprometida,"['aseg', 'estacionado', 'abre', 'puerta', 'viene', 'moto', 'colisiona', 'dicha', 'puerta', 'izquierda', 'tercero', 'cae', 'piso', 'manifesto', 'lesiones']"
336,336,508,auto - moto,comprometida,"['circulaba', 'chorroarin', 'doblar', 'luz', 'giro', 'hacia', 'derecha', 'morlote', 'embistio', 'moto', 'marca', 'suzuki', 'dominio', 'kfs', 'parte', 'trasera', 'derecha', 'vehculo', 'cayo', 'piso', 'sufrio', 'lesiones', 'poseia', 'seguro', 'vigente', 'tit', 'moto', 'diaz', 'c', 'manuel', 'eduardo', 'pampa', 'caba', 'lesionados', 'terceros', 'involucrados', 'datos', 'tercero', 'ugaz', 'paredes', 'jhonatan', 'erick', 'suzuki', 'kfs', 'triunfo', 'seguros']"
337,337,511,auto - moto,comprometida,"['vehiculo', 'asegurado', 'circulaba', 'pje', 'martin', 'fierro', 'llegar', 'asomar', 'embestido', 'moto', 'circulaba', 'lope', 'vega', 'moticiclista', 'cae', 'pegando', 'danando', 'parabrisas', 'lesiones', 'llevaba', 'casco']"
338,338,512,auto - moto,comprometida,"['asegurado', 'circulaba', 'oeste', 'arteria', 'mencionada', 'girar', 'hacia', 'izquierda', 'ingresar', 'jose', 'miro', 'paso', 'cedido', 'auto', 'particular', 'circulaba', 'contraria', 'impactado', 'punta', 'delantera', 'derecha', 'lateral', 'derecha', 'moto', 'circulaba', 'mataco', 'oeste', 'impulso', 'gira', 'misma', 'acompanante', 'moto', 'sufri', 'lesin', 'tobillo', 'izquierdo', 'fractura', 'perone', 'dedo', 'pieno', 'quiso', 'ser', 'transladado', 'transladado', 'medios', 'instituo', 'haedo']"
339,339,513,auto - moto,discutida,"['vehiculo', 'asegurado', 'circulaba', 'colisionado', 'lateral', 'derecho', 'tercero', 'moto', 'persona', 'ingresaba', 'girando', 'hacia', 'izquierda', 'neuquen', 'persona', 'cayo', 'asfalto', 'luego', 'intercambiar', 'datos', 'retiro', 'cuenta', 'desplazamientos']"
340,340,514,auto - moto,comprometida,"['asegurado', 'encontraba', 'circulando', 'matheu', 'maniobra', 'girar', 'derecha', 'salguero', 'tercero', 'venia', 'misma', 'intenta', 'sobrepasar', 'derecha', 'asegurado', 'impacta', 'moto', 'parte', 'delantera', 'derecha', 'parte', 'delantera', 'izquierda', 'altura', 'manubrio', 'desplazamiento', 'cae', 'moto', 'piso', 'moto', 'usaba', 'moto', 'indica', 'lesiones', 'retira', 'propios', 'medios']"
341,341,515,auto - moto,comprometida,"['aseg', 'circulando', 'interseccin', 'quiere', 'doblar', 'derecha', 'coliciona', 'b', 'moto', 'venia', 'derecha', 'toca', 'moto', 'frente', 'elantero', 'derecho', 'caen', 'suelo', 'personas', 'intervencion', 'policial', 'lesiones', 'retiran', 'moto', 'mas', 'vhs']"
342,342,516,auto - moto,comprometida,"['saliendo', 'garage', 'domicilio', 'marcha', 'atras', 'moto', 'pasa', 'auto', 'auto', 'raya', 'paragolpe', 'trasero', 'moto', 'iba', 'solo', 'cae', 'piso', 'retira', 'propios', 'medios', 'lesiones']"
343,343,519,auto - moto,comprometida,"['aseg', 'estacionado', 'libertador', 'abre', 'puerta', 'delantera', 'izquierdo', 'moto', 'impacta', 'luego', 'moto', 'colisiona', 'lateral', 'derecho', 'taxi', 'circulaba', 'libertador', 'moto', 'cae', 'piso', 'tenia', 'lesiones', 'derecha', 'intervinen']"
344,344,520,auto - moto,comprometida,"['asegurado', 'circulando', 'rosales', 'palomar', 'ingresar', 'estacion', 'servicio', 'ubicada', 'rosales', 'bianco', 'tercero', 'asegurado', 'desconoce', 'lleva', 'acompanante', 'circulando', 'bianco', 'asegurado', 'entrar', 'estacion', 'servicio', 'tercero', 'embiste', 'parte', 'lateral', 'derecho', 'parte', 'lateral', 'derecho', 'asegurado', 'lesionados']"
345,345,522,auto - moto,comprometida,"['asegurado', 'circulando', 'bermejo', 'interseccin', 'don', 'bosco', 'tercero', 'moto', 'circualando', 'ultima', 'don', 'bosco', 'medio', 'impacta', 'lateral', 'izquierdo', 'delantero', 'asegurado', 'ocupante', 'moto', 'cae', 'pavimento']"
346,346,528,auto - moto,comprometida,"['circulando', 'san', 'nicolas', 'llegar', 'interseccion', 'cin', 'jonte', 'doblo', 'hacia', 'izquiedca', 'tomar', 'dicha', 'avda', 'moto', 'circulando', 'ultima', 'interseccion', 'produce', 'contacto', 'lateral', 'derecho', 'parte', 'delantera', 'moto', 'cayendo', 'piso', 'unico', 'tripulantese', 'hizo', 'presente', 'personal', 'policial', 'pese', 'inistencia', 'asegurado', 'motocicilista', 'quiso', 'intervencion', 'same', 'retira', 'lugar', 'siniestro', 'propios', 'medios']"
347,347,530,auto - moto,comprometida,"['vehiculo', 'asegurado', 'circulaba', 'larroque', 'doblar', 'derecha', 'hacia', 'v', 'plaza', 'produce', 'colision', 'moto', 'pasando', 'lado', 'ambos', 'ocupantes', 'moto', 'llevaban', 'caen', 'piso', 'acompanante', 'golpea', 'izquierda', 'guardabarros', 'delantero', 'derecho', 'vehiculo', 'asegurado']"
348,348,531,auto - moto,concurrente,"['redgreenlue', 'aseg', 'circulaba', 'chiclana', 'impactado', 'parte', 'lateral', 'izq', 'ro', 'moto', 'circulaba', 'alli', 'desplazamientos', 'lesionados']"
349,349,533,auto - moto,comprometida,"['circulaba', 'pereda', 'voy', 'girar', 'izquierda', 'hacia', 'san', 'eduardo', 'colisionado', 'ero', 'moto', 'solo', 'ocupante', 'lateral', 'trasero', 'derecho', 'circulaba', 'pereda', 'contraria', 'cae', 'pavimento', 'ofresco', 'ayuda']"
350,350,534,auto - moto,comprometida,"['circular', 'rivera', 'indarte', 'metros', 'llegar', 'venezuela', 'mia', 'derecha', 'sale', 'repentinamente', 'tercero', 'encontraba', 'estacionado', 'cruzandose', 'hacia', 'adelante', 'rose', 'volanteo', 'hacia', 'izq', 'hacerlo', 'rose', 'moto', 'intentaba', 'sobrepasarme', 'izq', 'moto', 'cayo', 'piso', 'reincorporando', 'mas', 'involucrados', 'lesionados', 'datos', 'tercero', 'ezequiel', 'maximiliano', 'balzan', 'bajaj', 'rouser', 'aujo', 'orbisnos', 'comunicamos', 'v', 'asegurado']"
351,351,535,auto - moto,comprometida,"['detenido', 'semaforo', 'hip', 'yrigoyen', 'pone', 'moto', 'adelante', 'arranca', 'toco', 'levemente', 'moto', 'saola', 'persona', 'cae', 'piso', 'levanta', 'solo', 'danos', 'fisicos', 'solo', 'moto']"
352,352,536,auto - moto,comprometida,"['aseg', 'circulaba', 'impacta', 'levemente', 'parte', 'delantera', 'parte', 'trasera', 'ro', 'moto', 'circulaba', 'adelante', 'reduce', 'velocidad', 'desplazamientos', 'lesionados', 'moto', 'personas', 'intervencion', 'policial', 'medica', 'retiran', 'medios']"
353,353,537,auto - moto,comprometida,"['vehiculo', 'asegurado', 'circulando', 'dean', 'funes', 'llegar', 'interseccion', 'mexico', 'produce', 'colision', 'parte', 'delanetra', 'derecha', 'moto', 'circulaba', 'ultima', 'moto', 'circulaba', 'sola', 'persona', 'cae', 'piso', 'utilizaba']"
354,354,538,auto - moto,comprometida,"['circulaba', 'italia', 'ingresar', 'camion', 'cede', 'paso', 'momento', 'impacta', 'lateral', 'trasero', 'izq', 'moto', 'solo', 'ocupante', 'cae', 'pavimento', 'incorpora', 'medios', 'posia', 'raspones', 'derechase', 'ofrece', 'asistencia', 'medica', 'niega', 'intercambiamos', 'datos', 'retira', 'lugar', 'medios', 'int', 'ambnos', 'comunicamos', 'asegurado']"
355,355,541,auto - moto,concurrente,"['circulabapor', 'barilari', 'interseccion', 'gowland', 'embestido', 'ero', 'moto', 'solo', 'ocupante', 'circulaba', 'ultima', 'mencionda', 'lateral', 'delantero', 'izquierdo', 'parte', 'delantera', 'ero', 'pasa', 'arriba', 'cae', 'asfalto', 'levanto', 'saco', 'ofresco', 'ayuda', 'quiere', 'llamen', 'dice', 'seguro', 'retira', 'propios', 'medios', 'andando', 'moto', 'esquina', 'poca', 'luz']"
356,356,542,auto - moto,comprometida,"['vhc', 'asegurado', 'circulando', 'concordia', 'alcanzar', 'interseccion', 'esmeralda', 'produce', 'rozamiento', 'patente', 'tercero', 'circulaba', 'ultima', 'mencionada', 'ocupantes', 'caen', 'piso', 'incorporan', 'acto', 'colocado', 'ocupantes', 'acompanante', 'tenia', 'raspadura', 'minima', 'consideracion', 'retiran', 'propios', 'medios', 'rechazaron', 'asistencia', 'medica', 'desplazamientos', 'intevino']"
357,357,543,auto - moto,concurrente,"['asegurado', 'circulando', 'medrano', 'onda', 'mitad', 'cruce', 'cordoba', 'semaforo', 'cambia', 'colisionado', 'tercero', 'moto', 'ocupante', 'cayo', 'suelo', 'circulaba', 'cordoba']"
358,358,546,auto - moto,comprometida,"['asegurado', 'circulando', 'pedro', 'echague', 'tercero', 'moto', 'circulaba', 'saenz', 'pena', 'colisiona', 'lateral', 'derecho', 'parte', 'frontal', 'persona', 'conducia', 'moto', 'cae', 'capot', 'asegurado', 'luego', 'paviemento', 'bajo', 'asistose', 'incorpora', 'medio', 'manifestaba', 'dolor', 'piernaofreci', 'asistencia', 'medica', 'niega', 'acompano', 'domicilio', 'vivia', 'media', 'cuadra', 'lugar']"
359,359,547,auto - moto,comprometida,"['aseg', 'circulaba', 'incas', 'doblar', 'hacia', 'pje', 'corregidores', 'moto', 'realizaba', 'misma', 'maniobra', 'colisionar', 'car', 'asfalto', 'existio', 'contacto', 'persona', 'retira', 'propios', 'medios', 'desplazamientos']"
360,360,550,auto - moto,comprometida,"['venia', 'manejando', 'miguel', 'cane', 'interseccin', 'calandria', 'moto', 'llego', 'frenar', 'produce', 'colisin', 'moto', 'cae', 'piso']"
361,361,551,auto - moto,comprometida,"['circulaba', 'balbin', 'gire', 'hacia', 'derecha', 'antartida', 'argentina', 'tercero', 'adelant', 'derecha', 'colisiona', 'parte', 'lateral', 'derechaen', 'unidad', 'tercero', 'moto', 'circulaban', 'personas', 'masc', 'fem']"
362,362,553,auto - moto,comprometida,"['venia', 'circulando', 'alfonsin', 'llegando', 'oncativo', 'delante', 'mio', 'tenia', 'auto', 'quiero', 'sobrepasar', 'izquierda', 'piso', 'pasar', 'auto', 'moto', 'toco', 'guardabarro', 'delantero', 'izquierdo', 'chicos', 'cayeron', 'raspados', 'doloridos', 'asisto', 'pasamos', 'datos', 'voy', 'lugar']"
363,363,555,auto - moto,comprometida,"['redgreenluecirc', 'peron', 'hacia', 'capital', 'motociclista', 'acompanante', 'freno', 'semaforo', 'alcance', 'frenar', 'colisione', 'atras', 'cayeron', 'piso', 'solo', 'golpes']"
364,364,556,auto - moto,comprometida,"['aseg', 'circulaba', 'guardia', 'nacional', 'pone', 'giro', 'girar', 'hacia', 'izquierda', 'jose', 'enrique', 'rodo', 'impacta', 'espejo', 'retrovisor', 'izquierdo', 'moto', 'circulaba', 'guardia', 'nacional', 'quiere', 'sobrepasar', 'aseg', 'izquierdamoto', 'cae', 'piso', 'tenia', 'presentaba', 'lesiones', 'aparentes', 'intervinientes']"
365,365,558,auto - moto,comprometida,"['circulando', 'guarda', 'vieja', 'repente', 'roce', 'moto', 'detenida', 'parte', 'delantera', 'derecha', 'moto', 'cayo', 'piso', 'levanto', 'solo', 'puesto', 'moto', 'andando', 'intervencion']"
366,366,559,auto - moto,comprometida,"['circulaba', 'mitre', 'llegar', 'interseccion', 'comienzo', 'doblar', 'derecha', 'ahi', 'siento', 'gdd', 'producido', 'moto', 'motociclista', 'cae', 'piso', 'levanta', 'propios', 'medios', 'intervencion', 'policial', 'same', 'ofreci', 'llamar', 'same', 'auxiliarlo', 'quiso', 'mas', 'terceros', 'involucrados', 'lesionados', 'datos', 'tercero', 'julian', 'oviedo', 'color', 'oscuro', 'atmasegurado']"
367,367,560,auto - moto,discutida,"['circulaba', 'maipu', 'interseccion', 'rios', 'moto', 'circulaba', 'maipu', 'contrario', 'gira', 'izquierda', 'giro', 'luz', 'habilitada', 'circulacin', 'consecuencia', 'puedo', 'evitar', 'impactarla', 'lateral', 'derecho', 'moto', 'produce', 'caida', 'motociclista', 'indica', 'lesion', 'incorpora', 'propiosmedios']"
368,368,561,auto - moto,comprometida,"['asegurado', 'circulando', 'yrigoyen', 'girar', 'derecha', 'balcarce', 'colisionado', 'lateral', 'derecho', 'tercero', 'moto', 'personas', 'caen', 'asfalto', 'levantan', 'propios', 'luego', 'intercambiar', 'datos', 'retiran', 'propios', 'medios']"
369,369,562,auto - moto,comprometida,"['asegurado', 'circulando', 'toldos', 'impacta', 'parte', 'delantera', 'lateral', 'izquierdo', 'tercero', 'moto', 'circulaba', 'don', 'cristobal', 'ocupantes', 'cascos', 'puesto', 'producto', 'mismo', 'caen', 'piso', 'levantan', 'medios', 'intervencion', 'policial']"
370,370,564,auto - moto,comprometida,"['circulaba', 'mariano', 'moreno', 'coloco', 'luz', 'giro', 'girar', 'izquierda', 'moto', 'quiere', 'sobrepasar', 'izquierda', 'realizar', 'giro', 'impacta', 'lateral', 'izquierdo', 'trasero', 'motoquero', 'sufre', 'lesiones', 'visibles', 'cae', 'alpiso', 'retira', 'medios', 'datos', 'tercero', 'ballon', 'ezequiel', 'jose', 'zanella', 'azqb', 'triunfo']"
371,371,566,auto - moto,comprometida,"['asegurado', 'maniobraba', 'cmte', 'luis', 'piedrabuena', 'doblar', 'izquierda', 'hacia', 'cnel', 'francisco', 'uzal', 'colisiona', 'parte', 'delantera', 'izquierda', 'parte', 'lateral', 'delantera', 'derecha', 'moto', 'circulaba', 'ultima', 'unico', 'ocupante', 'moto', 'tenia', 'cayo', 'piso', 'presentaba', 'dolor', 'clavicula', 'muneca', 'izquierda', 'trasladado', 'htal', 'vicente', 'lopez', 'intervencion', 'policiald']"
372,372,567,auto - moto,comprometida,"['asegurado', 'maniobrando', 'salir', 'estacionado', 'f', 'm', 'esquiu', 'tercero', 'moto', 'circulaba', 'misma', 'impacta', 'puertas', 'izquierdas', 'aseg', 'cae', 'pavimento', 'llevaba', 'puesto', 'patente', 'intervencion', 'policial', 'retiro', 'moto']"
373,373,568,auto - moto,comprometida,"['aseg', 'detiene', 'semaforo', 'san', 'martin', 'cambia', 'semaforo', 'maniobra', 'marcha', 'atras', 'sobrepasar', 'detenido', 'impacta', 'levemente', 'parte', 'trasera', 'ro', 'moto', 'detras', 'desplazamientos', 'lesionados', 'moto', 'cae']"
374,374,569,auto - moto,concurrente,"['aseg', 'circulaba', 'puerto', 'argentino', 'llegar', 'interseccion', 'cuba', 'aseg', 'moto', 'venia', 'ultima', 'colisiona', 'lateral', 'derecho', 'frente', 'moto', 'moto', 'tenia', 'sufre', 'lesiones']"
375,375,570,auto - moto,discutida,"['vhc', 'asegurado', 'circulando', 'juan', 'b', 'justo', 'llegar', 'interseccion', 'argerich', 'colisionado', 'parte', 'trasera', 'rueda', 'delantera', 'tercero', 'circulaba', 'detras', 'solo', 'ocupante', 'cae', 'piso', 'incorpora', 'solo', 'quejaba', 'dolencia', 'estomago']"
376,376,571,auto - moto,comprometida,"['vhc', 'asegurado', 'circulando', 'avda', 'maria', 'eva', 'peron', 'circunstancias', 'incorporando', 'senillosa', 'colisionado', 'parte', 'delantera', 'tercero', 'moto', 'circulaba', 'ultima', 'alta', 'velocidad', 'solo', 'ocupante', 'cae', 'piso', 'repuso', 'momento', 'deseo', 'recibir', 'atencion', 'medica']"
377,377,572,auto - moto,comprometida,"['circulando', 'centenario', 'uruguayo', 'llegando', 'julio', 'camioneta', 'polica', 'bruscamente', 'poner', 'luz', 'giro', 'balizas', 'subi', 'vereda', 'equina', 'ingresar', 'lavadero', 'acciono', 'frenos', 'giro', 'izquierda', 'esquivo', 'moto', 'vena', 'atras', 'mo', 'intent', 'esquivarme', 'inclinar', 'moto', 'pierde', 'control', 'cae', 'costado', 'sola', 'persona', 'tenia', 'puesto', 'retira', 'propios', 'medios']"
378,378,575,auto - moto,comprometida,"['asegurado', 'circulaba', 'au', 'buen', 'ayre', 'colisionado', 'parte', 'lateral', 'izquierda', 'moto', 'circulaba', 'misma', 'unico', 'ocupante', 'moto', 'tenia', 'cayo', 'piso', 'presentaba', 'lesiones', 'retiro', 'propiso', 'medios', 'intervencion', 'medica', 'policial', 'comunicamos', 'v', 'asegurado', 'manifest', 'haber', 'formalizado', 'denuncia', 'compania', 'respecto', 'hecho', 'manifieseta', 'bajaba', 'salida', 'buen', 'ayre', 'luego', 'tena', 'subir', 'puente', 'bajando', 'puente', 'moto', 'clava', 'frenos', 'evitar', 'impactarlo', 'ah', 'pierde', 'control', 'impacta', 'puerta', 'auto', 'asegurado', 'admite', 'dobla', 'subir', 'puente', 'prest', 'colaboracin', 'hacer', 'croquis', 'especificar', 'dnde', 'circulaba', 'moto', 'mecabnica', 'relata', 'parece', 'claro', 'rodado', 'asegurado', 'interpuo', 'carril', 'marcha', 'motocicleta', 'moto', 'impact', 'puerta', 'izquierda', 'rodado', 'asgurado', 'dice', 'tener', 'contacto', 'tercero', 'quedo', 'informarlo', 'participo', 'tercero', 'tendria', 'lesiones', 'leves']"
379,379,576,auto - moto,comprometida,"['asegurado', 'circulando', 'jose', 'leon', 'suarez', 'giro', 'colocado', 'hacia', 'izquierda', 'tomar', 'colorada', 'realizar', 'maniobra', 'embestido', 'parte', 'trasera', 'izquierda', 'tercero', 'circulaba', 'mismo', 'moto', 'ocupante', 'cae', 'paviemento', 'asiste', 'asiste', 'levanta', 'propios', 'medios', 'desplazamientoste', 'asegurada']"
380,380,578,auto - moto,comprometida,"['aseg', 'maniobraba', 'salir', 'encontraba', 'estacionado', 'colisiona', 'lateral', 'delantero', 'derecho', 'moto', 'circulaba', 'motociclista', 'utilizaba', 'cay', 'pavimento', 'result', 'lesionado', 'izquierda', 'intervinieron', 'motociclista', 'familiares', 'llevaron', 'hospital', 'controlar']"
381,381,579,auto - moto,comprometida,"['aseg', 'circulaba', 'au', 'embestida', 'lateral', 'trasero', 'derecho', 'moto', 'circulaba', 'misma', 'motociclista', 'utilizaba', 'cayo', 'pavimento', 'presentaba', 'lesiones', 'visibles', 'trasladado', 'centro', 'medico', 'interv', 'policias']"
382,382,580,auto - moto,comprometida,"['encontraba', 'circulando', 'maipda', 'bernal', 'direccin', 'hacia', 'avellaneda', 'llego', 'zeballos', 'dejo', 'pasar', 'varios', 'autos', 'comienzo', 'cruzar', 'zeballos', 'moto', 'gran', 'velocidad', 'pasa', 'zevallos', 'hacia', 'dardo', 'rocha', 'toco', 'parte', 'delantera', 'izquierda', 'haciendo', 'ambos', 'muchachos', 'cayeran', 'dela', 'moto', 'costado', 'parecan', 'adoloridos', 'decidieron', 'irse', 'cuenta']"
383,383,581,auto - moto,comprometida,"['vehculo', 'asegurado', 'circulaba', 'alvarez', 'thomas', 'llegar', 'interseccin', 'sucre', 'impactado', 'espejo', 'izquierdo', 'moto', 'circulaba', 'alvarez', 'thomas', 'desplazamientos', 'moto', 'ocupante', 'cay', 'piso', 'manifest', 'dolencias', 'trasladado', 'htal', 'tornu', 'int', 'cria', 'c', 'cel', 'aseg']"
384,384,582,auto - moto,comprometida,"['vhl', 'asg', 'circulando', 'corrientes', 'vhl', 'tercero', 'moto', 'circulando', 'almirante', 'brown', 'asegurado', 'indica', 'interseccion', 'ambas', 'llegando', 'final', 'bocacalle', 'parte', 'trasera', 'parte', 'terceroel', 'tercero', 'va', 'acompanado', 'menor', 'ambos', 'llevan', 'cascocaen', 'pisoel', 'tercero', 'ayudado', 'levantarse', 'manifiesta', 'dolor', 'brazo', 'izquierdo']"
385,385,583,auto - moto,comprometida,"['asegurado', 'frena', 'esquina', 'poder', 'estacionar', 've', 'chica', 'conducia', 'moto', 'toca', 'desestabiliza', 'desplaza', 'auto', 'estacionado', 'cae', 'venia', 'sola', 'trasladan', 'hospital', 'peron']"
386,386,585,auto - moto,comprometida,"['asegurado', 'circulando', 'rodriguez', 'esquivar', 'tercero', 'colisionado', 'lateral', 'izquierdo', 'tercero', 'moto', 'persona', 'tercero', 'retira', 'propios', 'medios']"
387,387,587,auto - moto,comprometida,"['circulando', 'peron', 'giro', 'izquierda', 'ingresar', 'san', 'antonio', 'mitad', 'cuadra', 'freno', 'moto', 'venia', 'detras', 'colisiona', 'parte', 'trasera', 'izquierda', 'moto', 'iban', 'personas', 'caen', 'piso', 'lesiones', 'visibles']"
388,388,588,auto - moto,comprometida,"['asegurado', 'detenido', 'semaforo', 'mariano', 'acosta', 'moto', 'tambien', 'detenida', 'derecha', 'pone', 'semaforo', 'arranco', 'adelanta', 'doblar', 'hacia', 'izquierda', 'arranque', 'embiste', 'puerta', 'delantera', 'derecha', 'moto', 'iba', 'sola', 'persona', 'tenis', 'cae', 'suelo', 'levanta', 'propios', 'medios']"
389,389,589,auto - moto,comprometida,"['asegurado', 'circulaba', 'araujo', 'interseccion', 'artigas', 'produce', 'colision', 'tercero', 'moto', 'personas', 'cuales', 'lleveban', 'cascoproducto', 'mismo', 'asegurado', 'sufre', 'danos', 'parte', 'delantera', 'derechano']"
390,390,591,auto - moto,comprometida,"['vehculo', 'asegurado', 'circulaba', 'carril', 'central', 'caba', 'moto', 'carril', 'derecho', 'vehculo', 'sobrepasa', 'asegurado', 'izquierda', 'encierra', 'provocando', 'asegurado', 'efectdae', 'maniobra', 'termina', 'colisin', 'moto']"
391,391,593,auto - moto,comprometida,"['vhc', 'asegurado', 'circulando', 'triunvirato', 'encandilado', 'juego', 'luces', 'hacia', 'vhc', 'circulaba', 'percata', 'moto', 'precedia', 'detuvo', 'delante', 'vhc', 'asegurado', 'colisiona', 'parte', 'delantera', 'solo', 'ocupante', 'traia', 'cae', 'piso', 'lesiones', 'evidentes']"
392,392,594,auto - moto,concurrente,"['vena', 'circulando', 'mosconi', 'aproximadamente', 'manana', 'pasando', 'semaforo', 'cambio', 'color', 'siento', 'colisin', 'motociclista', 'vena', 'circulando', 'velocidad', 'constante', 'cuenca', 'impact', 'puerta', 'atras', 'adelante', 'cayendo', 'sufriendo', 'traumatismos', 'leves']"
393,393,595,auto - moto,comprometida,"['circulando', 'santa', 'cruz', 'llegar', 'interseccion', 'uspallata', 'moto', 'circulaba', 'ultima', 'embiste', 'lateral', 'derecho', 'moto', 'circulaba', 'persona', 'cayo', 'pavimento', 'levanta', 'propios', 'medios']"
394,394,597,auto - moto,comprometida,"['ingresando', 'lentamente', 'garage', 'casa', 'doblando', 'hacia', 'derecha', 'sent', 'parte', 'derecha', 'inferior', 'vehculo', 'parte', 'moto', 'haba', 'resbalado', 'danico', 'tripulante', 'cay', 'reincorpor', 'propios', 'medios', 'luego', 'retirarse', 'intervencin', 'polica']"
395,395,599,auto - moto,comprometida,"['circulaba', 'ruta', 'auto', 'iba', 'delante', 'mo', 'frena', 'golpe', 'doblar', 'hacia', 'derecha', 'poner', 'luz', 'giro', 'chocarlo', 'intento', 'esquivarlo', 'izquierda', 'hago', 'moto', 'choca', 'costado', 'auto']"
396,396,602,auto - moto,comprometida,"['circulando', 'herrera', 'direccion', 'h', 'irigoyen', 'motos', 'venian', 'misma', 'direccion', 'jugando', 'picadas', 'pierden', 'contros', 'tirandose', 'laterales', 'cada', 'moto', 'viajaban', 'individuos', 'resultaron', 'lesionados', 'intervencion', 'policial', 'datos', 'terceros']"
397,397,604,auto - moto,concurrente,"['asegurado', 'circulaba', 'lagoria', 'llegar', 'interseccin', 'ascasubi', 'moto', 'transitaba', 'ascasubi', 'aparece', 'izquierda', 'asegurado', 'puede', 'evitar', 'impactar', 'parte', 'frontal', 'unidad', 'ocupantes', 'moto', 'tena', 'puesto', 'cayeron', 'suelo', 'asegurado', 'llev', 'medico', 'bien']"
398,398,605,auto - moto,comprometida,"['aseg', 'circulaba', 'tupac', 'amaru', 'llega', 'interseccion', 'remigio', 'lopez', 'detiene', 'transito', 'observa', 'venia', 'nadie', 'doblar', 'izquierda', 'remigio', 'lopez', 'moto', 'circulaba', 've', 'aseg', 'colisiona', 'aseg', 'lateral', 'izquierdo', 'moto', 'moto', 'llevaba', 'cae', 'levanta', 'momento', 'indica', 'duele', 'presenta', 'lesiones', 'momento']"
399,399,606,auto - moto,concurrente,"['detenido', 'semaforo', 'medrano', 'da', 'luz', 'pongo', 'primera', 'moto', 'quiere', 'pasar', 'invade', 'carril', 'engancha', 'chapa', 'patente', 'tercero', 'cae', 'piso', 'levanta', 'propios', 'medios']"
400,400,607,auto - moto,comprometida,"['aseg', 'circulaba', 'tacuari', 'cruzar', 'interseccion', 'impacta', 'parte', 'delantera', 'derecha', 'moto', 'ocupantes', 'circulaba', 'ciudadela', 'ocupantes', 'caen', 'piso', 'tenian', 'tenian', 'lesiones', 'aparentes', 'van', 'propios', 'medios', 'intervinientes']"
401,401,608,auto - moto,comprometida,"['saliendo', 'estacionamiento', 'ubicado', 'olazabal', 'vehiculo', 'asegurado', 'embestido', 'guardabarro', 'delantero', 'izquierdo', 'motocicleta', 'aparecio', 'medio', 'auto', 'estacionado', 'detenido', 'doble', 'fila', 'motocicleta', 'iban', 'personas', 'ninguna', 'cayo', 'piso', 'sufrio', 'lesiones', 'acompanante', 'motociclista', 'persona', 'sexo', 'masculino', 'aprox', 'anos', 'edad', 'intercambio', 'datos', 'asegurado', 'ambos', 'retiraron', 'lugar', 'bordo', 'motocicleta', 'funcionando', 'motocicleta', 'llevaba', 'mismo', 'tenia', 'colocado', 'correctamente', 'acompanante', 'tenia', 'intervencin', 'policial', 'datos', 'tercero', 'canaza', 'flores', 'eleuterio', 'motomel', 'grk', 'liderar', 'seguros']"
402,402,609,auto - moto,concurrente,"['circulando', 'ombu', 'casi', 'habia', 'traspasado', 'camacua', 'embiste', 'moto', 'lateral', 'derecho', 'trasero', 'circulaba', 'alta', 'velocidad', 'moto', 'cae', 'aparentemente', 'fractura', 'muneca', 'izquierda', 'moto', 'venia', 'solo']"
