cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
am    ,circulaba lincoln gira hacia derecha gabriela mistral impacta lateral delantero derecha moto circulaba lincoln cordon moto cae piso tenia indico tener dolor trasladado same hospital zubizarreta ,comprometida,circulaba lincoln gira habia derecha gabriela mistral impactada lateral delante derecha moto circulaba lincoln cordon moto caen piso tenia indico tener dolor trasladado same hospital zubizarreta,circulaba lincoln gira habia derecha gabriela mistral impactada lateral delante derecha moto circulaba lincoln cordon moto caen piso tenia indico tener dolor trasladado same hospital zubizarreta
am    ,circ herrera doblar tomar suarez motociclista colisiono guardabarro delantero izquierda cayo ,comprometida,circulaba herrera doblar tomar suarez motociclista colisiono guardabarro delante izquierda cayo,circulaba herrera doblar tomar suarez motociclista colisiono guardabarro delante izquierda cayo
am    ,circulando republica moto venia rivadavia choca parte moto iva solo cae intervencion policial desplazamientos,comprometida,circulando republica moto venia rivadavia chocando parte moto iva solo caen intervencion policial desplazamientos,circulando republica moto venia rivadavia chocando parte moto iva solo caen intervencion policial desplazamientos
am    ,circulando cuelli doblar bonifacini caseros doy cuenta contramano volanteo retomar cuelli produce colision parte lateral moto circulaba cuelli moto iba sola persona tenia colocado cae piso ,comprometida,circulando cuelli doblar bonifacini caseros doy cuenta contramano volanteo tomar cuelli produce colisionando parte lateral moto circulaba cuelli moto iba sola personas tenia colocado caen piso,circulando cuelli doblar caseros doy cuenta contramano volanteo tomar cuelli produce colisionando parte lateral moto circulaba cuelli moto iba sola personas tenia colocado caen piso
aci   ,asegurado circulaba cerri cruce san antonio impacta tercero circulaba ultima parte delantera desplazamientos bicicleta solo ocupante cae piso prsentaba dolores raspon trasladado hospital merlo asegurado ,comprometida,aseg circulaba cerri cruce san antonio impactada tercero circulaba ultima parte delante desplazamientos bicicleta solo ocupantes caen piso presentaba dolor raspon trasladado hospital merlo aseg,aseg circulaba cruce san antonio impactada tercero circulaba ultima parte delante desplazamientos bicicleta solo ocupantes caen piso presentaba dolor raspon trasladado hospital merlo aseg
aci   ,aseg circulaba zabala impacta parte delantera izquierda ro bicicleta circulaba eslovenia desplazamientos lesionados bici personas levantan medios ,comprometida,aseg circulaba zabala impactada parte delante izquierda maniobro bicicleta circulaba venia desplazamientos lesionados bici personas levanta medios,aseg circulaba zabala impactada parte delante izquierda maniobro bicicleta circulaba venia desplazamientos lesionados bici personas levanta medios
peaton,vehculo asegurado circulaba echeandia girar tomar escalada impacta parte delantera peaton cruzaba peaton cay piso trasladada same hospital cecilia grierson int cria cel aseg,comprometida,vehiculo aseg circulaba echeandia girar tomar escalada impactada parte delante peaton cruzaba peaton cayo piso trasladado same hospital cecilia grierson int cria cel aseg,vehiculo aseg circulaba girar tomar escalada impactada parte delante peaton cruzaba peaton cayo piso trasladado same hospital int cria cel aseg
am    ,circulando jmarmolal girar tomar mitre direccion caba produce colision paragolpe delantero derecha opticacapot tercero moto circulaba mitre contramano contrario mio ocupante cae piso ,comprometida,circulando jmarmolal girar tomar mitre direccion caba produce colisionando paragolpe delante derecha opticacapot tercero moto circulaba mitre contramano contrario mio ocupantes caen piso,circulando girar tomar mitre direccion caba produce colisionando paragolpe delante derecha tercero moto circulaba mitre contramano contrario mio ocupantes caen piso
aa    ,asegurado circulaba agosto colisiona parte delantera parte trasera tercero frena mismasin lesiones desplazamientos,comprometida,aseg circulaba agosto colisionando parte delante parte trasera tercero frena mismasin lesiones desplazamientos,aseg circulaba colisionando parte delante parte trasera tercero frena mismasin lesiones desplazamientos
am    ,asegurado circulaba dr j c salaberry colisionado parte lateral delantera parte delantera moto circulaba moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones varias retirarion propios medios intervencion medica policial,concurrente,aseg circulaba dr espejo produce salaberry colisionando parte lateral delante parte delante moto circulaba moto tenia ocupantes ambos tenia cayeron piso presentaba lesiones varias retira propios medios intervencion medica policial,aseg circulaba dr espejo produce colisionando parte lateral delante parte delante moto circulaba moto tenia ocupantes ambos tenia cayeron piso presentaba lesiones varias retira propios medios intervencion medica policial
peaton,redgreenlue asegurado circulando iriarte poder maniobrar esquivar peaton cruzaba impacta ,comprometida,redgreenlue aseg circulando iriarte poder maniobra esquivar peaton cruzaba impactada,redgreenlue aseg circulando poder maniobra esquivar peaton cruzaba impactada
am    ,dispongo doblar pelagio moto intenta sobrepasar impacta lateral izquierda produce caida ocupantes incorpora propios medios ,comprometida,dispongo doblar pelagio moto intenta sobrepasar impactada lateral izquierda produce caida ocupantes incorpora propios medios,dispongo doblar pelagio moto intenta sobrepasar impactada lateral izquierda produce caida ocupantes incorpora propios medios
am    ,asegurado va doblar moto quiere adelantar produce colison rueda delantera ocupantes moto seguro caen piso ,comprometida,aseg llevaba doblar moto quiere adelantar produce colision rueda delante ocupantes moto asegurado caen piso,aseg llevaba doblar moto quiere produce colision rueda delante ocupantes moto asegurado caen piso
aci   ,cruzando puente alvarez moto invade carril esquive hacer impactamos levemente ciclista vena enfrente ciclista cay intervencin polica march propios medios tras dejarme datos,comprometida,cruzando puente alvarez moto invade carril esquive hacer impacta levemente ciclista venia frente ciclista cayo intervencin polica marcha propios medios trasladado dejarme datos,cruzando puente alvarez moto invade carril esquive hacer impacta levemente ciclista venia frente ciclista cayo intervencin polica marcha propios medios trasladado dejarme datos
am    ,redgreenlue asegurado circulaba caseros moto colisiona lateral izquierda ,comprometida,redgreenlue aseg circulaba caseros moto colisionando lateral izquierda,redgreenlue aseg circulaba caseros moto colisionando lateral izquierda
am    ,asegurado circulando griveo desplazarse levemente pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo asegurado pequeno espacio quedaba pierden estabilidad cayeron moto ,comprometida,aseg circulando griveo desplazarse levemente pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo aseg pequeno espacio quedaba pierden estabilidad cayeron moto,aseg circulando desplazarse levemente pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo aseg pequeno espacio quedaba pierden estabilidad cayeron moto
peaton,mecanica hecho segun version asegurado vehiculo asegurado circulaba gral paz colisiona parte delantera peaton menor edad sale autos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares intervencion medica policial familiares trasladan menor hospital austral luego periodo internacion observacion medica dan alta desplazamientod ,concurrente,mecanica hecho segun version aseg vehiculo aseg circulaba gral paz colisionando parte delante peaton menor edad sale datos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares intervencion medica policial familiares trasladado menor hospital austral luego periodo internacion observacion medica dan alta desplazamientos,mecanica hecho segun version aseg vehiculo aseg circulaba gral paz colisionando parte delante peaton menor edad sale datos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares intervencion medica policial familiares trasladado menor hospital luego observacion medica dan alta desplazamientos
am    ,asegurado circulando onzari girar lafuente colisiona lateral derecha tercero moto persona cae piso tercero retira propios medios ,comprometida,aseg circulando onzari girar lafuente colisionando lateral derecha tercero moto personas caen piso tercero retira propios medios,aseg circulando girar lafuente colisionando lateral derecha tercero moto personas caen piso tercero retira propios medios
peaton,mecanica hecho segun version asegurado asegurado circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecha toca parte delantera vehiculo asegurado cae asfalto intervencion policial desplazamientos tercero trasladado hospital alvarez desconoce quedo internadodsa amplaicion asegurado escrito ,comprometida,mecanica hecho segun version aseg aseg circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecha toca parte delante vehiculo aseg caen asfalto intervencion policial desplazamientos tercero trasladado hospital alvarez desconoce quedo internadodsa amplaicion aseg escrito,mecanica hecho segun version aseg aseg circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecha toca parte delante vehiculo aseg caen asfalto intervencion policial desplazamientos tercero trasladado hospital alvarez desconoce quedo aseg escrito
am    ,mecanica hecho segun version asegurado asegurado circulando venezuela saliendo cooperativa maniobra girar febrero colisionado parte delantera lateral delantero derecha moto circulaba ultima mencionada moto circulaba persona cae calzada ,comprometida,mecanica hecho segun version aseg aseg circulando venezuela saliendo cooperativa maniobra girar febrero colisionando parte delante lateral delante derecha moto circulaba ultima mencionada moto circulaba personas caen calzada,mecanica hecho segun version aseg aseg circulando venezuela saliendo maniobra girar febrero colisionando parte delante lateral delante derecha moto circulaba ultima mencionada moto circulaba personas caen calzada
aa    ,asegurada circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionada tercero circulaba ultima impacta parte delantera parte delantera aseg desplazamientos lesiones d,,aseg circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionando tercero circulaba ultima impactada parte delante parte delante aseg desplazamientos lesiones trasladado,aseg circulando cnel larrazabal llegar cruce colectora au norte colisionando tercero circulaba ultima impactada parte delante parte delante aseg desplazamientos lesiones trasladado
am    ,circulando arana tercero venia arenales frena golpe ai pasa suelta embrague embiste lateral derecha frente ocupante cae piso ,concurrente,circulando arana tercero venia arenales frena golpe ai pasa suelta embrague embiste lateral derecha frente ocupantes caen piso,circulando tercero venia arenales frena golpe pasa suelta embrague embiste lateral derecha frente ocupantes caen piso
am    ,aseg circulaba rivadavia llegar pallares luz giro maniobra luego tomar pallares colisionado lateral trasero izquierda frente moto venia detras moto viajaban personas masculino acompanante femenino ambos mantienen arriba moto perdieron estabilidad intercambiaron datos retiraron lugar ambos,comprometida,aseg circulaba rivadavia llegar pallares luz giro maniobra luego tomar pallares colisionando lateral trasero izquierda frente moto venia detras moto viajaban personas masculino acompanante femenino ambos mantienen iba moto perdieron estabilidad intercambiaron datos retira lugar ambos,aseg circulaba rivadavia llegar pallares luz giro maniobra luego tomar pallares colisionando lateral trasero izquierda frente moto venia detras moto viajaban personas masculino acompanante femenino ambos iba moto estabilidad intercambiaron datos retira lugar ambos
cicl  ,estacione auto lugar trabajo habitual abr puerta bajar vehculo embestido ciclista ciclista trasladado hospital argerich revisaron tomaron placas dado alta buen general aunque dolores recetaron diclofenac reposod ,comprometida,estacione auto lugar trabajo habitual abr puerta bajar vehiculo embestido ciclista ciclista trasladado hospital argerich revisaron tomar placas trasladado alta buen general aunque dolor recetaron diclofenac reposod,auto lugar trabajo puerta bajar vehiculo embestido ciclista ciclista trasladado hospital argerich tomar placas trasladado alta buen general aunque dolor
am    ,vehculo asegurado circulaba bogota detiene llegar esquina caracas resulta impactado lateral delantero derecha moto circulaba primera sobrepas desplazamientos moto ocupante recuerda tena puesto cay piso manifest dolencias nt medica int policial retir medios moto asegurada ,comprometida,vehiculo aseg circulaba bogota detiene llegar esquina caracas resulta impactado lateral delante derecha moto circulaba primera sobrepas desplazamientos moto ocupantes recuerda tenia puesto cayo piso manifest dolencias presentaba medica int policial retiro medios moto aseg,vehiculo aseg circulaba bogota detiene llegar esquina caracas resulta impactado lateral delante derecha moto circulaba primera desplazamientos moto ocupantes recuerda tenia puesto cayo piso manifest dolencias presentaba medica int policial retiro medios moto aseg
am    ,asegurado circulaba peribebuy llegar esquina colisona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi intervencion policial,comprometida,aseg circulaba peribebuy llegar esquina colisiona tercero venia islas malvinas detuvo consecuencia aseg embiste mismo solo ocupantes golpea levementesi intervencion policial,aseg circulaba llegar esquina colisiona tercero venia malvinas detuvo consecuencia aseg embiste mismo solo ocupantes golpea intervencion policial
am    ,asegurado circulando larralde doblar hacia ascasubi impactado moto lateral izquierda circuilaba misma aseg sobrepasa momento aseg dispone doblar giro ocupantes moto caen pavimento interv same cuales trasladados hospital moreno asegurado detalla espera aparecen terceros cuales llevan moto lugar desconocen magnitud lesiones aparentemente ocupantes asistido quirurgicamente aseg realiza denuncia policial,comprometida,aseg circulando larralde doblar habia ascasubi impactado moto lateral izquierda circulaba mismo aseg sobrepasa momento aseg dispone doblar giro ocupantes moto caen pavimento interv same cuales trasladado hospital moreno aseg detalla espera aparecen terceros cuales llevan moto lugar desconocen magnitud lesiones aparentemente ocupantes asistido quirurgicamente aseg realiza denuncia policial,aseg circulando larralde doblar habia ascasubi impactado moto lateral izquierda circulaba mismo aseg sobrepasa momento aseg dispone doblar giro ocupantes moto caen pavimento interv same cuales trasladado hospital moreno aseg aparecen terceros cuales llevan moto lugar lesiones aparentemente ocupantes asistido aseg realiza denuncia policial
am    ,asegurada circulaba lugar doblar hacia izquierda moto intenta pasarlo asegurado colisiona mismo solo ocupante colocado cae suelo luego levanta lesiones,comprometida,aseg circulaba lugar doblar habia izquierda moto intenta pasarlo aseg colisionando mismo solo ocupantes colocado caen suelo luego levanta lesiones,aseg circulaba lugar doblar habia izquierda moto intenta pasarlo aseg colisionando mismo solo ocupantes colocado caen suelo luego levanta lesiones
am    ,aseg circulando juramento cuand interseccion veragua logra evitar impactar p delantera lateral izquierda tercero moto iban ocupantes puesto caen paviemento reincorporan propios medios ,comprometida,aseg circulando juramento cuand interseccion veragua logra evitar impacta presentaba delante lateral izquierda tercero moto iba ocupantes puesto caen pavimento reincorporan propios medios,aseg circulando juramento interseccion logra evitar impacta presentaba delante lateral izquierda tercero moto iba ocupantes puesto caen pavimento propios medios
am    ,asegurado circulando colon momento maniobrar ingresar jg artigas colisiona parte delantera parte trasera tercero moto detuvo marcha misma solo ocupante moto cae piso sabe llevaba puesto intervencion policial retiro moto ,comprometida,aseg circulando colon momento maniobra ingresar jg artigas colisionando parte delante parte trasera tercero moto detuvo marcha mismo solo ocupantes moto caen piso sabe llevaba puesto intervencion policial retiro moto,aseg circulando colon momento maniobra ingresar artigas colisionando parte delante parte trasera tercero moto detuvo marcha mismo solo ocupantes moto caen piso sabe llevaba puesto intervencion policial retiro moto
aa    ,aseg circulando interseccin pasa b aseg coliciona danandole parte trasera frente vehi aseg mas vhs,comprometida,aseg circulando interseccin pasa maniobro aseg colisiona danandole parte trasera frente vehiculo aseg mas vhs,aseg circulando interseccin pasa maniobro aseg colisiona parte trasera frente vehiculo aseg mas vhs
peaton,asegurado ayacucho habilita semaforo avanza viamonte senda peatonal toca senora izquierda apoyada auto llega ,comprometida,aseg ayacucho habilita semaforo avanza viamonte senda peatonal toca senora izquierda apoyada auto llegar,aseg ayacucho habilita semaforo avanza viamonte senda peatonal toca senora izquierda apoyada auto llegar
am    ,mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo trasladado same hopsital golpes encuenta bien encontraba acompanante poseia informo secuestraron vehiculos mismo retira hospital argerich volviendo propios medios buscar motod,comprometida,mecanica hecho segun version aseg venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delante guaradabarros espejo moto cayo trasladado same hospital golpes encuenta bien encontraba acompanante poseia informo secuestraron vehiculo mismo retira hospital argerich volviendo propios medios buscar motod,mecanica hecho segun version aseg venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delante espejo moto cayo trasladado same hospital golpes bien encontraba acompanante poseia informo secuestraron vehiculo mismo retira hospital argerich propios medios buscar motod
am    ,asegurado circulando olivos disponia girar santa julia tercero moto circulaba detras embiste lateral izquierda ocupante cae piso,comprometida,aseg circulando olivos disponia girar san julia tercero moto circulaba detras embiste lateral izquierda ocupantes caen piso,aseg circulando olivos disponia girar san tercero moto circulaba detras embiste lateral izquierda ocupantes caen piso
am    ,asegurado circulando interseccion tercero circulando moto interseccion colisiona lateral delantero izquierda cliente cae piso incorpora medios tenia raspon frente tenia documentacion circular ,concurrente,aseg circulando interseccion tercero circulando moto interseccion colisionando lateral delante izquierda cliente caen piso incorpora medios tenia raspon frente tenia documentacion circulaba,aseg circulando interseccion tercero circulando moto interseccion colisionando lateral delante izquierda cliente caen piso incorpora medios tenia raspon frente tenia documentacion circulaba
aa    ,asegurada circulaba miguel cane llegar interseccin septiembre impacta parte delantera puerta delantera chevrolet corsa transitaba septiembre acompanantes chevrolet corsa result corte frente intervencin,comprometida,aseg circulaba miguel cae llegar interseccin septiembre impactada parte delante puerta delante chevrolet corsa transitaba septiembre acompanante chevrolet corsa result corte frente intervencin,aseg circulaba miguel cae llegar interseccin septiembre impactada parte delante puerta delante chevrolet corsa transitaba septiembre acompanante chevrolet corsa result corte frente intervencin
aa    ,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones,comprometida,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llegar frena impactada parte delante parte trasera tercero lesiones,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llegar frena impactada parte delante parte trasera tercero lesiones
mm    ,aseg detenido semaforo salta da luz gira hacia alfonsin enganchado parte delantera parte trassera medio aseg seguro tercero moto circulaba salta aseg cae piso ve tercero cae piso ambos tenian ,concurrente,aseg detenido semaforo salta trasladado luz gira habia alfonsin enganchado parte delante parte trasera medios aseg asegurado tercero moto circulaba salta aseg caen piso version tercero caen piso ambos tenia,aseg detenido semaforo salta trasladado luz gira habia alfonsin parte delante parte trasera medios aseg asegurado tercero moto circulaba salta aseg caen piso version tercero caen piso ambos tenia
aa    ,circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones,comprometida,circulando mosconi auto tercero frena aseg puede frena embiste parte trasera desplazamientos lesiones,circulando mosconi auto tercero frena aseg puede frena embiste parte trasera desplazamientos lesiones
aci   ,aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo aviso delante bici frenar golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar ,comprometida,aseg circulaba rep honduras detras bicicleta parte bicicleta encontraba taxi llegar juan maniobro justo dolor aviso delante bici frena golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar,aseg circulaba rep detras bicicleta parte bicicleta encontraba taxi llegar juan maniobro justo dolor aviso delante bici frena golpe aseg golpea frente parte trasera bajo asisto incorpora medios manifiesta dolor ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa bici auto tercero manifiesta llevo hospital pirovano atendido luego pide lleve vicente lopez retiro lugar
peatã“n,asegurado circulaba peron colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo izquierda capot aseg ,comprometida,aseg circulaba persona colisionando peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton caen suelo izquierda capot aseg,aseg circulaba persona colisionando peton baja vereda manera imprevista aseg frena golpe toca peaton brazos peaton caen suelo izquierda capot aseg
peatã“n,mecanica hecho s vs asegurado aseg circulaba vernet esq fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa llegar esquina delante colectivo peaton aseg frena puede evitar colisionar persona persona cae suelo segun indica tenia molestias ,comprometida,mecanica hecho asfalto vs aseg aseg circulaba vernet esq fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa llegar esquina delante colectivo peaton aseg frena puede evitar colisionando personas personas caen suelo segun indica tenia molestias,mecanica hecho asfalto vs aseg aseg circulaba esq lopez detras colectivo colectivo frena parada pasajeros aseg pasa llegar esquina delante colectivo peaton aseg frena puede evitar colisionando personas personas caen suelo segun indica tenia molestias
am    ,circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embisto frente parte trasera luego embestido lateral derecha lateral izquierda moto circulaba misma ocupante cae pavimento manifestaba lesiones visibles ,comprometida,circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embistio frente parte trasera luego embestido lateral derecha lateral izquierda moto circulaba mismo ocupantes caen pavimento manifestaba lesiones visibles,circulaba fernandez moreno llegar interseccion pumacahua tercero antecedia frena embistio frente parte trasera luego embestido lateral derecha lateral izquierda moto circulaba mismo ocupantes caen pavimento manifestaba lesiones visibles
peaton,mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene adelante asegurado maniobraba atras evitar choque alli impacta levemente peaton justo dispuso cruzar desplazamientos lesionados peaton ,comprometida,mecanica hecho segun version aseg vehiculo aseg detiene repentinamente rafaela tercero detiene delante aseg maniobra atras evitar choque alli impactada levemente peaton justo dispuso cruzar desplazamientos lesionados peaton,mecanica hecho segun version aseg vehiculo aseg detiene repentinamente rafaela tercero detiene delante aseg maniobra atras evitar choque alli impactada levemente peaton justo cruzar desplazamientos lesionados peaton
am    ,aseg maniobraba estacionar colisiona lateral delantero derecha moto circulaba motociclista utilizaba cay pavimento presentaba lesiones visibles retir propios medios interv policias,comprometida,aseg maniobra estacionar colisionando lateral delante derecha moto circulaba motociclista utilizaba cayo pavimento presentaba lesiones visibles retiro propios medios interv policias,aseg maniobra estacionar colisionando lateral delante derecha moto circulaba motociclista utilizaba cayo pavimento presentaba lesiones visibles retiro propios medios interv policias
am    ,aseg circulaba independencia giraba hacia izquierda combate pozos impactado lateral izquierda delantero puerta espejo retrovisor mas adelante moto circulaba independencia intenta sobrepasar aseg moto cae piso tenia ,comprometida,aseg circulaba independencia giraba habia izquierda combate pozos impactado lateral izquierda delante puerta espejo retrovisor mas delante moto circulaba independencia intenta sobrepasar aseg moto caen piso tenia,aseg circulaba independencia giraba habia izquierda impactado lateral izquierda delante puerta espejo retrovisor mas delante moto circulaba independencia intenta sobrepasar aseg moto caen piso tenia
am    ,asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecha tercero moto ocupantes cayeron suelo circulaban misma ,comprometida,aseg saliendo estacionado manuel rodriguez colisiono lateral delante derecha tercero moto ocupantes cayeron suelo circulaba mismo,aseg saliendo estacionado manuel rodriguez colisiono lateral delante derecha tercero moto ocupantes cayeron suelo circulaba mismo
am    ,circulaba gral paz altura axion liniers riachuelo carril medio venia nadie paso carril izquierdauierda pasando moto embiste parte trasera solo ocupante moto moto cae piso embestirme desplaza embiste color puerta trasera izquierda ,comprometida,circulaba gral paz altura axion liniers riachuelo carril medios venia nadie paso carril izquierda san moto embiste parte trasera solo ocupantes moto moto caen piso embestirme desplazamientos embiste dolor puerta trasera izquierda,circulaba gral paz altura liniers carril medios venia nadie paso carril izquierda san moto embiste parte trasera solo ocupantes moto moto caen piso desplazamientos embiste dolor puerta trasera izquierda
aci   ,aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izquierda ro circulaba desplazamientos lesionados,comprometida,aseg circulaba cochabamba maniobra habia impactado parte lateral delante izquierda maniobro circulaba desplazamientos lesionados,aseg circulaba cochabamba maniobra habia impactado parte lateral delante izquierda maniobro circulaba desplazamientos lesionados
am    ,lugar ocurrencia ruta errtachu doblando moto quiere pasarlo choca vehiculo asegurado danado puerta paragolpe delantera derecha moto iban personas moto andando desplazamiento intervencion,comprometida,lugar ocurrencia ruta errtachu doblando moto quiere pasarlo chocando vehiculo aseg danado puerta paragolpe delante derecha moto iba personas moto andando desplazamientos intervencion,lugar ocurrencia ruta doblando moto quiere pasarlo chocando vehiculo aseg puerta paragolpe delante derecha moto iba personas moto andando desplazamientos intervencion
peatã“n,vehiculo asegurado maniobraba marcha atras estacionar rafael calzada colisiono parte trasera persona traccionaba carro recoleccion persona asistida trasladada asegurado htal onativia desplazamientos,comprometida,vehiculo aseg maniobra marcha atras estacionar rafael calzada colisiono parte trasera personas traccionaba carro recoleccion personas asistida trasladado aseg htal onativia desplazamientos,vehiculo aseg maniobra marcha atras estacionar rafael calzada colisiono parte trasera personas carro personas asistida trasladado aseg htal desplazamientos
peatã“n,asegurado maniorbaba gral heras doblar hacia pte h yrigoyen colisiona parte lateral delantera peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones izquierda momento denuncia inervencion medica policial,comprometida,aseg maniorbaba gral heras doblar habia pte marcha yrigoyen colisionando parte lateral delante peaton cruzaba pte marcha yrigoyen peton cayo piso presentaba lesiones izquierda momento denuncia inervencion medica policial,aseg gral heras doblar habia pte marcha yrigoyen colisionando parte lateral delante peaton cruzaba pte marcha yrigoyen peton cayo piso presentaba lesiones izquierda momento denuncia medica policial
aci   ,aseguradocirculaba white llegar jose rodo miro viene transito vi ciclista venia bicicenda venia oeste embisto paragolpes delantero ciclista femenina tenia cae suelo levanta propios medios viene same trasladan pinero ,comprometida,aseg white llegar jose rodo miro viene transito pavimento ciclista venia bicicenda venia oeste embistio paragolpes delante ciclista femenina tenia caen suelo levanta propios medios viene same trasladado pinero,aseg white llegar jose rodo miro viene transito pavimento ciclista venia venia oeste embistio paragolpes delante ciclista femenina tenia caen suelo levanta propios medios viene same trasladado
am    ,asegurado circulando g zapiola impacta tercero moto detiene marcha transito misma parte delantera parte trasera terc ocupantes moto caen piso producto llevaban puestos intervencion policial retiraron moto,comprometida,aseg circulando ingresar zapiola impactada tercero moto detiene marcha transito mismo parte delante parte trasera terc ocupantes moto caen piso produce llevaba puesto intervencion policial retira moto,aseg circulando ingresar impactada tercero moto detiene marcha transito mismo parte delante parte trasera terc ocupantes moto caen piso produce llevaba puesto intervencion policial retira moto
am    ,venia circulando mayo pongo stop aviso voy ingresar garage domicilio ahi aparece moto po r embiste parte lateral parte delantera motounico ocupante ,comprometida,venia circulando mayo pongo stop aviso voy ingresar garage domicilio ahi aparece moto po tomar embiste parte lateral parte delante motounico ocupantes,venia circulando mayo pongo aviso voy ingresar garage domicilio ahi aparece moto tomar embiste parte lateral parte delante motounico ocupantes
aa    ,salgo estacionamiento circulando despacio billingurst habia kangoo adelante permitia bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros,comprometida,salgo estacionamiento circulando despacio billingurst habia kangoo delante permitia bien inevitablemente colisiono parte delante parte trasera mas lesionados terceros involucrados lado datos tercero mismo palomino jorge renault kangoo adwi san seguros,salgo estacionamiento circulando despacio habia kangoo delante bien inevitablemente colisiono parte delante parte trasera mas lesionados terceros involucrados lado datos tercero mismo jorge renault kangoo san seguros
am    ,vehiculo asegurado circulaba margarita wildse embiste moto proveniente danos asegurado frente guaradabarro delantero derecha danandose guardabarro puerta delantera izquierda motociclista cae mtsse levanta mediosllevaba cascocree lesiones codo derechala viene pesar haber llamadoasegurado traslada motociclista esposa acerca lugar clinica pal ituzaingo lanus ete asegurado lab,comprometida,vehiculo aseg circulaba margarita wildse embiste moto proveniente datos aseg frente guaradabarro delante derecha danandose guardabarro puerta delante izquierda motociclista caen mtsse levanta llevaba cascocree lesiones codo derecha viene pesar haber aseg trasladado motociclista esposa acerca lugar clinica pal ituzaingo lanus ete aseg circulaba,vehiculo aseg circulaba embiste moto proveniente datos aseg frente delante derecha danandose guardabarro puerta delante izquierda motociclista caen levanta llevaba lesiones codo derecha viene pesar haber aseg trasladado motociclista esposa acerca lugar clinica ituzaingo lanus aseg circulaba
am    ,salir cochera edificio lavalle apenas toca manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero cae suelo luego levanta propios medios intercambiamos datos va supor propios medios moto tenia ,comprometida,salir cochera edificio lavalle apenas toca manera imprevista pasa moto esquivarme patina caen piso moto derrapa apoya frente delante caen suelo luego levanta propios medios intercambiamos datos llevaba supor propios medios moto tenia,salir cochera lavalle apenas toca manera imprevista pasa moto esquivarme patina caen piso moto derrapa apoya frente delante caen suelo luego levanta propios medios intercambiamos datos llevaba propios medios moto tenia
