cod_accidente,descripcion,filter,responsabilidad
aa, d cc padre de asegurado indica que mientras circulaba por la avenida mencionada saliendo de un garage mientras realizaba una maniobra marcha atras no logra visulizar a un vehiculo que venia circulando por la avenida mencionada y lo impacta impacta la parte trasera del vehiculo asegurado con el lateral derecho del vehiculo tercero no hubo lesionados el padre del asegurado informa que sospecha de queeste vehiculo tercero ya se encontraria danado por algun siniestro anterior,cc padre asegurado indica mientras circulaba por la avenida mencionada saliendo garage mientras realizaba maniobra marcha atras no logra visulizar vehiculo venia circulando por la avenida mencionada lo impacta impacta la parte trasera del vehiculo asegurado con el parte derecha del vehiculo tercero no hubo lesionados el padre del asegurado informa sospecha queeste vehiculo tercero ya encontraria danado por algun siniestro anterior,comprometida
aa, d habia un vehiculo el nba  peugeot  patente ort detenido en hipolito yrigoyen esperando el semaforo para girar hacia laprida lomas de zamora el vehiculo  vw gol patente mzp paso por al lado de dicho vehiculo y realizando una mala maniobra le golpeo el espejo retrovisor del lado acompanante,habia vehiculo el nba peugeot patente ort detenido en hipolito yrigoyen esperando el semaforo para girar hacia laprida lomas zamora el vehiculo vehiculo gol patente mzp paso por al lado dicho vehiculo realizando mala maniobra le golpeo el espejo retrovisor del lado acompanante,comprometida
aa,d circulaba por la calle eslovenia al llegar a al interseccion con soldado de laindependencia con vision dismunuida por un vehiculo mal estacionado ingreso a dicha calle sin porder ver que venia un auto hacia mi no logrando frenar a tiempo y como consecuencia se produjo y leve roce entre ambos vehiculos,circulaba por la calle eslovenia al llegar al interseccion con soldado laindependencia con vision dismunuida por vehiculo mal estacionado ingreso dicha calle sin porder ver venia auto hacia mi no logrando frenar tiempo como consecuencia produjo leve roce entre ambos vehiculo,comprometida
aa, d llegando al semaforo me distraje y choque por la parte trasera al gol trend patente ab  fn conducido por franco nestor que a su vez se desplaza chocando por la parte trasera al chevrolet corsa patente imv conducido por bravo juan carlos,llegando al semaforo me distraje choque por la parte trasera al gol trend patente ab fn conducido por franco nestor su vez desplaza chocando por la parte trasera al chevrolet corsa patente imv conducido por bravo juan carlos,comprometida
aa, d saliendo de mi casa los autos estaban detenidos por el semaforo en rojodelante de mi garaje habia un camion seguido del vw golubico mi auto saliendo del garaje y me quedo detenido junto a la parte posterior del camion como para acceder a la calzada entonces espero que los autos arranquen su marcha en un momento el camion sale avanzando y entonces el vw gol se queda detenido dandometiempo y lugar para salir de mi garaje viendo que el vw gol no avanza entonces comienzo mi marcha de repente el vw gol inicia rapidamente su marcha sin percatarse que yo estaba ya sobre la calzada y entonces se produce el impacto donde el vw gol me choca en la parte izquierda delantera sobre el lateral del paragolpes y el guardabarros,saliendo mi casa los autos estaban detenidos por el semaforo en rojodelante mi garaje habia camion seguido del vehiculo golubico mi auto saliendo del garaje me quedo detenido junto la parte posterior del camion como para acceder la calzada entonces espero los autos arranquen su marcha en momento el camion sale avanzando entonces el vehiculo gol queda detenido dandometiempo lugar para salir mi garaje viendo el vehiculo gol no avanza entonces comienzo mi marcha repente el vehiculo gol inicia rapidamente su marcha sin percatarse yo estaba ya la calzada entonces produce el impacto donde el vehiculo gol me choca en la parte izquierda delantera el parte del paragolpes el guardabarros,comprometida
aa, d esposa de asegurada informa que estaba conduciendo por avenida del libertador en ese momento el vehiculo que tenia delante frena de golpe por el transito y el vehiculo asegurado lo impacta con el paragolpe delantero,esposa asegurado informa estaba conduciendo por avenida del libertador en ese momento el vehiculo tenia delante frena golpe por el transito el vehiculo asegurado lo impacta con el paragolpe delantera,comprometida
aa, d estaba en transito y cruzando la bocacalle y adelante iba un camien de recoleccien debasura el cual freno de golpe a recolectar la misma y la fila de autos detras del camiencomenze a frenar de golpe yo no llegue a frenar embistiendo a un vw gol trend que veniacirculando delante mio,estaba en transito cruzando la bocacalle delante iba camien recoleccien debasura el cual freno golpe recolectar la misma la fila autos detras del camiencomenze frenar golpe yo no llegue frenar embistio vehiculo gol trend circulando delante mio,comprometida
aa, d la hija del asegurado indica que circulaba por la calle necochea cuando colisiona con un vehiculo tercero que transitaba por la avenida presidente peron impacta paragolpe delantero derecho del vehiculo asegurado contra la rueda trasera del lado derecho del vehiculo tercero no hubo lesionadosamplio version los danos del tercero fueron en la rueda trasera izquierda tercero circulaba por el carril izqueirdo de la avenida fue al mediodia no hubo intervecion policial etcdice que su patente es ooo,la hija del asegurado indica circulaba por la calle necochea colisiona con vehiculo tercero transitaba por la avenida presidente peron impacta paragolpe delantera derecha del vehiculo asegurado contra la rueda trasera del lado derecha del vehiculo tercero no hubo lesionadosamplio version los danos del tercero fueron en la rueda trasera izquierda tercero circulaba por el carril izqueirdo la avenida fue al mediodia no hubo interseccion policial etcdice su patente es ooo,comprometida
aa, d ff en una calle transitada el auto embistio por detras al auto que iba adelante er,ff en calle transitada el auto embistio por detras al auto iba delante er,comprometida
aa, d yo conducia por el pasaje de las garantias  sur a norte y al llegar al cruce con la callesalas impacte con un vehiculo que venia en direccion este oeste,yo conducia por el pasaje las garantias sur norte al llegar al cruce con la callesalas impacta con vehiculo venia en direccion este oeste,comprometida
aa, d hija del asegurado indica que se encontraba estacionando del lado derecho de la calle nuestra senora de la merced cuando al hacer marcha atras impacta a un vehiculo que se encontraba estacionado en la parte delantera con la parte trasera del vehiculo asegurado no intervino ambulancia ni policia,hija del asegurado indica encontraba estacionando del lado derecha la calle nuestra senora la merced al hacer marcha atras impacta vehiculo encontraba estacionado en la parte delantera con la parte trasera del vehiculo asegurado no intervino ambulancia ni policia,comprometida
aa, d la asegurada indica que comienza a estacionar de la mano izquierda en la calle holmer mientras otro vehiculo salia del puesto de estacionamiento en una mala maniobra el vehiculo asegurado impacta con su parte trasera izquierda en el sector trasero derecho altercero,la asegurado indica comienza estacionar la mano izquierda en la calle holmer mientras otro vehiculo salia del puesto estacionamiento en mala maniobra el vehiculo asegurado impacta con su parte trasera izquierda en el sector trasera derecha tercero,comprometida
aa, d maniobrando toque una camioneta que estaba estacionada inmediatamente atras,maniobrando toque camioneta estaba estacionada inmediatamente atras,comprometida
aa,d en la estacien de servicios al dar marcha atras impacto con el ba,en la estacien servicios al dar marcha atras impacto con el ba,comprometida
aa, d vehiculo asegurado circulaba por antonio lopez cuando al llegar a interseccien con calle chivilcoy tercero que viniendo por esta lo impacta en punta delantera derecha,vehiculo asegurado circulaba por antonio lopez al llegar interseccion con calle chivilcoy tercero viniendo por esta lo impacta en punta delantera derecha,comprometida
aa, d habia un auto detenido en medio de lugones casi dorregodisminui la velocidad a  coloque guino a la derecha e ingrese al carrilmientras ingresaba un auto que venia por otro carril paso a velocidad y me choco luego paro a los  mts aprox,habia auto detenido en medio lugones casi dorregodisminui la velocidad coloque guino la derecha e ingrese al carrilmientras ingresaba auto venia por otro carril paso velocidad me choco luego paro los mts aprox,comprometida
aa, d detenidos sobre terrero con semaforo en amarillo intermitente el sr matias avanza con decision para incorporarse a la calle yerbal yo avanzo mts y miro hacia mi derecha para ver si venia algun auto por yerbal y en ese momento sucede el choque ya que el sr matias clavo los frenos casi incorporado a yerbal porque segun el venia un auto a toda velocidad auto que yo no llegue a verel impacto fue muy suave ya que me estaba incorporando a la calle yerbal en el segundo que sucede el siniestro mi imagen es ver el auto de matias que arranca con decision y de pronto esta parado a pocos centimetros de donde habia salido clavo los frenos a mi entender el tendria que haber esperado para incorporarse a yerbal ,detenidos tercero con semaforo en amarillo intermitente el sr matias avanza con decision para incorporarse la calle yerbal yo avanzo mts miro hacia mi derecha para ver si venia algun auto por yerbal en ese momento sucede el choque ya el sr matias clavo los frenos casi incorporado yerbal porque segun el venia auto toda velocidad auto yo no llegue verel impacto fue muy suave ya me estaba incorporando la calle yerbal en el segundo sucede el siniestro mi imagen es ver el auto matias arranca con decision pronto esta parado pocos centimetros donde habia salido clavo los frenos mi entender el tendria haber esperado para incorporarse yerbal,comprometida
aa, d estaba estacionada esperando el transito para ingresar a la av lugones sobre la izquierda y al arrancar no vi al auto que tenia sobre la derecha y lo choque en el costado izquierdo,estaba estacionada esperando el transito para ingresar la avenida lugones la izquierda al arrancar no vi al auto tenia la derecha lo choque en el costado izquierda,comprometida
aa, d vhlasegcirculaba por avasturias y el patrullero venia por santander desde la derecha el patrullero es de la comisaria pedernera caba dada que la oficial que manejaba dijo que tenia lesiones se inicio al conductor asegurado un sumario el cual le informan que se esta enviando al juzgado criminal y correccional nba  a cargo del drgodoy secretaria  sumario nba  no hay datos del patrullero ni de la persona que lo manejaba,vhlasegcirculaba por avasturias el patrullero venia por santander desde la derecha el patrullero es la comisaria pedernera caba dada la oficial manejaba dijo tenia lesiones inicio al conductor asegurado sumario el cual le informan esta enviando al juzgado criminal correccional nba cargo del drgodoy secretaria sumario nba no hay datos del patrullero ni la persona lo manejaba,discutida
aa, d el vehiculo  citroen c patente mos circula normalmente cuando de repente se acerca a la bocacalle y al no verse con el vehiculo  ford focus patente dzt se produce la colision,el vehiculo citroen c patente mos circula normalmente repente acerca la bocacalle al no verse con el vehiculo ford focus patente dzt produce la colision,comprometida
aa,d saliendo de un estacionamiento yendo marcha atras sin darme cuenta que estaba por pasar el vehiculo del tercero mi vehiculo se apoyo sobre el vehiculo patente lqo del tercero en su parte derecha delantera,saliendo estacionamiento yendo marcha atras sin darme cuenta estaba por pasar el vehiculo del tercero mi vehiculo apoyo el vehiculo patente lqo del tercero en su parte derecha delantera,comprometida
aa, d nosotros ibamos por la calle juan agustin garcia quisimos doblar a la derecha y chocamos en la puerta al otro auto,nosotros ibamos por la calle juan agustin garcia quisimos doblar la derecha chocamos en la parte al otro auto,comprometida
aa, d asegurado circulaba de sur a norte por la calle mencionada cuando al llegar a la interseccion una moto lo intercepta en la parte delantera izquierda impactando contra la cubierta se cae de la moto llevaba casco se produjo lesiones en el brazo no intervinoambulancia,asegurado circulaba sur norte por la calle mencionada al llegar la interseccion moto lo intercepta en la parte delantera izquierda impactado contra la cubierta cae la moto llevaba casco produjo lesiones en el brazo no intervinoambulancia,comprometida
aa, d saliendo de estar estacionado colicione con el vehiculo,saliendo estar estacionado colision con el vehiculo,comprometida
aa, d la conductora indica que al ingresar a la rotonda donde se conecta la autopista panamericana con la avenida liniers al comenzar a ingresar a la rotonda un vehiculo que circulaba por la rotonda el cual ella creia que iba a detenerse la colisiono en el sector trasero izquierdo con su sector delantero derecho,la conductora indica al ingresar la rotonda donde conecta la autopista panamericana con la avenida liniers al comenzar ingresar la rotonda vehiculo circulaba por la rotonda el cual ella creia iba detenerse la colisiona en el sector trasera izquierda con su sector delantera derecha,discutida
aa, d la asegurada informa que estaba ingrensando al estacionamiento del seupermercado jumbo cuando se ve obligada a realizar marcha atras debido a que un vehiculo delante de ella estaba saliendo cuando realiza marcha atras el vehiculo que se encontraba detras de ella esimpactada por la misma en la parte delantera con la parte trasera,la asegurado informa estaba ingrensando al estacionamiento del seupermercado jumbo ve obligada realizar marcha atras debido vehiculo delante ella estaba saliendo realiza marcha atras el vehiculo encontraba detras ella impactado por la misma en la parte delantera con la parte trasera,comprometida
aa, d nieta del asegurada que su abuelo se encontraba estacionado sobre madariaga sobre mano derecha al abrir la puerta un vehiculo que circulaba detras le arranca la puerta,nieta del asegurado su abuelo encontraba estacionado madariaga mano derecha al abrir la parte vehiculo circulaba detras le arranca la parte,comprometida
aa, d circulando por b mitre hacia balcarce al llegar a la interseccion de balcarce se cruza unrenault  no respetando mi prioridad de paso freno pero de igual manera colisiono contra el lado derecho,circulando por b mitre hacia balcarce al llegar la interseccion balcarce cruza unrenault no respetando mi prioridad paso freno pero igual manera colisiona contra el lado derecha,concurrente
aa,d cc asegurado indica que circulaba por la calle indicada en direccion hacia la ruta  cuando al llegar a la interseccion venia desde su izquierda un auto a velocidad muy alta por lo que el asegurado acelera para evitar que este lo choque cuando acelera evita que lo impacten pero no llega a frenar e impacta a un vehiculo que estaba estacionado en esa misma esquina,cc asegurado indica circulaba por la calle indicada en direccion hacia la ruta al llegar la interseccion venia desde su izquierda auto velocidad muy alta por lo el asegurado acelera para evitar este lo choque acelera evita lo impacta pero no llega frenar e impacta vehiculo estaba estacionado en esa misma esquina,comprometida
aa, d asegurada indica que al salir de un estacionamiento un vehiculo tercero pasa sin detenerse e impacta en el lateral izquierdo delantero del vehiculo asegurado,asegurado indica al salir estacionamiento vehiculo tercero pasa sin detenerse e impacta en el parte izquierda delantera del vehiculo asegurado,comprometida
aa, d el asegurado se encontraba circulando en la av indicada cuando el semaforo se puso en verde el asegurado avanzo pero el vehiculo tercero de adelante no lo hizo produciendose el choque de parte delantera del vehiculo asegurado con parte trasera del vehiculo tercero,el asegurado encontraba circulando en la avenida indicada el semaforo puso en verde el asegurado avanzo pero el vehiculo tercero delante no lo hizo produciendose el choque parte delantera del vehiculo asegurado con parte trasera del vehiculo tercero,comprometida
aa, d circulando a baja velocidad por la calle don bosco al llegar a la esquina con la callemoreno mire por error hacia el lado contrario de la circulacien y al volver la vista alfrente para mirar hacia el lado correcto ya vi al otro vehiculo cruzando y frene fuerte sin alcanzar a evitar embestirlo levemente abolle la puerta del conductor del otro vehiculo y aledano sin sufrir mi frente ningdan dano ni ninguna persona de ambos vehiculos,circulando baja velocidad por la calle don bosco al llegar la esquina con la callemoreno mire por error hacia el lado contrario la circulacien al volver la vista alfrente para mirar hacia el lado correcto ya vi al otro vehiculo cruzando frene fuerte sin alcanzar evitar embestido levemente abolle la parte del conductor del otro vehiculo aledano sin sufrir mi parte delantera ningdan dano ni ninguna persona ambos vehiculo,comprometida
aa, dibamos circulando para sentido del puente la noria y me freno bruscamente el auto delantero y si bien frene pero no alcanzo a frenar,dibamos circulando para sentido del puente la noria me freno bruscamente el auto delantera si bien frene pero no alcanzo frenar,comprometida
aa, d venia conduciendo por el parque austral y cuando cruce la calle araucarias para ingresar al hospital colisione con un tercero que circulaba por las araucarias,venia conduciendo por el parque austral cruce la calle araucarias para ingresar al hospital colision con tercero circulaba por las araucarias,comprometida
aa, d asegurado indica que circulaba por la fuente cuando el vehiculo que circulaba delante suyo frena repentinamene generando que el asegurado no tenga el tiempo suficiente para frenar,asegurado indica circulaba por la fuente el vehiculo circulaba delante suyo frena repentinamene generando el asegurado no tenga el tiempo suficiente para frenar,comprometida
aa, d el semaforo se puso en verde y el conductor del vehiculo asegurado viendo que tenia un espacio libre por la izquierda decidio esquivar el auto y roza al tercero en la parte trasera con la parte de adelante del auto,el semaforo puso en verde el conductor del vehiculo asegurado viendo tenia espacio libre por la izquierda decidio esquivar el auto roza al tercero en la parte trasera con la parte delante del auto,comprometida
aa, d nuestro asegurado saliendo del garage hacia la calle ve que atras no habia nadie al dar marcha atras impacta con un tercero que justoestaciono detras de el,nuestro asegurado saliendo del garage hacia la calle ve atras no habia nadie al dar marcha atras impacta con tercero justoestaciono detras el,comprometida
aa, d marcha atras impacto al tercero con mi paragolpe trasero punta derecha en su paragolpe delantero,marcha atras impacto al tercero con mi paragolpe trasera punta derecha en su paragolpe delantera,comprometida
aa, d denuncia asegurado estaba mi hija manejando por roque que funes cuando el auto de adelante ante un imprevisto freno y mi hija no tuvo tiempo y lo impactoampliacion asegurado trowdtrgaphtrlefttrbrdrtrdrsrdrw trbrdrlrdrsrdrw trbrdrbrdrsrdrw trbrdrrrdrsrdrw clbrdrtrdrwrdrsclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntbllang el vehiculo honda crv asegurado circulaba por  la hemicalzada este de calle jose roque funes con sentido sur a norte y al arriba a la altura nb  embistio de atras al automovil toyota etios conducido por el tercero que le precedia en orden de marcha cuyo conductor se encontraba detenido detras de una columna de vehiculos lang ante la luz roja del semaforo alli existentefscellrowdtxtxtrowdtrleftclbrdrtrdrwrdrsclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntblcellrowtrowdtrleftclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntbl producida nuestra designacion tomamos contacto con el conductor asegurado srita zoe ferreyra arce argentina  anos soltera estudiante quien brindo declaracion escrita de los hechos   el asegurado manifesto el dia  de marzo siendo aproximadamente las  hs yo venia por calle jose roque funes y al arribar a la altura nb  me detengo detras de los vehiculos los cuales se encontraban detenidos por el semaforo en luz roja alli existente cuando el vehiculo que estaba adelante empieza a circular yo hago lo mismo  y vuelve a frenar bruscamente y lo impacto con el sector frontal en el sector trasero nos bajamos de los vehiculos la conductora del vehiculo que choque manifesto dolor de columna y cuello el acompanante no manifesto ningun dolor en el lugar del hecho intercambiamos nuestro datos y nos retiramos del lugar del hecho por nuestro propios mediosrdblquote   fs  cellrowd,denuncia asegurado estaba mi hija manejando por roque funes el auto delante ante imprevisto freno mi hija no tuvo tiempo lo impactoampliacion asegurado trowdtrgaphtrlefttrbrdrtrdrsrdrw trbrdrlrdrsrdrw trbrdrbrdrsrdrw trbrdrrrdrsrdrw clbrdrtrdrwrdrsclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntbllang el vehiculo honda crv asegurado circulaba por la hemicalzada este calle jose roque funes con sentido sur norte al arriba la altura nb embistio atras al automovil toyota etios conducido por el tercero le precedia en orden marcha cuyo conductor encontraba detenido detras columna vehiculo lang ante la luz roja del semaforo alli existentefscellrowdtxtxtrowdtrleftclbrdrtrdrwrdrsclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntblcellrowtrowdtrleftclbrdrlrdrwrdrsclbrdrbrdrwrdrsclbrdrrrdrwrdrs cellxdntbl producida nuestra designacion tomamos contacto con el conductor asegurado srita zoe ferreyra arce argentina anos soltera estudiante quien brindo declaracion escrita los hechos el asegurado manifesto el dia marzo siendo aproximadamente las hs yo venia por calle jose roque funes al arribar la altura nb me detengo detras los vehiculo los cuales encontraban detenidos por el semaforo en luz roja alli existente el vehiculo estaba delante empieza circula yo hago lo mismo vuelve frenar bruscamente lo impacto con el sector parte delantera en el sector trasera nos bajamos los vehiculo la conductora del vehiculo choque manifesto dolor columna cuello el acompanante no manifesto ningun dolor en el lugar del hecho intercambiamos nuestro datos nos retiramos del lugar del hecho por nuestro propios mediosrdblquote fs cellrowd,comprometida
aa, d asegurada se contacta informando que el dia  a las hs circulando por av eva peron con interseccion en emilio mitre al frenar repentinamente los vehiculos que se encontraban por delante la asegurada no logra frenar a tiempo e impacta un vehiculo tercero,asegurado contacta informando el dia las hs circulando por avenida eva peron con interseccion en emilio mitre al frenar repentinamente los vehiculo encontraban por delante la asegurado no logra frenar tiempo e impacta vehiculo tercero,comprometida
aa, d asegurado informa que estaba saliendo de su lugar de estacionamiento sobre la mano izquierda de la calle aguero cuando pasa un taxi a gran velocidad e impacta en la parte delantera derecha del vehiculo asegurado,asegurado informa estaba saliendo su lugar estacionamiento la mano izquierda la calle aguero pasa taxi gran velocidad e impacta en la parte delantera derecha del vehiculo asegurado,comprometida
aa, d frenada abrupta a la persona que estaba en el auto de adelante se le cruza otro auto x el frente y esta frena de manera abrupta,frenada abrupta la persona estaba en el auto delante le cruza otro auto x el parte delantera esta frena manera abrupta,comprometida
aa, d con el transito congestionado el vehiculo delante mio freno de golpe y no pude evitarimparctarlo en la parte trasera ya que frene pero no hice a tiempo,con el transito congestionado el vehiculo delante mio freno golpe no pude evitarimparctarlo en la parte trasera ya frene pero no hice tiempo,comprometida
aa, d el asegurado iba circulando con un volkswagen al lado encerrandolo danandolo altercero en la parte delantera izquierda adelante del guardabarros y el espejo retrovisor del tercero tambien,el asegurado iba circulando con volkswagen al lado encerrandolo danandolo tercero en la parte delantera izquierda delante del guardabarros el espejo retrovisor del tercero tambien,comprometida
aa, d el encargado del edificio en marcha hacia atras a la salida del garage con luz y alarmacolisiono con automovil honda civic ,el encargado del edificio en marcha hacia atras la salida del garage con luz alarmacolisiono con automovil honda civic,comprometida
aa, d asegurada indica que se encontraba en un semaforo detenida y al arrancar el vehiculo de adelante no lo hace por lo que la asegurada lo termina impactandoampliacion tercero confirma mecanica,asegurado indica encontraba en semaforo detenida al arrancar el vehiculo delante no lo hace por lo la asegurado lo termina impactandoampliacion tercero confirma mecanica,comprometida
aa, d en un estacionamiento al retroceder choque al auto que se encontraba detras en el guardabarros derecho trasero,en estacionamiento al retroceder choque al auto encontraba detras en el guardabarros derecha trasera,comprometida
aa, d el asegurado se encontraba en la rotonda previa a ingresar a ruta  saliendo ya de la misma en un contexto de trafico en determinado momento es encandilado por el sol y no llega a ver que el vehiculo de adelante se habia detenido impactandolo por detrasel vehiculo asegurado presenta un dano en chapa en capot el vehiculo tercero sufre danos en paragolpes trasero parte media denuncia  esposo titular carlos di cesare,el asegurado encontraba en la rotonda previa ingresar ruta saliendo ya la misma en contexto trafico en determinado momento es encandilado por el sol no llega ver el vehiculo delante habia detenido impactado por detrasel vehiculo asegurado presenta dano en chapa en capot el vehiculo tercero sufre danos en paragolpes trasera parte media denuncia esposo titular carlos di cesare,comprometida
aa, d asegurado indica que circulaba por margarita weild sobre la mano derecha coloca el guino para girar en ferre al llegar a la esquina se abre para esquivar un pozo que se encontraba sobre margarita weild al abrirse y doblar es impactado por un vehiculo que circulaba tambien por margarita weild en la misma direccion y sentido que intento sobrepasarlo a alta velocidad por la derecha,asegurado indica circulaba por margarita weild la mano derecha coloca el guino para girar en ferre al llegar la esquina abre para esquivar pozo encontraba margarita weild al abrirse doblar es impactado por vehiculo circulaba tambien por margarita weild en la misma direccion sentido intento sobrepasarlo alta velocidad por la derecha,comprometida
aa, d iba sentido a ruta  por general guido cuando siento un impacto paro al costado cuandoveo que un auto que iba en sentido contrario dobla en u y se me para detras mio diciendomeque lo choque y arranque su espejo retrovisor,iba sentido ruta por general guido siento impacto paro al costado cuandoveo auto iba en sentido contrario dobla en u me para detras mio diciendomeque lo choque arranque su espejo retrovisor,concurrente
aa, d estaba estacionado y hago marcha atras y colisiono con un renault  danandole la partedelantera del lado del acompanante  puerta y guardabarros,estaba estacionado hago marcha atras colisiona con renault danandole la partedelantera del lado del acompanante parte guardabarros,comprometida
aa, d salgo desde la vereda de mi domicilio marcha atras y no calculo que otro auto se encontraba estacionado y lo colisiono,salgo desde la vereda mi domicilio marcha atras no calculo otro auto encontraba estacionado lo colisiona,nan
aa,d estacionando marcha atras una mala maniobra por esquivar un vehiculo que circulaba hizo que colisine un vehiculo estacionado en su puerta trasera derecha,estacionando marcha atras mala maniobra por esquivar vehiculo circulaba hizo colision vehiculo estacionado en su parte trasera derecha,comprometida
aa, d estabamos frenados en un semaforo suelto el freno y embisto al vehiculo que estaba delante mio,estabamos frenados en semaforo suelto el freno embisto al vehiculo estaba delante mio,comprometida
aa, d el lunes  de marzo aproximadamente a las  horas voy manejando por la calle guido al  de lanus este en un momento una motose cruza repentinamente delante de mi auto por mi lado derecho y dobla en ese momento doy un volantazo hacia mi izquierda para evitartocar la moto y le rayo el costado derecho del auto que venia a la izquierda del mio la moto se dio a la fuga y no pude tomar sus datoslos datos de la conductora del auto que impacte son mirta mabel leon dni  marcaford fiesta modelo  patente ac  uzdireccion de la duena del autoesquiu  lanusaseguradorafederacion patronalnb de poliza ,el lunes marzo aproximadamente las horas voy manejando por la calle guido al lanus este en momento motose cruza repentinamente delante mi auto por mi lado derecha dobla en ese momento doy volantazo hacia mi izquierda para evitartocar la moto le rayo el costado derecha del auto venia la izquierda del mio la moto dio la fuga no pude tomar sus datoslos datos la conductora del auto impacta son mirta mabel leon dni marcaford fiesta modelo patente ac uzdireccion la duena del autoesquiu lanusaseguradorafederacion patronalnb poliza,comprometida
aa, d circulaba por lugones intentando salir por av sarmiento choque con el otro auto que iba a seguir por la autopista illia,circulaba por lugones intentando salir por avenida sarmiento choque con el otro auto iba seguir por la autopista illia,comprometida
aa, d haciendo manibros para salir de playa de estacionamineto del un vivero no veo un vehiculo que se estaciona a la par mia sobre mi derecha y al salir marcha atras con la puntera del paragolpe trasero derecho de mi vehiculo impacto la parte lateral trasera izquierdo del vehiculohonda city  debido a los gritos de la duena del vehiculo me asusto pensando que la habia pisado y pierdo el control del auto impactando contra una estanteria de venta de plantas,haciendo manibros para salir playa estacionamineto del vivero no veo vehiculo estaciona la par mia mi derecha al salir marcha atras con la puntera del paragolpe trasera derecha mi vehiculo impacto la parte parte trasera izquierda del vehiculohonda city debido los gritos la duena del vehiculo me asusto pensando la habia pisado pierdo el control del auto impactado contra estanteria venta plantas,comprometida
aa, d asegurada indica que circulaba por la calle san martin y en la interseccion de la calle marcelo t de alvear impacta con la parte delantera con la parte trasera de un vehiculo que circulaba por dicha calle,asegurado indica circulaba por la calle san martin en la interseccion la calle marcelo t alvear impacta con la parte delantera con la parte trasera vehiculo circulaba por dicha calle,comprometida
aa, d asegurado indica que mientras se dirigia hacia la universidad el transito se encontraba demorado por cuestiones de trafico en la avenida mencionada y no logra frenar a tiempo al detenerse los vehiculos e impacta a un vehiculo que se encontraba por delante impactala parte delantera del vehiculo asegruado con la parte trasera del vehiculo tercero no hubo lesionados,asegurado indica mientras dirigia hacia la universidad el transito encontraba demorado por cuestiones trafico en la avenida mencionada no logra frenar tiempo al detenerse los vehiculo e impacta vehiculo encontraba por delante impacta parte delantera del vehiculo asegurado con la parte trasera del vehiculo tercero no hubo lesionados,comprometida
aa, d asegurada informa que mientras su vehiculo se encontraba estacionado en su domiclio sobre la mano izquierda de la calle mencionada la cual cuenta con una pendiente el vehiculo se habria deslizado por la misma cruzandose hacia la mano derecha de la calle mencionada e impactando con un vehiculo tercero que se encontraba estacionado alli impacto la parte delantera del vehiculo asegurado con la parte trasera del vehiculo tercero la asegurada no se encontraba presente al momento del siniestro y fue avisada por un vecino,asegurado informa mientras su vehiculo encontraba estacionado en su domiclio la mano izquierda la calle mencionada la cual cuenta con pendiente el vehiculo habria deslizado por la misma cruzandose hacia la mano derecha la calle mencionada e impactado con vehiculo tercero encontraba estacionado alli impacto la parte delantera del vehiculo asegurado con la parte trasera del vehiculo tercero la asegurado no encontraba presente al momento del siniestro fue avisada por vecino,comprometida
aa, d estacionando el auto entre otros dos que tambien estaban estacionados en coto toque al toyota en la guardabarro trasero,estacionando el auto entre otros dos tambien estaban estacionados en coto toque al toyota en la guardabarro trasera,comprometida
aa, d el vehiculo asegurado circulaba cuando el transito se detiene el vehiculo asegurado noalcanza a frenar y choca al vehiculo que circulaba delante renault sandero nui ,el vehiculo asegurado circulaba el transito detiene el vehiculo asegurado noalcanza frenar choca al vehiculo circulaba delante renault sandero nui,comprometida
aa,d ffsiendo las  hs estoy saliendo de un lugar donde estaba estacionado con baliza y a una velocidad infima  menos de  km  y el cliente dobla embistiendome  las calles son benjamin lavoise y pedro moran,ffsiendo las hs estoy saliendo lugar donde estaba estacionado con baliza velocidad infima menos km el cliente dobla embistiendome las calles son benjamin lavoise pedro moran,comprometida
aa, d circulaba por carlos pellegrini al  caba cuando no vi el auto que estaba detenido delante mio y lo envesti como consecuencia dicho auto envistio al que estaba delante de el el que se dio a la fuga,circulaba por carlos pellegrini al caba no vi el auto estaba detenido delante mio lo envesti como consecuencia dicho auto envistio al estaba delante el el dio la fuga,comprometida
aa, d circulaba por calle thames y en la esquina de lamadrid frena de golpe un automovil del cual no me dio tiempo a frena apenas lo chocode atras le rompo el paragolpes trasero,circulaba por calle thames en la esquina lamadrid frena golpe automovil del cual no me dio tiempo frena apenas lo chocode atras le rompo el paragolpes trasera,comprometida
aa, d estando yo estacionado junto al cordon derecho de la mencionada avenida detras del automovil vw fox al salir del lugar toco con mi paragolpes delantero la parte izquierda del paragolpes del mencionado automovil que estaba estacionado,estando yo estacionado junto al cordon derecha la mencionada avenida detras del automovil vehiculo fox al salir del lugar toco con mi paragolpes delantera la parte izquierda del paragolpes del mencionado automovil estaba estacionado,comprometida
