cod_accidente,responsabilidad,descripcion_del_hecho - Final
AA    ,CONCURRENTE,aseg circulando sobre av gdor marcelino ugarte hacia rio en interceccion con calle esteban echeverria toma contacto con un tercero circulaba por esta ultima con su parte delantera en parte lateral derecha de este sin desplazamientos esposa del conductor del vh tercero manifesto dolencia en pierna luego concurrio a una clinica pelliza luego fue derivada por atr a otro sanatorio no intervino movil policial ni ambulancia ampliacion nos comunicamos con asegurado inform semcforos estcn habitualmente en intermitentes hay una villa por ahcc y es por seguridad dejan asi circulaba por ugarte hacia rio de izquierda a derecha en interseccion con esteban echeverria pasa un auto asegurado frena pero no puede evitar embestirlo en todo lateral medio derecho se cruzaron datos asegurado manifiesta tercera estaba dolorida no quisieron llamar a ambulancia terceros se dirigirieron por sus medios a clinica pelliza luego se entero tercera se hizo atender por art de tercera pereyra asegurado se dirigcca de su casa hacia trabajo formalizo denuncia en av libertador tiene intenciones de reclamar contra caledonia a travcs del estudio geller cuyos datos paso caja
AA    ,COMPROMETIDA,vh aseg circulando por calle bustamante y guevara cuando al llegar a interseccion quiere dobla a izquierda con giro puesto y un tercero circulaba por misma calle pero en sentido contrario logra detener marcha y embiste con parte delantera en parte delantera del vh aseg sin lesionados conductor del vh aseg informa utiliza como remis autorizado por asegurada duena del vh
AA    ,CONCURRENTE,redgreenlue circulaba por calle victoriano loza cruzando con semaforo en verde calle llamada av calle real cuando por esta ultima cruza en rojo a alta velocidad un auto chevrolet no pudiendo evita impactar con frentye lateral derecho del tercero ampliacion se contacta asegurado confirma fecha y hora fue a madrugada confirma mecanica cruce con semaforo indica tercero cruzo en rojo asegurado impacta en parte delantera derecha se traslada vehiculo hubo intervencion de policia comisaria de merlo no hubo alcoholemia y ambulancia reviso a al asegurado y a su esposa y ambos terceros y despues se retiro nadie con lesiones de gravedad conductor del vehiculo tercero fue trasladado con policia porque no tenia ningun papel del vehiculo vehiculo tercero fue secuestrado despues del siniestro no tuvo mas novedades asegurado posee tel del tercero pero se canso de llamarlo para de datos del seguro pero nunca ubico aparentemente tercero no tendria seguro formalizo en moron asegurado dieron dt de acompanante no tiene datos me pasa un tel del tercero respuesta del asegurado ante cnsulta de si estara de acuerdo en negociar en concurrencia nicolas andres romero mailtonicolasromerohotmailcomnone enviado lunes de enero de para laura brun lbrunsegemcomar mailtolbrunsegemcomarnone asunto stro accidente del laura si seguro considera corresponde pagarle x porcentaje paguen deben analizar y determinar responsabilidades si no quieren pagar y tercero les hace juicio sigue siendo problema del seguro por eso no entiendo porque me consultan a mi por mi parte no reconozco ninguna parte de culpabilidad del siniestro por si es eso quieren saber aunque eso esta aclarado en denunciaperdon por no poder atenderte por telefono pero en horario de oficina se me complica mucho saludos
AA    ,DISCUTIDA,asegurado circulando por calle lafinur de norte a sur y manuel pinazo jose c paz impacta a un tercero se cruza con su parte delantera en parte lateral delantera derecha sin desplazamientos conductor de vh tercero fue trasladado a hospital de jose c paz interviene policia con actuaciones
AA    ,COMPROMETIDA,asegruado circulando sobre calle santa rosa pincha rueda delantera derecha pierde control del vehiculo impactando con lateral derecho contra lateral izquierdo de tercero chevrolet se desplaza impactando contra otro tercero honda acompanante con golpes no intervino ambulancia no intervio
AA    ,COMPROMETIDA,aseg circulando por av san martinel tercero detenido sobre av san martin para girar nuestro aseg colisiona en parte trasera dercha sin lesionados sin desplazamientos cel tercero
AA    ,COMPROMETIDA,circulando por av santa rosa cuando vh circulaba delante frena por transito y para evitar embestirlo maniobro a izq colicionando de frente con un clio dominio nep intervencion de policia same se lesiona hijo del aseg y unico acupante del vh aseg y dos ocupantes del tercero
AA    ,COMPROMETIDA,circulando por cno de cintura giro por calle bs as al pasar hay un bache esquivo y al tener unos ciclistas en camino trato de evitarlos y rozo lateral izquierdo delantero con izquierdo delantero del tercero venia por mano contraria una de personas del tercero sufrio lesiones se presento ambulancia y policia en lugar
AA    ,COMPROMETIDA,asegurado circulando a baja velocidad por transito por av huergo colisiona con su parte delantera en parte trasera del tercero circulaba adelante conductor del tercero presenta dolor de cuello asegurado ofrece llamar a ambulancia pero tercero se niega no interviene policia ni ambulancia sin desplazamientos
AA    ,DISCUTIDA,vh aseg circulaba por cnel juan pringles cuando al llegar a av inte carlos ratti con semaforo en verde comienza a cruzar y visualiza venir un auto por ratti sin frenas asegurado frena de golpe y volantea hacia derecha pero igualmente es colisionado en su lateral delantero izquierdo por frente del vehiculo tercero circulaba por av ratti y cruza en rojo asegurado fue trasladado a clinica privada provincial por ambulancia int policia y retienen vehiculos esposa de asegurado viajaba de acompanante se atendi luego particularmente por dolencias despues de estar un rato en lugar conductor del vehiculo tercero manifestaba dolores en brazo cuello y un dedo de mano y mas tarde manifiesta mismo quien viajaba como acompanante
AA    ,COMPROMETIDA,asegurado detenido por transito en av nazca toca con su parte delantera en parte trasera del tercero estaba detenido adelante conductor del tercero manifestaba dolor en pecho no interviene policia ni ambulancia sin desplazamientosd
AA    ,CONCURRENTE,vh aseg circulando por calle balbin direccion au oeste cuando al llegar a interseccion con calle rawson es colisionado en su parte lateral derecha por parte delantera de un tercero cit berlingo se encontraba circulando por esta ultima calle mencionada a causa de esto vh aseg realiza un trompo y colisiona con su parte lateral trasero izquierdo a parte delantera de otro tercero cit c se encontraba circulando por balbin de mano contraria tercero conductor del c result lesionada hubo intervencion de ambulancia y policia asegurado sufre golpes y dolores varios asegurado formalizo en oficina de morn circulaba por balbin doble mano iba hacia autopista del oeste cuando estaba terminando de cruzar rawson es embestido por una citroen berlingo en puerta trasera derecha a raiz de este impacto da un trompo y termina colisionando con citroen c circulaba por balbin en sentido contrario citroen estaba asegurado y hara reclamo tercero de berlingo tiene seguro en rio uruguay cabral brenda era conductora del citroen c ella iba con otra mujer fue ambulancia al lugar del hecho atendieron en lugar al asegurado y a tercera cabral pero no fueron trasladados asegurado no podia manejar debido a golpes sufridos asegurado fue trasladado a su casa por propia policia no hicieron examen de alcoholemia en lugar no hay semaforos balbin es de doble sentido de circulacion d
AA    ,COMPROMETIDA,circulando por av pereyra al llegar a interseccion con calle cerrito vehiculo asegurado no logra evitar embestir con su parte frontal a un tercero se cruzo de forma imprevista proveniente de su mano derecha a raiz del siniestro conductora del vehiculo del tercero sufrio golpes varios no hubo intervencion policial ni de ambulancia datos del tercero martinez daiana soledad volkswagen up adlt
AA    ,COMPROMETIDA,asegurado circulando por valentin virasoro con lluvias delante de un tercero pone valizas ya estaba por estacionar y por condiciones climaticas asegurado no llega a frenar no pudo esquivar a tercero ya detras de venia una amarok a alta velocidad impacta al tercero con su parte delantera en parte trasera del mismo sin desplazamiento desconoce si hay lesion conductor se toca cuellod
AA    ,DISCUTIDA,mecanica del hecho s vs asegurado circulaba por callao y es colisionado en su parte trasera izquierda con parte delantra de un tercero s desplazaba a alta velocidad como consecuencia asegurado se desplaza en diagonal y colisiona con su parte delantera a parte trasera derecha de otro tercero se encontraba estacionada al costado de ruta sin lesiones intervino policia ambulancia y bomberos ampliacin con asegurado me contacto con asegurado estaba circulando por callao no recuerda interseccion pero me dice no es corrientes me dice venia a una velocidad normal y de repente chocan de atras era un vw polo hace girar y choca a una camioneta estaba estacionada en banquina en ese momento no se dio cuenta si habia alguien pero despues se entero habia un repartidor adentro fue atendido por same interviene comisaria ta no hubo analisis de alcoholemia hijos se acercaron al lugar para ver habia pasado al asegurado llevan a una clinica con esposa se quedaron varias horas y despues se fueron ayer se acerco a comisaria a declarar vehiculo del asegurado esta secuestrado y polo no sabe compania es asegura al polo ni a camioneta d ampliacin con hijo de asegurado reintento me comenta vw polo venia a toda velocidad y impacta en parte trasera al vehiculo asegurado a raiz de ese golpe vh asegurado gira e impacta una camioneta estaba estacionada en mano de enfrente con dueno del vehiculo adentro sin lesiones graves por choque del asegurado choca con un poste de luz con parte delantera polo choca con otro poste de luz venia con ocupantes se fueron corriendo aparentemente era dos chicos y una chica conductor se quedo es juan carlos jakinczuk tenia provincia seguros y otra camioneta es seguros amcaorbis reclama en provincia seguros vehiculo sigue secuestrado en comisaria ta de moron no tiene datos del dueno del vehiculo estacionado a mano manifesto no hicieron examen de alcoholemia envio wsp para me mande todo polo abqx choca de atras al asegurado camioneta estacionada gon d
AA    ,COMPROMETIDA,asegurado detenido sobre juan domingo peron esperando a senal verde del semaforo al ocurrir esto comienza a maniobra e impacta a un tercero situado delante de con su parte delantera en parte trasera del tercero sin desplazamientos no intervino ambulancia ni ambulancia luego recibo mensaje del tercero diciendo acompanante del vehiculo del tercero sufrio lesiones
AA    ,COMPROMETIDA,detenido por trafico dos personas en moto intentan robarme inicio marcha y colisiono con parte delantera parte trasera del vehiculo de adelante
AA    ,COMPROMETIDA,asegurado circulando sobre carril izquierdo cuando colisiona a un tercero detenido en semaforo con su parte delantera izquierda a parte trasera derecha sin desplazamiento ni lesionadosd
AA    ,CONCURRENTE,redgreenlue uc vh aseg se encontraba circulando por bomberos voluntarios cuando al llegar a interseccion de corrientes y comenzar a cruzarla embiste con su parte delantera en lateral trasero derecho de este tercero sin desplazamientos ni lesionados d ampliamos con asegurado quien nos confirma presencia de transportada en vehiculo del ro reclama lesiones cabe aclarar ro tiene denunciada a esta persona en su denuncia administrativa en su compania cual se llama soto villaroel ana karina dni
AA    ,DISCUTIDA,en interseccion de calle alegra y suipacha yo me diriga hacia calle remedios de escalada cuando de mi mano izquierda aparece un siena blanco patente cin coalicin ando mi tropa con puerta de acompanante de dicho vehculo se constat no hubiera heridos ni lesionados nos pasamos datos
AA    ,CONCURRENTE,circulaba por hernandarias al llegar a olavarria se produce siniestro entre parte frontal del vh asegurado y lateral derecho del vh tercero circulaba por olavarria tercero por choque da dos vuelcos sin lesiones ampliacion embiste al tercero en parte media llamaron a policia y a ambulancia en automvil tercero estaban conductor y mujer senora fue trasladada al hospital asegurado fue demorado hicieron alcoholemia por pipeta dice dio negativo asegurado circulaba solo tiene todo riesgo igualmente dice ya hizo arreglar auto d
AA    ,COMPROMETIDA,mecanica del hecho s vs asegurado dos vehiculos frenamos pero al haber agua no se llego a frenar del todo otro vehiculo se dano parte izquierda y hendidura frontal izquierda y optica izquierda ampliacion asegurado asegurado circulaba por tte ibanez y tercera por hipolito yrigoyen asegurado frena porque tercera tencca prioridad de paso ambos frenan luego asegurado avanza y tercera tambien asfalto estaba mojado y termina embistiendo d
AA    ,COMPROMETIDA,vh asegurado circulando por calle mitre colisiona con parte delantera parte trasera de un tercero se detiene por semaforo en rojosin desplazamientossin lesiones ampliacion confirmamos con asegurado cuando denuncio se confundio fecha pero sabia habia sido un sabado a hs en momento siniestro fue leve cruzo datos con tercero estaba solo en ese momento y se retiraron ambos del lugar sin llamar a policia ni a ambulancia fue algo muy leve y no entiende por reclama lesiones tercero mecanica del hecho s tercero f denuncia roman francisco berelejes figueroa dni hijo de asegurada iba circulando sin acompanantes por calle bartolome mitre y esquina pasteur se detiene en semaforo en rojo cuando siente impacto por detras de un tercero acompanado de otro masculino indico se deslizo en pedal de freno no hubo presencia policial ni ambulancias realizaron pase de datos se retiraron por sus propios medios asegurado luego manifesto dolor cervical y se dirigio al hospital alvarez para hacerse correspondientes estudios
AA    ,COMPROMETIDA,circulando por calle martin fierro al llegar al cruce con ambato impacto a un tercero circula por ultima con mi frente en su parte lateral izquierda un pasajero del vehiculo del tercero fue trasladado al policlinico de san justo por ambulancia asegurada fue traslada al hospital dupuytren ninguno quedo internado ampliacion vuestro asegurado manifiesta no haba semcforos en lugar del hecho impacto al rodado tercero en parte media y trasera izquierda en automovil tercero iban dos personas era un remis iba con una pasajera ambulancia traslado a pasajera del tercero y a propia asegurada sin lesiones visibles policia concurrio al lugar del hecho pero asegurada fue trasladada al hospital dupuytren de capital y no hicieron alcoholemia tercera fue al policlinico de san justo pidieron ambulancia porque tiene epilepsia y tenian miedo pasara algo pero lesiones son leves d
AA    ,COMPROMETIDA,circulando por bv bs as y jorge newbery cuando frena un tercero delante por semaforo vhl asegurado colisiona parte trasera con su parte delantera sin lesiones sin desplazamientos
AA    ,COMPROMETIDA,asegurado colisiona con parte delantera en parte trasera de un tercero renault kwid habia chocado delante con otro vehiculos segun indica asegurado no fue por desplazamiento habian chocado tres autos en cadena amiga de asegurada con golpes en cuello y rodilla sin otros lesionados en demas vehiculos interviene policia de ciudad comuna a no interviene ambulancia tel
AA    ,DISCUTIDA,redgreenlue asegurado circulaba por av gral paz y al detenerse por otro vehiculo nissan se detiene abruptamente es colisionado en parte trasera por parte delantera de un tercero hyundai circulaba por misma tercero nissan presento dano en parte delantera por colisionar tambien en parte trasera de otro tercero honda crv se retiro luego tercero hyundai tucson tambien es luego colisionado en parte trasera por parte delantera de otro tercero suzuki fun tambien es colisionado de atras por otro vehiculo chev cobalt este ultimo tambien es colisionado de atras por otro tercero honda fit no hubo lesiones de terceros pueda identificar pero hubo intervencion policial y ambulancia hubo helicoptero sanitario pero dado quienes estaban en conmocion eran dos menores no podian ser trasladadas por ese medio viajaban en vehiculo suzuki fun auto esta retenido en comisaria ampliacion de franco bari mailtofrancobarihotmailcom enviado lunes de octubre de para alejandra noemi carrera acarrerasegemcomar asunto re stro ampliacion ampliar como ocurrieron hechos venia en mi auto kia cerato en carril izquierdo y de repente de adelante mio nissan tida me clava frenos entonces yo clavo frenos y llego a frenar de atras mio hyundai tucson no llega a frenar del todo y siento un leve golpe en parte derecha trasera de mi auto cantidad de ocupantes en rodado asegurado dos mi amigo y yo ninguno de dos tuvo lesiones cantidad de ocupantes del rodado tercero habian autos primero freno se dio a fuga otros autos incluyendo mio nos quedamos en lugar del hecho comisaria intervino o si tiene dato numero de causa penal intervino comisaria comunal a fue donde me hicieron dejar auto y luego me trasladaron a comisaria n en chacarita ahi me tuvieron detenido horas lesiones sufridas de cuales haya tenido conocimiento ninguna datos y telefono de terceros si tienen mateo san roman tel patente ifi hyundai tucson licencia nb alessandara chami tel patente gzq honda fit licencia nb angel nicolas porta tel patente ngy chevrolet cobalt licencia nb ariel hernan murawczyk tel patente jxg suzuki fun licencia nb santiago barros moss patente nwc nissan tida licencia nb realizaron algun control de alcoholemia si y dio en mi opnion no tenia sentido control porque gente de transito llego a comisaria despues de horas del choque copia del registro de conducir y cedula verde del rodado asegurado registro no tengo conmigo en este momento y cedula verde quedo en coche y coche tiene secuestrado policia en comisaria comunal nba reclaman danos o lesiones a compania hyundai tucson imapcto sobre mi auto tiene un leve golpe en parte trasera
AA    ,COMPROMETIDA,vh asegurado circulando por av alberdi fue colisionado en lateral delantero izquierdo por parte delantera de un tercero ingresaba a misma desde membrillar por impacto vh asegurado se desplaza subiendo a cordon y colisionando con frente a un arbol acompanante del vh tercero con lesiones intervino ambulancia y policia
AA    ,COMPROMETIDA,saliendo de mi casa marcha atras y tapado por vehiculo de mi vecino no vi venir un auto volswagen gol power rojo modelo patente kvb circulaba por calle y choque con mi paragolpes trasero del lado izquierdo a altura de puerta delantera derecha asegurado indica no tiene danos en vehiculo asegurado d
AA    ,CONCURRENTE,asegurado circulando sobre calle impacta a un tercero circulaba sobre calle laprida con parte delantera en puerta delantera derecha terc sin mas vhs involucrados sin lesiones
AA    ,COMPROMETIDA,circulando por ruta a altura de localidad alejandro korn cuando al maniobrar por un incidente dentro del auto es dana lateral derecho derecho del asegurado con lateral izquierdo del tercero estacionado d
AA    ,COMPROMETIDA,asegurado detenido sobre calle maipu cuando vehiculo presede arranca para cruzar calle constitucion frena de golpe y asegurado no llega a frenar del todo y embiste con su parte delantera en parte trasera lado derecho sin desplazamiento ni lesionados
AA    ,COMPROMETIDA,circulando por pasco una moto me embiste parte trasera derecha y lateral un ocupante en moto con casco no cae al piso no interviene ambulancia ni policia tel ampliacion hablo con asegurado me comenta circulaban por av pasco tres cuadras antes de calle salta en carril de derecha estaba estacionando un camion por esquiva levemente a izquierda y luego retoma derecha para ingresar a una estacion de servicio en ese momento no vio una motocicleta pasaba por su derecha y misma impacta guardabarros trasero derecho solo se rayaron rodados espero del asegurado y algo de moto asegurado se detuvo para asistirlo y tercero manifesto se encientraba bien solo algunos raspones no intervino policia ni ambulancia y cada uno sigui su camino formalizo en sucursal de lomas de zamora donde presento datos del tercero
AA    ,COMPROMETIDA,iba circulando por belgrano y un camion estaba haciendo maniobras cuando camion estaciona me encuentro con un vehiculo cual habia esquivado al camion y freno brusca y repentinamente teniendo un semaforo en verde en segundo para pasar esa esquina tiene un semaforo con segundero chofer iba solo y se encontraba en perfectas condiciones ampliacionfs f yo venia transitando por belgrano en cual habia un camion maniobrando en esquina para estacionar muy delante mio venia logan cual esquiva camion y cuando estoy llegando a esquina camion terminaba de estacionar cual no tuve necesidad de esquivarlo ni nada tema es cuando se corre camion tengo al logan frena bruscamente y de manera repentina teniendo semaforo en verde en segundos yo venia a kmh aprox y frene cual apenas impacte a mi se rompio apenas paragolpe y a por ser mas bajo auto aboye baul otro dato importante fue tan leve choque apenas toque se desplazo apenas metro ni siquiera quedo en medio de calle ni nada apenas toque porque frene esta persona se baja del auto en perfectas condiciones diciendome no tenia nada al consultarle porque me freno con semaforo en segundo en verde me dijo es primer dia de trabajo y estoy nervioso porque auto es nuevo y frene por precaucion me dijo trabajaba para una remiseria de escobar llamada baires otra cosa quiero aclarar iba solo no llevaba pasajeros yo iba con mi mujer y mi hija en renault sanderos esta persona no solo esta en perfectas condiciones sino sigue trabajando porque me acerque hasta remiseria para pedirle seguro del auto dos dias despues y estaba trabajando en misma en perfectas condiciones cantidad de ocupantes en rodado asegurado mi mujer mi hija y yo cantidad de ocupantes del rodado tercero solo conductor gustavo pajon comisaria intervino o si tiene dato numero de causa penal no intervino nadie porque fue un toque leve cual fue intrascendente y sin ningun lesionado imaginense por escobar no podes ir a mas de kmh del trafico hay a esa hora por colegios y gente sale a trabajar lesiones sufridas de cuales haya tenido conocimiento gustavo pajon estaba en perfectas condiciones se desplazaba normalmente al consultarle si se habia golpeado me dijo no estaba bien estaba preocupado porque era su primer dia de trabajo y habia pasado esto datos y telefono del tercero si tienen gustavo pajon chubut belen de escobar registro se dieron y vence adjunto copia ver si es principiante o renovacion realizaron algun control de alcoholemia no no tomo alcohol si tengo manejar fs f f
AA    ,COMPROMETIDA,detenido por av del libertador en semaforo en rojo detras de un auto cuyo conductor al habilitarse semaforo no avanza y yo si hago entonces impacto en su parte trasera no hay otros vhs involucrados ni lesionados datos del tercero alonso adrian gabriel vw bora haf federacion patronal
AA    ,COMPROMETIDA,estaba por ingresar al peaje cuando una chev tracker estaba delante mio detenida pense iba a arrancar y avance sin detenerme y choque en parte trasera
AA    ,COMPROMETIDA,circulando por av zeballos sentido hacia este al pretender girar hacia derecha para doblar en calle f azara siento un impacto del lado derecho de mi vehiculo al bajar veo vehiculo reanult dominio arz impacto rueda derecha guadabarros puertas todo del lado derecho
AA    ,COMPROMETIDA,aseg circulando sobre araoz impacta a tercero circulando sobre misma en parte trasera con su parte delantera sin desp sin les
AA    ,COMPROMETIDA,vh aseg se encontraba circulando por santa fe cuando un tercero se encontraba delante detiene marcha y embiste con su parte delantera en parte trasera de tercero sin desplazamientos acompanante de conductor se golpea pecho y frente y otro se encontraba detras se golpeo hombro con apoya cabezas del asiento de adelante
AA    ,COMPROMETIDA,vh aseg circulando por calle vicente lopez y al llegar a interseccion con calle humaita dobla a derecha y al no darle giro se detienje y hace un poco marcha atras y es ahi donde embiste con parte trasera derecha en lateral izquierdo a un tercero circulaba por calle vicente lopez sin lesionados sin desplazamientos
AA    ,COMPROMETIDA,aseg maniobrando marcha atras sobre rosas impacta a tercero estacionado sobre misma en parte lat derecha con parte trasera aseg refiere titular del vh tercero se encontraba adyacente a zona del impacto por manifiesta lesiones en cardera y rodilla derecha interviene policia
AA    ,COMPROMETIDA,redgreenlue hecho ocurre sabado diciembre circulando por calle prieto asegurado al girar hacia derecha para tomar calle bradley asegurado se da cuenta tercero cruza calle asegurado embiste con su parte espejo retrovisor derecho al tercero hubo lesionado no intervino policia no intervino ambulancia sin desplazamientos asegurado traslada en vehiculo al htal de llavallol hecho ocurre sabado diciembre circulando por calle prieto asegurado al girar hacia derecha para tomar calle bradley asegurado se da cuenta tercero cruza calle asegurado embiste con su parte espejo retrovisor derecho al tercero hubo lesionado no intervino policia no intervino ambulancia sin desplazamientos asegurado traslada en vehiculo al htal de llavallol asegurado f ormalizo en lomas de zamora d circulaba por prieto y cuando esta llegando bradley dobla hacia derecha para tomar segunda arteria y retomar prieto porque hace una s cuando esta doblando siente impacto se baja de camioneta y asiste no quiso llamar a ningun familiar ni nada pidio llevara a un hospital fue al de lavallol dej y vino un hermano del tercero tomaron datos y se fue luego se comunicpo con hermano del tercero y este dijo haban enyesado asegurado cree hicieron denuncia en comisara de malvinas argentinas adrogue d
AA    ,COMPROMETIDA,circulaba a paso de hombre por mucho transito mismo se detiene de golpe y embisto a en parte trasera al otro vehculo dmt al momento del siniestro no hubo lesiones visibles
AA    ,COMPROMETIDA,asegurada circulando sobre manuela pedraza cuando advierte mas adelante habia un colectivo detenido sin balisas y no estaba en parada asegurada al advertir tenia lugar para pasarlo por derecha avanza y al estar sobrepasando al colectivo repentinamente de puerta del medio baja una sra con una menor no hubo contacto entre vehiculo asegurado y ellas sra era hipertensa y se llamo a ambulancia y a policia asisten pero no trasladan ampliacion asegurado ella estaba circulando por manuela pedraza en ese momento observa un colectivo cree de linea se encontraba detenido a mitad de cuadra sin balizas como tenia lugar para pasar por derecha del colectivo procede a realizar sobrepaso momento en cual colectivero abre puerta y del medio comienza a descender una persona de sexo femenino con un menor misma no llega a bajar del colectivo y se tira para atras no hubo contacto entre camioneta asegurada y ra ni menor como ra es hipertensa se llamo a ambulancia cual acudio pero solo tomo presion a ra policia se llamo porque se aproximaron al lugar del hecho marido de ra quien en un momento de enojo y nerviosismo pego un golpe de puno a puerta de camioneta asegurada luego se aproxima esposo de asegurada quien queria tomarse a golpe de puno con marido de ra por este motivo fue se llamo al movil policial no se tomaron datos de ra ni de asegurada como asi tampoco declaraciones ya no hubo lesionados no hicieron alcoholemia tampoco asegurada se comunico ayer con ra para saber como estaba y si necesitaba algo ra dijo no se preocupe entiende hubo responsabildiades de todos participantes asegurada todavia no formalizo siniestro se aproximara a sucursal de olivos
AA    ,COMPROMETIDA,vh aseg se encontraba ingresando a rotona del vapor cuando embiste con su parte delantera en parte trasera de un tercero se encontraba sobre misma y detiene marcha sin desplazamientos ni lesionados
AA    ,COMPROMETIDA,asegurado circulando por ruta tercero circulando por ruta asegurado se distrae y por no chocar al vehiculo de adelante volantea y embiste con su parte delantera a parte delantera del tercero cunado del asegurado lesionado tercero lesionado intervino policia intervino ambulancia sin desplazamientos asegurado informa hay dos vehiculos involucrados pero no esta seguro exactamente en parte tuvieron danos
AA    ,DISCUTIDA,vh asegurado circulando por ruta cuando es colisionado en su parte delantera por parte delantera tambien de un tercero circulaba sentido cobrario y se queda dormido tercero y asegurado sufren lesiones y fueron derivados al hospital del pilar intervino policia de comisaria de villa rosa
AA    ,COMPROMETIDA,vena circulando por autopista perito moreno km mano a lujan colisiono con mi frente en parte trasera del tercero venia delante sin desplazamientos a raz de eso conductor y su acompanante manifestaron dolores producto del golpe no intervino policia ni ambulancia se retiran por sus propios medios
AA    ,COMPROMETIDA,aseg circulando sobre mitre impacta a tercero circulando sobre misma en parte trasera con su parte delantera sin desp sin les
AA    ,COMPROMETIDA,circulando por bossini al comenzar a cruzar encina colisiono con mi parte delantera en lateral trasero izquierdo tercero se desplaza y colisiona contra una casa no observo lesiones pero al presentarme en cria me imputaron por lesiones d ampliacion tercero circulaba desde derecha aseguradda embiste en lateral trasero izquierdo asegurada dice tercero vena muy rapido no tiene datos del dueno de casa asegurada llev plata para reparar danos no hicieron examen de alcoholemia asegurada estaba con nieta en ommento del siniestro y fue su hijo a ayudarla quedo en pasarme datos del dueno de casa
AA    ,CONCURRENTE,asegurado circulando por calle olivera en cruce con calle medrano fue impactado en lateral derecho por parte delantera de un tercero circulaba por ultima mencionada a causa del impacto acompanante del tercero golpea su cabeza con parabrisas interviene policia con actuaciones y ambulancia traslada al lesionado
AA    ,COMPROMETIDA,circulaba por belgrano cuando fiat toro transitaba delante mio frena de imprevisto y si bien yo tambien hago embisto en su parte trasera mencionado tercero se desplaza en consecuencia hacia adelante y colisiona con un auto datos del tercero ricardo f de leon fiat toro acao asegurado manifesto tercero clav frenos y no pudo evitar embestir al rodado tercero agrega en camioneta iban dos personas conductor y una mujer mujer estaba muy alterada con cual intercambio datos y se retir del lugar de forma inmediata no particip polica ni ambulancia
AA    ,COMPROMETIDA,redgreenlue circulaba a kmh por calle pueyrredn ya cerca de esquina segundo auto delante mo frena de golpe y colisiono con auto estaba justo delante mo fue muy baja velocidad dano en mi vehculo es en frente se meti para adentro uno de faros del lado del conductor ampliacion de silvia clara diaz mailtosclaradiazgmailcom enviado martes de febrero de pm para alejandra noemi carrera asunto re lesiones gsl para ampliarffs buenas tardes alejandra aqui debajo respondo preguntas ampliar como ocurrieron hechos circulaba a kmh con transito muy denso hora pico por calle pueyrredon en localidad de gral san martin del partido homonimo a mitad e cuadra bajo velocidad porque segundo auto delante mio frena de golpe en un cruce de esquina y yo no llegue a frenar del todo venia a muy baja velocidad por inmediatamente hice revisar frenos de mi auto estaba todo bien pero por precaucion cambie pastillas alcanzo a frenar trompa de mi auto choca apenas con parte trasera del otro pero sin impacto de tipo latigazo sacudon etc quedo danado levemente frente de mi auto pero nada grave capot abre y cierra luces todo funciona bien al auto del tercero no paso nada si mal no recuerdo un raspon o pequeno bollo es recuerdo dos meses mas tarde tercero salio del auto en perfecto estado nos pasamos datos del seguro hice denuncia dos dias mas tarde o hizo una llamada a un familiar y decia iba a llevar auto a de su papa es recuerdo cantidad de ocupantes en rodado asegurado solo yo cantidad de ocupantes del rodado tercero una pareja emiliano recuerdo se llama conductor comisaria intervino o si tiene dato numero de causa penal no se hizo denuncia en comisaria nos pasamos datos del seguro tercero se encontraba en perfecto estado no tuvo consecuencias fisicas de ocurrido lesiones sufridas de cuales haya tenido conocimiento no hubo lesiones yo no tuve y pregunte a cuando ambos estabamos parados en vereda si se encontraba bien a respondio si estaba molesto por hecho por auto pero a no paso nada datos y telefono del tercero si tienen tenia dato y borre de mi celular se contacto conmigo esa misma tarde y al dia siguiente porque demore en hacer denuncia recorde tenia horas para hacerla me llamo atencion su actitud no comprendi su apremio dado denuncia iba a hacer como asi fue realizaron algun control de alcoholemia nada de eso no intervino policia ni nadie mas dos sacando fotos de documentacion para hacer respectivas denuncias al seguro copia del registro de conducir y cedula verde del rodado asegurado envio en adjunto desde drive ffs f
AA    ,COMPROMETIDA,bajando en de julio desde autopista cuando colisiono con mi parte delantera en parte trasera de un gol sin lesionados ni desplazamientios
AA    ,COMPROMETIDA,ford focus dominio odx estaba detenido en semaforo mi auto impacta paragolpe trasero cuando se desliza inintencionalmente impacto fue menor dado q simplemente solte freno a simple vista no se vea dano sin embargo conductor del focus alega una raya negra en paragolpe sobre patente al parecer fue producto del impacto
AA    ,COMPROMETIDA,vh aseg circulaba por ruta cuando colisiona con su parte delantera en parte trasera de un tercero se detiene delante sin desplazamientos en momento tercero no manifesto nada pero en contacto telefonico posterior mencion tenia dolores cervicales en momento no intervino policia ni ambulancia nos contactamos con v asegurado mismo ratific mecanica colisiono en parte trasera al rodado prececa tomo datos al tercero y nos va a informar fue un choque leve intercambiaron datos y ambos se retiraron del lugar tercero iba a companado por una mujer cree era su esposa pero no tom datos formaliz denuncia en cia y all sacaron fotos
AA    ,COMPROMETIDA,circulaba por avenida del libertador cuando impacto con parte delantera en parte trasera del tercero se detiene delante de mi a raiz del impacto un ocupante del otro vehiculo manifestaba sentir dolor cervical por interviene personal policial y de ambulancia cuales trasladan al mismo hasta hospital de moreno sin lesiones
