cod_accidente;descripcion_del_hecho - Final;responsabilidad
aci   ;circulaba venezuela llegar esquina corta venezuela dobla virrey liniers derecha senda peatonal bici embiste parte delantera derecha cae piso levanta solo lleva same secuestro autoasegurado ;comprometida
am    ;venia rucci llegando esquina bermudez moto frena bruscamente llego frena toco cae iba arriba tambien ;comprometida
am    ;mecanica hecho segun version asegurado circulando juan b justo giro san martin detiene transito momento impactado lateral delantero derecho tercero circulaba misma juan b justo cae suelo asistido lesion brazo derecha mas involucrados lesionados trasladan htal alvarez posible quebradura brazo cel acta adjuntada aseg ;comprometida
am    ;asegurado circulaba perda llegar interseccin marcn detiene chevrole captiva transitaba marcn parece derecha asegurado dteine tambien asegurado retoma marcha moto transitaba marcn aprece derecha asegurado sobrepasa chevrolet captiva asegurado frena golpea parte frontal moto lacual pierde equilibri cae suelo motociclista viajaba solo tena asegurado ayud motociclista levantarse ;comprometida
aa    ;asegurado circulando gral belgrano colisiona extremo delantero izquierdo extremo delantero derecho tercero circulando colectorasin lesionessin desplazamientos;comprometida
aci   ;aseg encontraba detenido dejando pasar venian cnel s carreras avanzar bicicleta venia contrario pasa medio aseg aseg embiste parte delantera parte bicicleta cae suelo lesiones visibles manifestaba dolencias retiro propios medios andar bicicleta rueda torcida producto ;comprometida
peaton;asegurado circulando aranguren termina girar izquierda hidalgo impacta lateral delantero derecho peaton calzada hidalgo pasando senda peatonal peaton cae calzada ;comprometida
aa    ;circulaba acassuso llegar interseccin canada gomez vehiculo venia derecha frena da paso cruzando vehiculo peugeot patente sag adelanta detras vehiculo acelera colisiona lateral trasero derecho hija asegurado resulta lesiones cervicales tercero dijo staba pro estacionar da fuga ademas posee dano estacionamiento lateral izquierdo;concurrente
am    ;circulando maipda llego interseccin ohiggins intento ingresar hacia daltima doblando hacia izquierda veo moto intentaba pasar izquierda entonces enderezo vehculo todas formas moto impacta paragolpe trasero tripulantes moto cayeron ;comprometida
am    ;circulando namuncura doblar derecha lituania tercero moto venia derecha embiste lateral cae piso recuerdo tenia ;comprometida
aci   ;aseg circulaba vergara encierra vehiculo aseg colisiona parte lateral izquierda espejo retrovisor bicicleta circulaba misma izquierda aseg cae piso ocupante ;comprometida
aa    ;asegurado encontraba circulando asegurado directoriovh tercero directorioasegurado iba circulando carril centro vehiculo lado derecho encierra asegurado asegurado maniobrando roza vehiculo tercero vehiculo asegurado roza parte delantera izquierda causando danos lateral derecho lesionados ;comprometida
aa    ;aseg circulaba peri san martin cerrito l mirador tercero delante frena aseg choca parte trasera parte delantera lesiones despl;comprometida
aci   ;mecanica hecho segun version asegurado circulando recuerda bicicleta sale repente lado izquierdo colisinando auto aseguradosin proteccion cae piso solo observa golpe derecha debajo asegurada ofrece asistentencia llamar ciclista niega trabajando retira lugar mas;concurrente
aa    ;aseg circulando virgilioal llegar interseccioncolisiona paragolpe delantero lateral delantero izquierdo terceroque circulaba mcervantessin desplazamientossin lesiones;comprometida
aa    ;aseg circulaba conde llegar interseccion ugarte aseg venia nadie cruzando ro venia ugarte colisiona aseg lateral derecho parte delantera parte delantera ro aseg trasladado manejaba ro tambien trasladada ;comprometida
am    ;asegurado circulaba arce doblar hacia derecha hacia gorostiaga embestido moto lateral izquierdo desconoce circulaba misma moto tenia cae piso manifestaba lesiones retira propios medios ;comprometida
peaton;circulando picaflor doblar san martin senora cruzando asegurado toca rueda trasera izquierda desplazamientos persona cayo piso llevo medico hospital quedo observacion clinica belgrano;comprometida
am    ;encontraba circulando antartida argentina doblar letonia derecha colisiona moto parte delantera derechael moto cayo llevaba cascollamaron trasladaron comisaria terceo hospitalen comisaria tomaron declaraicon lugar acerco same datos tercero luis alberto rodriguez honda xr aqgh atm;comprometida
aa    ;circulaba rosario vera penaloza vehiculo circula delante mio detiene marcha forma abrupta colisiono;comprometida
aa    ;encontraba circulando baja velocidad repente tercero frena golpe embisto parte trasera parte delantera lesionados mas terceros datos tercero comas juan marcelo chevrolet corsa ola orbis;comprometida
am    ;aminoro marcha moto impacta parte trasera izquierda produce caida motociclista ;comprometida
peatã“n;venia carril izquierdo velocidad paso escucho ruido vio espejo retrovisor peatn cado comunciamos asegurado manifiesta venia larrea dobla derecha tomar bartolome mitre delante senda peatonal produce accidente sintio ruido vio previamente peatona luego frena ve caida senora llevaba bolsos mercaderia cayo haci vereda ;comprometida
am    ;circulaba escobar lado cordn toque moto circulaba izquierda conducia chica tenia misma cayo cordon quejaba golpe haber moto encima moto blanca quiso llamara hiba llamar papa intercambiamos datos;comprometida
am    ;asegurado circulando mayo maniobrar derecha ngresar moreno colisionado tercero moto circulaba tambien mayo colisiona espejo retrovisor derecho aseg producto mismo tercero cae piso levanta medios llevaba puesto ;comprometida
am    ;mecanica hecho segdan version asegurado circulaba baja velocidad liniers direccion acceso panamericana ramal tigre bruscamente senti ruido parte trasera vehiculo frene comprobe moto persona incorporo inmediatamente habia embestido intentar adelantarse derecha motorista levanto propios medios manifesto bien intercambio libremente conmigo datos seguro datos tercero lucas alonso guerrero ibk mecanica hecho segdan tercero circulaba liniers asegurado gira encerrandolo cae pisod;comprometida
aa    ;vhc asegurado circulando au perito moreno tras cruzar zuviria embestido lateral izquierdo parte delantera tercero circulaba ultima mencionada acompanante asegurado amiga corte facial ;concurrente
am    ;asegurado detenido pieres cruzar castro impactado parte delantera elemento desprende chocar vehiculos alli ro iba adelante dle asegurado chocado moto circulaba castro;discutida
am    ;circulaba pardo oeste altura mendoza embestido tercero venia contraria misma colisionando parte frontal parte frontal unidad;comprometida
aa    ;vehiculo asegurado circulaba puerto palos interseccion suarez colisionado lateral delantero izquierdo parte delantera tercero circulaba ultima raiz asegurado desplazado colisionando persiana local tercero trasladado htal argerich;discutida
am    ;aseg circulando ihuergoal girar hacia interseccioncolisiona paragolpe delantero parte trasera terceroque circulaba ihuergoun ocupantecon cascose cae pisono ;comprometida
am    ;dia fecha venia circulando supisiche mitre llegar bocacalle mara campos intento pasar vehculo balizas izquierda segunda fila abrirme derecha veo moto circulaba mara campos doblaba hacia supisiche envisto paragolpes guardabarros derecho ;comprometida
am    ;asegurado circulaba maquinista carregal colisiona parte delantera moto circulaba ing guillermo marconi unico ocupante moto tenia cayo piso presentaba lesiones varias retiro propios medios ;comprometida
aci   ;circulando peron asegurado ve ciclista toca cae piso iva solo bici dolia;comprometida
am    ;asegurado circulando besares interseccion paso colisiona extremo delantero derecho moto circulando ultima cae piso incorpora medios indicaba dolencia retira medios asegurado ;comprometida
am    ;aseg maniobrando doblar izquierda hacia italia camion mal estacionado misma pierde visibilidad aseg tercero circulando misma contraria contramano impacta parte delantera parte delantera derecha tercero solo ocupante cae piso lesiones brazo ;comprometida
am    ;asegurado circulando ruta detiene incendiaba vehiculo adelante abre puerta asistir incendio embestido puerta tercero circulaba moto ocupante cae pavimento levanta propios medios asiste asiste asegurado lleva hospitalsin desplazamientos;comprometida
am    ;circulando malabia llegar bocacalle avanzo moto arquimedes derechame colisiona frente personas misma mayores cazco menores caen suelo ;comprometida
peaton;circulando betinotti dobla izquierda persona cruzando toca espejo retrovisor derecho mujuer cae piso;comprometida
am    ;aseegurado circulando graham bell doblar hacia bucetich embestido moto circulando graham bell contraria lateral derecho aseg lugar deriva hptal moreno golpe derecha ;comprometida
aci   ;aseg circulando eva peron doblar pumacahua conteiner tapan vision ve habia tercero bicicleta impacta parte delantera tercero cae capot despues suelo asistido trasladan hospital;comprometida
am    ;mecanica hecho segun version aseguradofs asegurado circulaba peron detenerse luz giro ingresar hacia derecha estacionamiento supermercado embestido parte trasera moto circulaba detras moto iba solo ocupante cae piso tenia desconoce tenia puesto momento siniestro moto trasladado hospital trauma pablo nogues asegurado trasladado comisaria comisaria polvorines desplazamiento;concurrente
aa    ;asegurado circulando autopista embestido parte trasera derecha tercero circulaba mismo parte delantera asiste autopista tercero desplaza embiste divisor cemento habria sufrido lesiones ;discutida
am    ;asegurado circulando rivera hacia merlo moto circulaba mismo sobrepasa colisiona espejo retrovisor externo izquierdo moto llevaba cae piso retira propios medios asegurado frena repentinamente vehiculo venia atras colsiona frente parte trasera desplazamiento lesionados ;comprometida
am    ;vehiculo asegurado circulaba vito saviagirando izquierdaembiste moto proveniente salcedo venia contrariocon frenteel motociclista caellevaba casco;comprometida
am    ;lugar ocurrencia autopista julio caba circulando autopista altura constitucin tiro banquina colisionado moto venia alta velocidad danandome parte trasera derecha desplace impacte parte delantera derecha moto iban personas recuerdo usaban cayeron piso ;comprometida
am    ;asegurado circulaba corrientes colisionado parte delantera izquierda moto maniobra cambiar carril misma moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones visibles retiraron porpios medios ;concurrente
peaton;redgreenlue mecanica hecho segun version asegurado saliendo garage hija toco parte trasera auto peaton hecho sucedido intenso trafico mal estacionado peaton manifesto dolor tobillo ;comprometida
am    ;circulando moto venia detras derecha realiza maniobra coloca delante vhacto seguido frena yotambien intento frenar llego hacerlo completo colisiono parte parte trasel unico ocupante cae pisoel asegurado aca detiene marcha pocos mts delantepara ofrecer asistenciael ro levanto propios medios espero intercambiar datos asegurado aca interseccion einsteinluego acerca fliaramigo ro quedando aseg aca tomar datosel retira sabe mediono ;comprometida
am    ;circulaba corrientes girando hacia pasteur moto circulaba corrientes izquierda unico ocupante d ela moto cae piso presentaba escoriaciones brazo ;comprometida
am    ;asegurado circulando moreno querer girar izquierda cambiar carril colisionado angulo trasero izquierdo tercero moto persona tercero cae piso golpes codo tobillos tercero retira propios medios;comprometida
am    ;circulaba lincoln gira hacia deracha gabriela mistral impacta lateral delantero derecho moto circulaba lincoln cordon moto cae piso tenia indico tener dolor trasladado same hospital zubizarreta ;comprometida
am    ;circ herrera doblar izquierda tomar suarez motociclista colisiono guardabarro delantero izquierdo cayo ;comprometida
am    ;circulando republica moto venia rivadavia choca parte izquierda moto iva solo cae ;comprometida
am    ;circulando cuelli doblar bonifacini caseros doy cuenta contramano volanteo retomar cuelli produce colision parte lateral derecha moto circulaba cuelli moto iba sola persona tenia colocado cae piso ;comprometida
aci   ;asegurado circulaba cerri cruce san antonio impacta tercero circulaba ultima parte delantera izquierda desplazamientos bicicleta solo ocupante cae piso prsentaba dolores raspon trasladado hospital merlo asegurado ;comprometida
aci   ;aseg circulaba zabala impacta parte delantera izq ro bicicleta circulaba eslovenia desplazamientos lesionados bici personas levantan medios ;comprometida
peaton;vehculo asegurado circulaba echeandia girar tomar escalada impacta parte delantera peaton cruzaba peaton cay piso trasladada same hospital cecilia grierson int cria cel aseg;comprometida
am    ;circulando jmarmolal girar izquierda tomar mitre direccion caba produce colision paragolpe delantero derecho opticacapot tercero moto circulaba mitre contramano contrario mio ocupante cae piso ;comprometida
aa    ;asegurado circulaba agosto colisiona parte delantera parte trasera tercero frena mismasin lesiones desplazamientos;comprometida
am    ;asegurado circulaba dr j c salaberry colisionado parte lateral delantera derecha parte delantera moto circulaba moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones varias retirarion propios medios ;concurrente
peaton;redgreenlue asegurado circulando iriarte poder maniobrar esquivar peaton cruzaba impacta ;comprometida
am    ;dispongo doblar izquierda pelagio moto izquierda intenta sobrepasar impacta lateral izquierdo produce caida ocupantes incorpora propios medios ;comprometida
am    ;asegurado va doblar izquierda moto quiere adelantar produce colison rueda delantera izquierda ocupantes moto seguro caen piso ;comprometida
aci   ;cruzando puente alvarez moto invade carril esquive hacer impactamos levemente ciclista vena enfrente ciclista cay ;comprometida
am    ;redgreenlue asegurado circulaba caseros moto colisiona lateral izquierdo ;comprometida
am    ;asegurado circulando griveo desplazarse levemente izquierda pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo asegurado pequeno espacio quedaba izquierda pierden estabilidad cayeron moto ;comprometida
peaton;mecanica hecho segun version asegurado vehiculo asegurado circulaba gral paz colisiona parte delantera peaton menor edad sale autos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares ;concurrente
am    ;asegurado circulando onzari girar lafuente colisiona lateral derecho tercero moto persona cae piso tercero retira propios medios ;comprometida
peaton;mecanica hecho segun version asegurado asegurado circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecho toca parte delantera vehiculo asegurado cae asfalto ;comprometida
am    ;mecanica hecho segun version asegurado asegurado circulando venezuela saliendo cooperativa maniobra girar izquierda febrero colisionado parte delantera derecha lateral delantero derecho moto circulaba ultima mencionada moto circulaba persona cae calzada ;comprometida
aa    ;asegurada circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionada tercero circulaba ultima impacta parte delantera parte delantera derecha aseg desplazamientos lesiones d;nan
am    ;circulando arana tercero venia arenales frena golpe ai pasa suelta embrague embiste lateral derecho frente ocupante cae piso ;concurrente
am    ;aseg circulaba rivadavia llegar pallares luz giro maniobra izquierda luego tomar pallares colisionado lateral trasero izquierdo frente moto venia detras moto viajaban personas masculino acompanante femenino ambos mantienen arriba moto perdieron estabilidad intercambiaron datos retiraron lugar ambos;comprometida
cicl  ;estacione auto derecha lugar trabajo habitual abr puerta bajar vehculo embestido ciclista ciclista trasladado hospital argerich revisaron tomaron placas dado alta buen general aunque dolores recetaron diclofenac reposod ;comprometida
am    ;vehculo asegurado circulaba bogota detiene llegar esquina caracas resulta impactado lateral delantero derecho moto circulaba primera sobrepas desplazamientos moto ocupante recuerda tena puesto cay piso manifest dolencias nt medica int policial retir medios moto asegurada ;comprometida
am    ;asegurado circulaba peribebuy llegar esquina colisona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi ;comprometida
am    ;asegurado circulando larralde doblar hacia ascasubi impactado moto lateral izquierdo circuilaba misma aseg sobrepasa momento aseg dispone doblar izquierda giro ocupantes moto caen pavimento ;comprometida
am    ;asegurada circulaba lugar doblar hacia izqiuerda moto intenta pasarlo asegurado colisiona mismo solo ocupante colocado cae suelo luego levanta lesiones;comprometida
am    ;aseg circulando juramento cuand interseccion veragua logra evitar impactar p delantera derecha lateral izquierdo tercero moto iban ocupantes puesto caen paviemento reincorporan propios medios ;comprometida
am    ;asegurado circulando colon momento maniobrar izquierda ingresar jg artigas colisiona parte delantera izquierda parte trasera tercero moto detuvo marcha misma solo ocupante moto cae piso sabe llevaba puesto ;comprometida
aa    ;aseg circulando interseccin derecha pasa b aseg coliciona danandole parte trasera derecha frente vehi aseg mas vhs;comprometida
peaton;asegurado ayacucho habilita semaforo avanza viamonte senda peatonal toca senora queda apoyada auto llega ;comprometida
am    ;mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo trasladado same hopsital golpes encuenta bien encontraba acompanante poseia informo secuestraron vehiculos mismo retira hospital argerich volviendo propios medios buscar motod;comprometida
am    ;asegurado circulando olivos disponia girar izquierda santa julia tercero moto circulaba detras embiste lateral izquierdo ocupante cae piso;comprometida
am    ;asegurado circulando interseccion tercero circulando moto interseccion colisiona lateral delantero izquierdo cliente cae piso incorpora medios tenia raspon frente tenia documentacion circular ;concurrente
aa    ;asegurada circulaba miguel cane llegar interseccin septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba septiembre acompanantes chevrolet corsa result corte frente ;comprometida
aa    ;aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones;comprometida
mm    ;aseg detenido semaforo salta da luz gira hacia izquierda alfonsin enganchado parte delantera parte trassera medio aseg seguro tercero moto circulaba salta aseg cae piso ve tercero cae piso ambos tenian ;concurrente
aa    ;circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones;comprometida
aci   ;aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo aviso delante bici frenar golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar ;comprometida
peatã“n;asegurado circulaba peron colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo queda capot aseg ;comprometida
peatã“n;mecanica hecho s vs asegurado aseg circulaba vernet esq fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa izquierda llegar esquina delante colectivo peaton aseg frena puede evitar colisionar persona persona cae suelo segun indica tenia molestias izquierda ;comprometida
am    ;circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embisto frente parte trasera luego embestido lateral derecho lateral izquierdo moto circulaba misma ocupante cae pavimento manifestaba lesiones visibles ;comprometida
peaton;mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene adelante asegurado maniobraba atras evitar choque alli impacta levemente peaton justo dispuso cruzar desplazamientos lesionados peaton ;comprometida
am    ;aseg maniobraba estacionar colisiona lateral delantero derecho moto circulaba motociclista utilizaba cay pavimento presentaba lesiones visibles retir propios medios ;comprometida
am    ;aseg circulaba independencia giraba hacia izquiera combate pozos impactado lateral izquierdo delantero puerta espejo retrovisor mas adelante moto circulaba independencia intenta sobrepasar izquierda aseg moto cae piso tenia ;comprometida
am    ;asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecho tercero moto ocupantes cayeron suelo circulaban misma ;comprometida
am    ;circulaba gral paz altura axion liniers riachuelo carril medio venia nadie paso carril izquierdo pasando moto embiste parte trasera izquierda solo ocupante moto moto cae piso embestirme desplaza embiste color puerta trasera izq ;comprometida
aci   ;aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados;comprometida
am    ;lugar ocurrencia ruta errtachu doblando derecha moto quiere pasarlo derecha choca vehiculo asegurado danado puerta paragolpe delantera derechaen moto iban personas moto andando desplazamiento ;comprometida
peatã“n;vehiculo asegurado maniobraba marcha atras estacionar rafael calzada colisiono parte trasera derecha derecha persona traccionaba carro recoleccion persona asistida trasladada asegurado htal onativia desplazamientos;comprometida
peatã“n;asegurado maniorbaba gral heras doblar izquierda hacia pte h yrigoyen colisiona parte lateral delantera izquierda peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones izuquierda momento denuncia inervencion medica policial;comprometida
aci   ;aseguradocirculaba white llegar jose rodo miro derecha viene transito vi ciclista venia bicicenda venia oeste embisto paragolpes delantero ciclista femenina tenia cae suelo levanta propios medios viene same trasladan pinero ;comprometida
am    ;asegurado circulando g zapiola impacta tercero moto detiene marcha transito misma parte delantera parte trasera terc ocupantes moto caen piso producto llevaban puestos ;comprometida
am    ;venia circulando mayo pongo stop aviso voy ingresar garage domicilio ahi aparece moto po r derecha embiste parte lateral derecha parte delantera motounico ocupante ;comprometida
aa    ;salgo estacionamiento circulando despacio billingurst habia kangoo adelante permitia bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros;comprometida
am    ;vehiculo asegurado circulaba margarita wildse embiste moto proveniente derecha danos asegurado frente guaradabarro delantero derecho danandose guardabarro puerta delantera izquierdael motociclista cae mtsse levanta mediosllevaba cascocree lesiones izquierda codo derechola viene pesar haber llamadoasegurado traslada motociclista esposa acerca lugar clinica pal ituzaingo lanus ete asegurado lab;comprometida
am    ;salir cochera edificio lavalle apenas toca manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero cae suelo luego levanta propios medios intercambiamos datos va supor propios medios moto tenia ;comprometida
aa    ;mecanica hecho segun version asegurado circulando ciudad paz vehiculo adelante frena llego frenar igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehivulo impacta atras;comprometida
am    ;aseg circulando moto quiere sobrepasar dana toda parte lateral izquierda vehi aseg cae suelo personas lesiones asistio ;concurrente
am    ;aseg circulaba directorio semaforo amarilla visualiza pone impacta tercero moto circulaba centenario lateral delantero izq parte delantera tercero tercero sufre lesion iza recibe asistencia lugar retira solo;comprometida
aci   ;parado esquina doblar arranco colisiona bicicleta venia izquierda mirando transito venia derecha;comprometida
am    ;asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae reclamante quejaba dolor manos;comprometida
am    ;asegurado circulando agote llega interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecho punta delanterados ocupantes caen piso incorporan retiran propios medios lesiones visiblesno iuntervino tel;comprometida
am    ;asegurado circulaba carlos casares virreyes guino doblar modo moto impacta asegurado parte lateral delantera izquierda unidad cond moto cae pavimento cond moto llevaba iba femenino ninguno ;comprometida
am    ;mecanica hecho segun versio asegurado vehiculo asegurado circulando canada juan ruiz interseccion carlos pellegrini asegurado advierte luz giro maniobra hacia izquierda ahi tercero moto circulaba misma detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante cae pavimento presentaba lesiones ;comprometida
am    ;asegurado encontraba circulando ruta tercero moto vena misma ruta carril derecho asegurado intenta doblar derecha colpayo logra moto impacta lateral derecho delantero lateral izquierdo moto producto toque moto ocupante caen piso solo ocupante moto presento dolores puno izquierda ;comprometida
am    ;circulaba rivadavia salir semaforo interseccion san martin giro hacia izquierda eimpacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante cae pavimento sufre raspones leves ;comprometida
am    ;circulando lisandro torre aseg entrando garage doblando aparece moto traviesa colisiona costado izquierdo tercero cae piso lleva same ;comprometida
aci   ;asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba misma ciclista cae asfalto asegurado ayudo tercero levantarse asegurado llevo hospital thompson ;comprometida
aa    ;asegurado circulando canelones colisiona frente lateral derecho trasero tercero circulaba puente inca desplazamientos lesionados;concurrente
aa    ;asegurado circulaba au mayo tercero habia perdido control colisionando guardarrail desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero expone tocado atras perdio control vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ramos mejia diagnostico fractura hombro dolor columna asegurado indica sufrio mareos dolores ;discutida
am    ;asegurado estacionado vereda italia realizar marcha atras salir parte trasera tercero moto circulaba misma persona moto recuerda llevaba colocado cayo asfalto ayudado levantarse asegurado personas acepto llamar indica iba ir propios medios centro medico encontraba trabajando desplazamientos;comprometida
am    ;asegurado circulando juan manuel rosas colisiona moto detenida delante detras colectivo desplazarse persona circulaba moto luego impactar colectivo cayo piso ;comprometida
am    ;aseg circulaba blandegues colisionado angulo delantero derecho moto persona circulaba misma pasar delante persona cae piso retira propios medios desplazamientossin ;comprometida
peatã“n;circulando dardo rocha doblar izquierda tomar alvear chica encandila veo toco parte delantera izquierda peaton cae piso presentaba lesiones ;comprometida
am    ;mecanica hecho s vs asegurado econtrba calchaqui doblar lamadrid derecha repente siento choque lateral izq cuiando miro veo moto habia impactado lateral izquierdo moto cae piso involucrados datos tercero cajal rodolfo adrian onda cv jny galeno seguros;comprometida
am    ;circulo ruta llegar salta pongo luz giro comienzo doblar hacia izquierda venia nadie frente enseguida siento moto choca parte trasera derecha circulaba contrario mio ocupantes resultaron lesiones leves;nan
aa    ;mecanica hecho segun version asegurado vehiculo gol trend asegurado llega frenar colisionando ford fiesta patente abuc vez impacta vw suran patente kozd mecanica hecho segun tercero denuncia dominio koz choque cadena gral paz asegurado segundo lugar choque produce venia detras dominio mju;comprometida
aa    ;circulando betinotti terminando cruzar yerra tercero venia colisiona frente lateral trasero derecho desp;concurrente
peaton;asegurado circulando gaona girando izquierda argerich impacta parte delantera izquerda peaton cruzaba calzada argerich peaton cae calzada ;comprometida
am    ;asegurado circulando thames querer doblar hacia munecas impacta moto circulaba mismasin ;comprometida
am    ;asegurado circulaba lambare colisiona parte delantera parte trasera moto frena misma moto tenia ocupantes ambos tenian cayeron piso presetaban dolor retiraron propios medios ;comprometida
aa    ;asegurado inicia marcha luego semaforo embiste parte delantera aseg parte trasera tercero tercero menciona latigazo cervical desplazamiento golpe leve;comprometida
am    ;saliendo estac saldia moto circulba contramano membiste frente delderechoel mismo cae piso posibles lesionesse presenta desplazamientono posee datos origen venezolanodueno moto nicolle david mejias cano dni;comprometida
am    ;circulaba acosta doblo julian perez izquierda momento embiste moto parte delantera izq moto sola persona cae piso recuerdo tenia ;comprometida
am    ;circulaba gallo girar hacia lafallete siento lat derecho moto solo acupante cae pavimento bajo asisto veo posee raspones brazo izq ofresco asistencia medica niega int datos retira medios int;comprometida
am    ;venia larrea persona bicicleta delante mio as mismo pego volantazo esquivar derecha lado acompanante alanzo tocar personas motofue tema leve particip asegurado ratifico posteriormente datos terceros reclamantes;comprometida
aa    ;aseg circulando warnes tercero circulando thamesal llegar interseccion colisionan ambos parte frontal causa colision impacta masetero parte frontal danando varias partes lesionados traslada tercero hospital dolores torax air bag;discutida
am    ;circulando avcrdoba direccin interseccin juan b justo carril extremo derecho indicacin giro derecha moto realiza sobrepaso derecha haciendo caso omiso senal lumnica sonora giro derecha impactando rueda delantera derecha vehculo;comprometida
am    ;saliendo ruta moto detras misma colisiona lateral izquierdo persona misma cae suelo tenia lesiones ;concurrente
am    ;redgreenluefs circulando figueroa alcorta doblar dercha tagle entrar canal embestido moto puerta deldersin amb;comprometida
aa    ;asegurado circulando murgiondo colisiona parte trasera tercero delante detiene lesiones desplazamientos;comprometida
am    ;circulaba belgrano san vicente buenos airesy cruzar mayo choca moto frenos ;comprometida
am    ;circulaba san isidro labrador intentar doblar izquierda arias previa senalizacin luz giro impactado puerta delantera izquierda neumatico delantero moto gilera aygx conducida jonathan l chacoa dni aseguradora atmpoliza produce caida moto salta moto caerse lesionados siniestro produce moto circulaba mismo auto intento pasarme lado izquierdo datos tercero jonathan leandro chacoa gilera vc aygx atm cia seguros;comprometida
am    ;circulaba rivadavia llegar plata moto circulaba detras intenta sobrepasar izquierda momento intentaba evadir vehiculo embiste lateral izquierdo lateral derecho moto ocupante cae pavimento levanta propios medios manifestaba dolencia derecha intercambiamos datos retira circulando moto ;comprometida
am    ;mecanica hecho segun version asegurado iba circulando cristologo larralde izquierda intenta pasar moto querer encerre auto rompieron accesorios mismad ;comprometida
am    ;asegurado iniciaba marcha luego habilita semaforo colisionado parte delantera izquierda moto maniobra cambiar carril ultima colisionar aseg colisina tercero datos desconoce unico ocupante moto tenia cayo piso presentaba lesiones visibles retiro propios medios nego pedir ;discutida
aa    ;circulando roca ahora kirchner luz cuanod b venia interseccion pendas derecha llega frenar ponerse semaforo embiste parte lateral dealntera derecha moto cae piso ofreci llamar emergencia quizo solo pasamos datos retiro medios manifestar lesiones aparentes mas gterceros involucrados lesionados datos tercero cormillot ruben alexander honda nf jxi atm;concurrente
am    ;termino cruzar enviste moto detras asegurado manifiesta terminando cruzar embestido detras motocicleta asegurado circulaba florida choque produce terminando cruzar eduardo muniz localidad ituzaingo circulaba florida muniz termina cruzar choca atras danos parte trasera derecha sabe vino moto supuestamente venia muniz derecha fren par acruzar muniz suelen colectivos colision leve tercero sufri golpes raspones retiro propios medios particip;discutida
aa    ;asegirado circulando wenceslao tata interseccion potosi impacta parte delantera derecha lateral delantero derecho lateral trasero izquierdo tercero circulaba potosi alta velocidad producto tercero vuelca calzada ;concurrente
am    ;estacionada moron abro puerta lado moto embiste dicha puerta moto sola persona cae piso ;comprometida
am    ;realizar maniobrasbpara ingresar garage domicilio ubicado libertad doble circulacion produce colision parte lateral moto circulaba misma contrario cae vereda habia pasto motociclista bajo asisto incorpora medios poseia corte abdomen ofresco llevarlo centro asistencial acepta dejamos moto domicilio solicita pasemos trabajo empleado ferrocarril sarmiento ahi completa planilla dirijimos delegado centro asistencial clinica constituyente asistente luego deriban art clinica ituzaingoya debian realizarle puntos herida delegado ofrece llevarlo lugar intercambiamos celulares dijo domiciliono int;comprometida
