cod_accidente,descripcion_del_hecho - Final,responsabilidad
ACI   ,"ASEG CIRCULANDO POR EVA PERON PARA DOBLAR A PUMACAHUA CUANDO DOS CONTEINER LE TAPAN LA VISION Y EL CONDUCTOR NO VE QUE HABIA UN TERCERO EN BICICLETA Y LO IMPACTA CON SU PARTE DELANTERA, CONDUCTOR DE TERCERO CAE SOBRE EL CAPOT Y DESPUES AL SUELO// ES ASISTIDO POR AMBULANCIA Y TRASLADAN AL HOSPITAL

",COMPROMETIDA
AM    ,"MECANICA DEL HECHO SEGUN VERSION ASEGURADO:\fs18  0 Asegurado circulaba por la avenida Peron, cuando al detenerse, con luz de giro para ingresar hacia la derecha al estacionamiento de un supermercado, es embestido en la parte trasera por una moto que circulaba detras de este. En la moto iba un solo ocupante cae al piso, tenia casco, desconoce si lo tenia puesto al momento del siniestro. El conductor de la moto fue trasladado en ambulancia al hospital trauma de Pablo Nogues. Asegurado fue trasladado hasta la comisaria la comisaria de polvorines. Sin desplazamiento.-

AMPLIACION ASEURADO: 0 Nos confirma la mecanica, (el estaba ingresando al estacionamiento cuando es embestido). Nos amplia que sufrio lesiones tambien.  Respecto de intervencion de policia nos comenta que interviene la comisaria 2da de polvorines. Fue trasladado a la comisaria donde le tomaron declaracion, le retuvieron el auto, pero no le realizaron test de alcoholemia por ninguna via. El same traslado al tercero al hospital TRAUMA de Polvorines. Se lo cruzo al dia siguiente pero no intercambiaron comentarios, solo le pidio que haga la denuncia en su seguro para poder hacer el reclamo.
d",CONCURRENTE
AA    ,"ASEGURADO CIRCULANDO POR AUTOPISTA ES EMBESTIDO EN LA PARTE TRASERA DERECHA POR UN TERCERO QUE CIRCULABA EN MISMO SENTIDO  CON LA PARTE DELANTERA  ASISTE AUTOPISTA Y AMBULANCIA EL TERCERO SE DESPLAZA Y EMBISTE CONTRA UN DIVISOR DE CEMENTO Y HABRIA SUFRIDO LESIONES .

 AMPLIACIN ASEGURADO:

El venia circulando por acceso Oeste, a la altura del KM 41 (Salida a La Reja). Se encontraba circulando en modo crucero a una velocidad de 100Km por hora aproximadamente, cuando desactiva el modo crucero ya que a 800 mts la calzada se reducia por obras. Cuando reduce la velocidad es cuando siente el impacto en su parte trasera derecha. No Realizo ningun movimiento, ni cambio de carril. Luego del siniestro llamo al 911, no recuerda que comisaria es la que interviene solo sabe que es policia de la provincia por los colores de la camioneta. Adicional a esto interviene vialidad y una ambulancia que pasaba por la zona al momento del siniestro y el la detiene para que atiendan al tercero, quien no tenia lesiones de gravedad, solo los dolores del golpe. Ni la policia, ni vialidad, ni la ambulancia le realizaron test de alcoholemia por ninguna via. La policia le tomo sus datos y los del tercero pero no lo trasladaron a la comisaria a ninguno de los dos conductores. 

",DISCUTIDA
AM    ,"ASEGURADO CIRCULANDO POR CAMINO DE LA RIVERA HACIA MERLO CUANDO UNA MOTO QUE CIRCULABA EN EL MISMO SENTIDO  LO SOBREPASA Y COLISIONA CON EL ESPEJO RETROVISOR EXTERNO IZQUIERDO, EL CONDUCTOR DE LA MOTO LLEVABA CASCO Y NO CAE AL PISO SE RETIRA POR SUS PROPIOS MEDIOS. EL ASEGURADO FRENA REPENTINAMENTE Y EL VEHICULO QUE VENIA ATRAS LO COLSIONA CON SU FRENTE EN PARTE TRASERA. SIN DESPLAZAMIENTO  NI LESIONADOS. NO INTERVINO NI POLICIA NI AMBULANCIA
",COMPROMETIDA
AM    ,"EL VEHICULO ASEGURADO CIRCULABA POR VITO DE SAVIA-GIRANDO A LA IZQUIERDA-EMBISTE A UNA MOTO PROVENIENTE DE SALCEDO QUE VENIA EN SENTIDO CONTRARIO-CON EL FRENTE-EL MOTOCICLISTA CAE-LLEVABA CASCO-INTERVIENE POLICIA Y AMBULANCIA SIENDO TRASLADADA AL HOSP SANJONANI-CON LESIONES EN LA CERVICAL Y HOMBRO-TE ASEGURADO 1553290104.-",COMPROMETIDA
AM    ,"LUGAR DE OCURRENCIA : AUTOPISTA 9 DE JULIO SENTIDO CABA : CIRCULANDO POR AUTOPISTA A LA ALTURA DE CONSTITUCIN, ME TIRO A LA BANQUINA Y SOY COLISIONADO POR UNA MOTO QUE VENIA A UNA ALTA VELOCIDAD DAnANDOME MI PARTE TRASERA DERECHA. CON EL IMPACTO ME DESPLACE E IMPACTE MI PARTE DELANTERA DERECHA.- EN LA MOTO IBAN DOS PERSONAS, NO RECUERDO SI USABAN CASCO, NO CAYERON AL PISO, SIN INTERVENCION DE AMBULANCIA NI DE LA POLICIA. ASISTI AL CONDUCTOR LLEVANDOLO AL HOSPITAL. TE 1156563277
",COMPROMETIDA
AM    ,"VH ASEGURADO CIRCULABA POR AV  CORRIENTES CUANDO ES COLISIONADO EN SU PARTE DELANTERA IZQUIERDA POR UNA MOTO QUE MANIOBRA PARA CAMBIAR DE CARRIL SOBRE LA MISMA. LA MOTO TENIA DOS OCUPANTES, AMBOS TENIAN CASCO. NO CAYERON AL PISO. NO PRESENTABAN LESIONES VISIBLES, SE RETIRARON POR PORPIOS MEDIOS. NO HUBO INTERVENCION MEDICA NI POLICIAL.
",CONCURRENTE
PEATON,";\red31\green73lue125;
 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 saliendo del garage de mi hija, toco con la parte trasera del auto al peaton , hecho sucedido por el intenso trafico mal estacionado, el peaton manifesto dolor en el tobillo, intervino policia y ambulancia y lotrasladaron al hospital. no hay otros terceros involucrados ni lesionados
",COMPROMETIDA
AM    ,"CIRCULANDO CUANDO UNA MOTO QUE VENIA POR DETRAS DESDE MI DERECHA REALIZA UNA MANIOBRA Y SE COLOCA POR DELANTE DE MI VH,ACTO SEGUIDO FRENA YOTAMBIEN INTENTO FRENAR PERO NO LLEGO A HACERLO POR COMPLETO Y LO COLISIONO CON MI PARTE DEL EN SU PARTE TRAS,EL CONDUCTOR Y UNICO OCUPANTE CAE AL PISO,EL ASEGURADO ACA DETIENE SU MARCHA UNOS POCOS MTS DELANTE..PARA OFRECER ASISTENCIA,EL 3RO SE LEVANTO POR SUS PROPIOS MEDIOS Y ESPERO PARA INTERCAMBIAR DATOS CON EL ASEGURADO ACA EN LA INTERSECCION CON CALLE EINSTEINLUEGO DE ESTO SE ACERCA UN FLIAR/AMIGO DEL 3RO QUEDANDO CON EL ASEG. ACA PARA TOMAR DATOS,EL CONDUCTOR SE RETIRA NO SE SABE MEDIO/NO HUBO INTERVENCION DE POLICIA NI DE SAME.- DATOS DEL TERCERO: GONZALEZ GASTON MORALES HONDA C6 TITAN A091SZP 38422006 ATM
",COMPROMETIDA
AM    ,"CIRCULABA POR AV CORRIENTES CUANDO AL ESTAR GIRANDO HACIA PASTEUR IMPACTO CON UNA MOTO QUE CIRCULABA POR AV CORRIENTES A MI IZQUIERDA. EL UNICO OCUPANTE D ELA MOTO CAE AL PISO, PRESENTABA ESCORIACIONES EN EL BRAZO Y PIERNA. INTERVIENE SAME Y POLICIA, LO ASISTEN EN EL LUGAR Y EL TERCERO NO QUIERE SER TRASLADADO. SE LABRA UN ACTA Y EL ASEG Y TERCERO SE RETIRAN DEL LUGAR SIN SECUESTRO DE VHS
",COMPROMETIDA
AM    ,"VH ASEGURADO CIRCULANDO POR CALLE MORENO AL QUERER GIRAR A LA IZQUIERDA Y CAMBIAR DE CARRIL ES COLISIONADO EN SU ANGULO TRASERO IZQUIERDO POR UN TERCERO EN MOTO (1 PERSONA CON CASCO) TERCERO CAE AL PISO, GOLPES EN CODO Y TOBILLOS, TERCERO SE RETIRA POR SUS PROPIOS MEDIOS.
",COMPROMETIDA
AM    ,"CIRCULABA POR AV A LINCOLN, GIRA HACIA LA DERACHA PARA GABRIELA MISTRAL CUANDO IMPACTA SU LATERAL DELANTERO DERECHO CONTRA UNA MOTO QUE CIRCULABA POR AV A LINCOLN CONTRA EL CORDON. EL CONDUCTOR DE LA MOTO SE CAE AL PISO, TENIA CASCO, INDICO TENER UN DOLOR EN LA PIERNA, LO TRASLADADO POR LA AMBULANCIA DEL SAME HASTA EL HOSPITAL ZUBIZARRETA. INTERVIENE LA COMISARIA 11 B. SIN DESPLAZAMIENTOS.",COMPROMETIDA
AM    ,"CIRC. POR HERRERA AL DOBLAR A LA IZQUIERDA PARA TOMAR SUAREZ UN MOTOCICLISTA ME COLISIONO EN GUARDABARRO DELANTERO IZQUIERDO, NO SE CAYO, NO INTERVINO POLICIA NI AMBULANCIA, INTERCAMBIAMOS DATOS Y NOS FUIMOS.
",COMPROMETIDA
AM    ,"CIRCULANDO POR REPUBLICA CRUZA LA MOTO QUE VENIA POR RIVADAVIA CHOCA A LA PARTE IZQUIERDA EL CONDUCTOR DE LA MOTO IVA SOLO SE CAE HUBO INTERVENCION POLICIAL Y AMBULANCIA SIN DESPLAZAMIENTOS",COMPROMETIDA
AM    ,"CIRCULANDO POR CUELLI AL DOBLAR EN CALLE BONIFACINI EN CASEROS ME DOY CUENTA QUE ERA CONTRAMANO Y VOLANTEO PARA RETOMAR CALLE CUELLI Y SE PRODUCE LA COLISION CON MI PARTE LATERAL DERECHA Y UNA MOTO QUE CIRCULABA POR CALLE CUELLI.- EN LA MOTO IBA UNA SOLA PERSONA, TENIA CASCO COLOCADO, CAE AL PISO, NO INTERVIENE POLICIA NI AMBULANCIA.- SE RETIRO POR SUS PROPIOS MEDIOS.-
",COMPROMETIDA
ACI   ,"EL ASEGURADO CIRCULABA SOBRE CALLE CERRI EN EL CRUCE CON CALLE SAN ANTONIO IMPACTA A UN TERCERO QUE CIRCULABA SOBRE LA ULTIMA CON SU PARTE DELANTERA IZQUIERDA . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE , SIN CASCO ,. CAE AL PISO PRSENTABA DOLORES Y RASPON EN LA PIERNA , FUE TRASLADADO AL HOSPITAL DE MERLO POR EL ASEGURADO . NO INTERVINO POLICIA .",COMPROMETIDA
ACI   ,"VH ASEG CIRCULABA SOBRE ZABALA CUANDO IMPACTA CON SU PARTE DELANTERA IZQ, ANTE UN 3RO (BICICLETA) QUE CIRCULABA SOBRE ESLOVENIA. SIN DESPLAZAMIENTOS NI LESIONADOS. (BICI: DOS PERSONAS SIN CASCO. SE LEVANTAN POR SUS MEDIOS. INTERVIENE POLICIA Y AMBULANCIA. FUERON TRASLADADOS A CLINICA MODELO DE MORON)",COMPROMETIDA
PEATON,"VEHCULO ASEGURADO CIRCULABA POR CALLE ECHEANDIA, AL GIRAR PARA TOMAR CALLE ESCALADA, IMPACTA CON SU PARTE DELANTERA A UN PEATON QUE CRUZABA. 
PEATON CAY AL PISO - FUE TRASLADADA POR EL SAME AL HOSPITAL CECILIA GRIERSON - INT CRIA 40 - CEL ASEG : 1558122078
",COMPROMETIDA
AM    ,"CIRCULANDO SOBRE CALLE J.MARMOL,AL GIRAR A LA IZQUIERDA PARA TOMAR AV. MITRE EN DIRECCION A CABA, SE PRODUCE LA COLISION EN EL PARAGOLPE DELANTERO DERECHO (OPTICA,CAPOT) CON UN TERCERO EN MOTO, QUE CIRCULABA SOBRE AV MITRE, SOBRE LA CONTRAMANO EN SENTIDO CONTRARIO AL MIO. UN OCUPANTE, CON CASCO, SE CAE AL PISO, INTERVIENE POLICIA- SE RETIRA POR SUS PROPIOS MEDIOS- TENIA RASPON EN CODO , ESPALDA Y PIERNA- NADA MAS VISIBLE- NO QUIZO AMBULANCIA - CEL 1540288203
DAnOS DE ESTACIONAMIENTO.LATERAL TRASERO IZQUIERDO.-
",COMPROMETIDA
AA    ,"VH ASEGURADO CIRCULABA POR CALLE 15 DE AGOSTO CUANDO COLISIONA SU PARTE DELANTERA EN PARTE TRASERA DE UN TERCERO QUE FRENA SOBRE LA MISMA.SIN LESIONES NI DESPLAZAMIENTOS.
.-",COMPROMETIDA
AM    ,"VH ASEGURADO CIRCULABA POR CALLE DR J C SALABERRY CUANDO ES COLISIONADO EN SU PARTE LATERAL DELANTERA DERECHA CON PARTE DELANTERA DE UNA MOTO QUE CIRCULABA POR CALLE 30.LA MOTO TENIA DOS OCUPANTES, AMBOS TENIAN CASCO. CAYERON AL PISO, PRESENTABAN LESIONES VARIAS. SE RETIRARION POR PROPIOS MEDIOS. NO HUBO INTERVENCION MEDICA NI POLICIAL",CONCURRENTE
PEATON,";\red0\green0lue0;
 ASEGURADO CIRCULANDO POR AV IRIARTE AL NO PODER MANIOBRAR PARA ESQUIVAR UN PEATON QUE CRUZABA LO IMPACTA. 
INTERVIENE POLICIA Y AMBULANCIA

 AMPLIACION DEL ASEGURADO
-Yo venia por Av Iriarte hacia Av Velez Sarfield, luz verde para mi, una chica cruza mirando para el lado del semaforo y no mira para su izquierda que es por donde yo venia, es ahi donde la alcanzo a chocar. En la misma esquina de Iriarte y Perdriel hay paradas de colectivos, en ese momento habia uno detenido y cuando yo cruzo me aparece de sorpresa la nina sin poder frenar a tiempo, lo hago un par de metros mas adelante. Nos bajamos con mi marido que es quien venia del lado del acompanante, la chica habia quedado en medio de la avenida, un chico la levanto y la acosto sobre la vereda, llego enseguida un patrullero al que yo enseguida le comento que yo era quien manejaba, me dijo que corriera el auto del medio de la avenida, entonces lo estacione como corresponde. Todos llamamos varias veces al same, 911, 147 etc. Llegaron como tres patrullas mas, me toman los datos personales y del auto, me muestran que esta todo bien, que no hay antecedentes de nada. Al momento del choque la chica iba con una amiga que es quien quiere atajarla para que no cruce y no logra hacerlo (es lo que la amiga comento). La chica que choco creo que se llama Rita o por lo menos asi la nombre el papa en el hospital. La mama de Rita llego enseguida porque viven a media cuadra del hecho. Yo le doy mi numero de celular a Laura mama de Rita para saber el estado de la misma, la llevan al hospital Penna. Una vez terminado el tramite con la policia de testigos y detalles de como quedo el auto, firmo, ellos se llevan el vehiculo para pericias, me dijeron que me van a llamar para declarar. Nos tomamos un taxi con mi marido hasta mi casa, estuvimos 15\'b4y nos fuimos al hospital Penna para saber de Rita. Nos encontramos con el papa, nos dice que le habian hecho varias placas y que estaba todo bien, solo dolorida y una pequena fisura en el omoplato pero nada importante, nos agradecio que hayamos ido y que Rita (es ahi cuando la nombra) le dijo que fue ella quien cruzo mal. Nos quedamos una hora para saber algo mas, al rato salen de traumatologia, en silla de ruedas porque se tenian que quedar un tiempo mas, saludamos a la nena y nos fuimos.

-Intervino la comisaria 30 de Barracas. 
-Celular de Laura madre de la menor llamada Rita de 14 anos 1158640853.
-No me realizaron ningun control de alcoholemia. (le pregunte porque no lo realizaba y me dijo que no era necesario porque no me sintio olor a alcohol ni vio nada raro en mi como para hacerlo, cuando hablo con el fiscal le comento lo mismo y estuvieron deacuerdo).\fs24

",COMPROMETIDA
AM    ,"ME DISPONGO A DOBLAR A LA IZQUIERDA EN PELAGIO LUNA Y UNA MOTO DESDE LA IZQUIERDA ME INTENTA SOBREPASAR Y ME IMPACTA EN EL LATERAL IZQUIERDO DE MI VH. SE PRODUCE LA CAIDA DE LOS DOS OCUPANTES. UNO DE ELLOS SE INCORPORA POR SUS PROPIOS MEDIOS. INTERVIENE POLICIA Y AMBULANCIA Y LOS TRASLADAN A HOSPITAL TRAUMA PABLO NOGUES. EL CONDUCTOR INDICA DOLOR---- EN RODILLA Y BRAZO DERECHO. LA ACOMPAnANTE NO INDICA LESION. NO LLEVABAN CASCO. LOS ACOMPAnO AL HOSPITAL. LE DAN EL ALTA Y ME INDICAN ESGUINCE. NO HUBO OTRO VH. INVOLUCRADO TITULAR SEGURO: VALLEJOS DANIEL - DU 32498270 ACOMPAnANTE: LUDMILA DUARTE - SIN DATOS Y NO INDICA LESION DATOS DEL TERCERO: CABALLERO MATIAS AGUSTIN YAMAHA FZ A090XUD 45307732 TRIUNFO SEGUROS
",COMPROMETIDA
AM    ,"Asegurado por avenida 66 va a doblar en calle 29 cuando por la izquierda una moto lo quiere adelantar y se produce la colison con la rueda delantera izquierda.  ocupantes en la moto sin casco sin seguro . caen al piso los dos intervino policia y ambulancia. te 1532704768
d",COMPROMETIDA
ACI   ,"CRUZANDO EL PUENTE aLVAREZ ,UNA MOTO INVADE MI CARRIL. LO ESQUIVe Y POR HACER ESTO IMPACTAMOS LEVEMENTE CON UN CICLISTA QUE VENA DE LA MANO DE ENFRENTE. EL CICLISTA NO SE CAY. SIN INTERVENCIN DE POLICA NI DE AMBULANCIA. SE MARCH POR SUS PROPIOS MEDIOS TRAS DEJARME SUS DATOS..-",COMPROMETIDA
AM    ,";\red0\green0lue0;
 EL ASEGURADO CIRCULABA POR AV CASEROS Y UNA MOTO LO COLISIONA EN EL LATERAL IZQUIERDO.  NO INTERVINO POLICIA NI AMBULANCIA

 AMPLIACION0
El dia 19 de Noviembre del 2019 a las 11:30 AM me encontraba en la Av caseros 3450 detenido. Estaba esperando a poder circular, se encontraba  un colectivo a mi mano dereche detenido tambien por el semaforo en ese momento estaba en rojo yo miro por el retrovisor no veo a ningun tipo de vehiculo circulando giro apenas un metro o menos hacia la derecha aun estando detenido el colectivo cuando derrepente llega el sr con la moto a toda velocidad pasando el colectivo por mano derecha y cochando el auto por el lado del conductor sobre la cubierta. El trato de frenar pero con la velocidad que iba no logro ocasionando el dano sin el caerse enseguida el se baja y se estaciona mas adelante.\fs24
",COMPROMETIDA
AM    ,"VH ASEGURADO CIRCULANDO POR GRIVEO, AL DESPLAZARSE LEVEMENTE A LA IZQUIERDA PARA PASAR LOMO DE BURRO CUANDO UN TERCERO (MOTO, 2 OCUPANTES, CON CASCO) INTENTA SOBREPASAR AL VEHICULO ASEGURADO POR PEQUEnO ESPACIO QUE QUEDABA A LA IZQUIERDA Y PIERDEN LA ESTABILIDAD CAYERON DE LA MOTO. NO INTERVINO POLICIA NI AMBULANCIA.",COMPROMETIDA
PEATON,"MECANICA DEL HECHO SEGUN VERSION ASEGURADO:0  Vehiculo asegurado circulaba sobre calle Gral Paz cuando colisiona su parte delantera contra un peaton (menor de edad) que sale de entre los autos estacionados. El peaton cayo al piso, no presentaba lesiones visibles, se retiro por propios medios con sus familiares. No hubo intervencion medica ni policial. Los familiares trasladan al menor al hospital austral y luego de un periodo de internacion en observacion medica, le dan el alta. Sin desplazamiento.-
d AMPLIACION ASEGURADO:0  Me informa que se encontraba circulando sobre calle Gral Paz, momento en el que cruza corriendo la menor, la cual sale detras de un auto alto lo cual le impidio verla. 
La tercera cruzo la calle siguiendo a su madre quien habia cruzado anteriormente y a quien el asegurado si habia visto. 
Indica que la menor cae al piso y se reincorpora rapidamente. Tenia puesto el uniforme del colegio que es de color blanco y no se observaron manchas de sangre. 
La madre asustada la abrazaba y le preguntaba si estaba bien y ella le decia que si. 
Como reconocio el uniforme fue al colegio donde pidio los datos de la menor, pero no se los pasaron para no dar informacion. 
 Desde el colegio unicamente le informaron que estuvo en el hospital haciendose controles de rutina pero que en principio no habria lesiones.

d",CONCURRENTE
AM    ,"VH ASEGURADO CIRCULANDO POR AV ONZARI AL GIRAR EN CALLE LAFUENTE COLISIONA CON SU LATERAL DERECHO A UN TERCERO EN MOTO (1 PERSONA CON CASCO) CAE AL PISO, TERCERO SE RETIRA POR SUS PROPIOS MEDIOS. NO INTERVIENE NI POLICIA NI AMBULANCIA.-
.-",COMPROMETIDA
PEATON,"MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Asegurado circulaba por Av. Rivadavia y al girar en Carabobo, se encontraba un peaton mirando el celular, el cual avanzo y segun dice le pisa el pie derecho por lo que toca la parte delantera del vehiculo asegurado y cae al asfalto. hubo intervencion policial y ambulancia. No hubo desplazamientos. el tercero fue trasladado al Hospital Alvarez, desconoce si quedo internado.

d\sa160 AMPLAICION ASEGURADO: Por escrito. 0 intervino la Comisaria 50.  Manifesto que no le realizaron test de alcoholemia.  0 El tercero fue derivado al hospital Alvarez, aparentemente no tendria lesiones de gravedad. No tiene datos del tercero mas que los aportados en su momento al realizar la denuncia.
d",COMPROMETIDA
AM    ,"MECANICA DEL HECHO SEGUN VERSION ASEGURADO0 : Asegurado circulando por Calle 78 (Venezuela) saliendo de una cooperativa cuando maniobra para girar a la izquierda en calle 4 de Febrero es colisionado en su parte delantera derecha y lateral delantero derecho por una moto que circulaba sobre la ultima mencionada. En la moto circulaba 1 persona con casco que no cae a la calzada. No intervino policia ni ambilancia. Sin desplazamientos. Tercero se retira por sus propios medios.",COMPROMETIDA
AA    ,"ASEGURADA CIRCULANDO SOBRE AV. CNEL. LARRAZABAL CUANDO AL LLEGAR AL CRUCE DE COLECTORA AU. DELLEPIANE NORTE  , ES COLISIONADA POR UN TERCERO QUE CIRCULABA SOBRE ESTA ULTIMA Y QUE IMPACTA CON PARTE DELANTERA EN LA PARTE DELANTERA DERECHA ASEG. . SIN DESPLAZAMIENTOS. SIN LESIONES .

d",
AM    ,"CIRCULANDO POR ARANA, UN TERCERO QUE VENIA POR ARENALES FRENA DE GOLPE, AI CUANDO PASA, SUELTA EMBRAGUE Y ME EMBISTE LATERAL DERECHO CON SU FRENTE-1 OCUPANTE , CON CASCO, CAE AL PISO. NO INTERVINO AMBULANCIA NI POLICIA-1168604068.-",CONCURRENTE
AM    ,"VH ASEG CIRCULABA POR AV RIVADAVIA, AL LLEGAR A PALLARES CON LUZ DE GIRO MANIOBRA A SU IZQUIERDA PARA LUEGO TOMAR PALLARES Y FUE COLISIONADO EN SU LATERAL TRASERO IZQUIERDO POR EL FRENTE DE LA MOTO QUE VENIA DETRAS. EN LA MOTO VIAJABAN DOS PERSONAS, CONDUCTOR MASCULINO, ACOMPAnANTE FEMENINO, AMBOS SE MANTIENEN ARRIBA DE LA MOTO NO PERDIERON LA ESTABILIDAD. INTERCAMBIARON ALGUNOS DATOS Y SE RETIRARON DEL LUGAR.- 
SIN CASCO AMBOS.
",COMPROMETIDA
CICL  ,"ESTACIONe MI AUTO SOBRE LA DERECHA, EN MI LUGAR DE TRABAJO HABITUAL, ABR LA PUERTA PARA BAJAR DEL VEHCULO Y FUI EMBESTIDO POR UN CICLISTA. EL CICLISTA FUe TRASLADADO AL HOSPITAL ARGERICH. LO REVISARON, LE TOMARON  PLACAS A LAS 15:30  FUE DADO DE ALTA. ESTABA EN BUEN ESTADO GENERAL AUNQUE CON DOLORES. LE RECETARON DICLOFENAC Y REPOSO.
d
 AMPLIACION
d Estacione el auto en la calle Ministro Brin al 631 aprox del lado derecho. Al bajar del auto, apenas abri la puerta siento al golpe de una bicicleta y un joven cae en la calle. Rapidamente lo ayudamos, junto a otros dos amigos del joven accidentado. Como manifestaba dolor en la nuca le dijimos que se quede quieto tendido boca arriba. Llame al SAME. A los diez minutos llego un patrullero, el policia nos pidio los datos. El joven contesto las preguntas con lucidez y no parecia tener fracturas y heridas de gravedad. Llego la ambulancia a los quince minutos. Lo llevaron al hospital Argerich. Fui a verlo. Alli le tomaron placas de cabeza, cuello, torso, espalda, brazos, piernas.
La medica reviso las placas, senalo que habia sufrido un fuerte golpe y le indico diclofenac y reposo unos dias en su casa.",COMPROMETIDA
AM    ,"VEHCULO ASEGURADO CIRCULABA POR CALLE BOGOTA, SE DETIENE AL LLEGAR A LA ESQUINA CON CALLE CARACAS, Y RESULTA IMPACTADO EN SU LATERAL DELANTERO DERECHO POR UNA MOTO QUE CIRCULABA SOBRE LA PRIMERA Y LA SOBREPAS. SIN DESPLAZAMIENTOS 
MOTO: 1 OCUPANTE - NO RECUERDA SI TENA EL CASCO PUESTO - NO SE CAY AL PISO - NO MANIFEST DOLENCIAS - SIN NT MEDICA - SIN INT POLICIAL - SE RETIR POR SUS MEDIOS EN LA MOTO 

LA ASEGURADA FORMALIZO DENUNCIA EN CASA CENTRAL 
CUANDO LLEGO  A LA ESQUINA Y TUVO QUE SOBREPASAR A UN AUTO QUE ESTABA EN UNA OCHAVA MAL ESTACIONADO 
REALIZA UNA MANIOBRA PARA ESQUIVAR A ESE AUTO Y PODER CRUZAR.  
LA MOTO PAS  ENTRE EL AUTO ASEGURADO Y EL AUTO MAL ESTACIONADO
FUE ALGO MUY LEVE 
NO PARTICIP POLICA NI AMBULAIA
NO INTERVINO POLICIA 
",COMPROMETIDA
AM    ,"ASEGURADO CIRCULABA POR PERIBEBUY AL LLEGAR A LA ESQUINA COLISONA CON EL TERCERO EL  CUAL VENIA POR ISLAS MALVINAS  NO SE DETUVO Y A CONSECUENCIA ASEGURADO EMBISTE AL MISMO UN SOLO OCUPANTE, SE GOLPEA LEVEMENTE.SI INTERVENCION POLICIAL NI AMBULANCIA
.-",COMPROMETIDA
AM    ,"ASEGURADO CIRCULANDO POR LARRALDE AL DOBLAR HACIA ASCASUBI, CUANDO ES IMPACTADO POR UNA MOTO EN EL LATERAL IZQUIERDO EL CUAL CIRCUILABA POR  MISMA MANO DEL ASEG Y LO SOBREPASA AL MOMENTO QUE EL ASEG SE DISPONE A DOBLAR A LA IZQUIERDA CON GIRO.  2 OCUPANTES EN LA MOTO - CAEN AL PAVIMENTO - SIN CASCO - INTERV AMB DEL SAME  LOS CUALES SON TRASLADADOS AL HOSPITAL DE MORENO. EL ASEGURADO DETALLA QUE DURANTE LA ESPERA DE LA AMB APARECEN UNOS TERCEROS  LOS CUALES SE LLEVAN LA MOTO DEL LUGAR,  DESCONOCEN LA MAGNITUD DE LAS LESIONES. (APARENTEMENTE UNO DE LOS OCUPANTES FUE ASISTIDO QUIRURGICAMENTE ) ASEG REALIZA DENUNCIA POLICIAL ",COMPROMETIDA
AM    ,"PADRE DE ASEGURADA CIRCULABA POR EL LUGAR AL DOBLAR  HACIA LA IZQIUERDA  UNA MOTO INTENTA PASARLO Y ASEGURADO COLISIONA CON EL MISMO. UN SOLO OCUPANTE , CON CASCO COLOCADO , CAE AL SUELO , LUEGO SE LEVANTA. SIN LESIONES
",COMPROMETIDA
AM    ,"VH ASEG CIRCULANDO POR CALLE JURAMENTO, CUAND EN LA INTERSECCION CON CALLE VERAGUA NO LOGRA EVITAR IMPACTAR CON SU P DELANTERA DERECHA EN EL LATERAL IZQUIERDO A UN TERCERO ( MOTO) QUE IBAN DOS OCUPANTES CON CASCO PUESTO, ESTOS CAEN AL PAVIEMENTO, SE REINCORPORAN POR SUS PROPIOS MEDIOS NO INTERVINO POLICIA NI AMB.-.-",COMPROMETIDA
