cod_accidente;descripcion;filter;responsabilidad;narracion;resultado
aa    ;vh asegurado circulando por ruta  cuando colisiona con su parte delantera en la parte trasera de un tercero que circulaba delante del mismo producto del desplazamiento el tercero colisiona con su parte delantera en la parte trasera de otro tercero que circulaba delante del mismo y se dio a la fuga sin lesionados;vehiculo asegurado circulando ruta colisiona su parte delantera parte trasera tercero circulaba delante mismo producto desplazamiento tercero colisiona su parte delantera parte trasera otro tercero circulaba delante mismo dio fuga sin lesionados;comprometida;tercera persona;1
aa    ;vh circulando por au panamericana au se llena de agua asegurado pierde el control hace trompos colisiona son guardarrail y posible colision con vh tercero que colisiona tambien con guardarrail   aseg desconoce como ocurri la  colision lesionado ero  corte en frente es trasladado en ambulancia;vehiculo circulando au panamericana au llena agua asegurado pierde control hace trompos colisiona son guardarrail posible colision vehiculo tercero colisiona tambien guardarrail asegurado desconoce como ocurri colision colisionado tercero corte frente es trasladado ambulancia;comprometida;tercera persona;1
aa    ;vehculo asegurado circulaba por dr salvador sallares al cruzar interseccin con av gral san martin  se detiene al ver un vehculo circulando sobre la daltima pero se desliza a raz de la lluvia y se produce el impacto de su parte delantera derecha en la parte delantera izquierda del tercero sin desplazamientos el tercero manifestaba dolores cervicales sin intervension policila ni de ambulancia el tercero manifest dolor de cervical sin int medica  ni policial;vehiculo asegurado circulaba dr salvador sallares cruzar interseccion avenida general san martin detiene ver vehiculo circulando daltima pero desliza raz lluvia produce impacto su parte delantera derecha parte delantera izquierda tercero sin desplazamientos tercero manifestaba dolores cervicales sin intervension policila ni ambulancia tercero manifest dolor cervical sin int medica ni policial;comprometida;tercera persona;1
aa    ;circulaba por av hipolito yrigoyen voy a girar hacia espana cuando el tercero que venia por la misma avenida por el sentido contrario no me vio y el tercero me colisiono en la rueda de auxiliointervino ambulancia pero no llevo al tercero a ningun lado porque este no tenia lesiones aparentesmi unidad no fue retenida;circulaba avenida hipolito yrigoyen voy girar hacia espana tercero venia misma avenida sentido contrario no me vio tercero me colisiono rueda auxiliointervino ambulancia pero no llevo tercero ningun lado porque este no tenia lesiones aparentesmi unidad no fue retenida;discutida;primera persona;1
aa    ;asegurado circulando sobre gral belgrano colisiona su extremo delantero izquierdo al extremo delantero derecho de un tercero circulando por colectorasin lesionessin desplazamientos;asegurado circulando general belgrano colisiona su extremo delantero izquierdo extremo delantero derecho tercero circulando colectorasin lesionessin desplazamientos;comprometida;tercera persona;1
aa    ;circulaba sobre calle acassuso al llegar a la interseccin con canada de gomez un vehiculo que venia por la derecha frena y me da el paso cuando estoy cruzando otro vehiculo  peugeot  patente sag se adelanta por detras de otro vehiculo acelera y me colisiona en el lateral trasero derecho por el impacto la hija del asegurado resulta con lesiones cervicales el tercero dijo que staba pro estacionar pero se da  al fuga ademas el vh posee dano de estacionamiento en lateral izquierdo;circulaba calle acassuso llegar interseccion canada gomez vehiculo venia derecha frena me da paso estoy cruzando otro vehiculo peugeot patente sag delantera detras otro vehiculo acelera me colisiona lateral trasero derecho impacto hija asegurado resulta lesiones cervicales tercero dijo staba pro estacionar pero da fuga ademas vehiculo posee dano estacionamiento lateral izquierdo;concurrente;tercera persona;0
aa    ;vh asegurado se encontraba circulando el asegurado por av directoriovh del tercero por av directorioasegurado iba circulando por el carril del centro cuando otro vehiculo del lado derecho encierra al asegurado y asegurado maniobrando roza contra el vehiculo del tercero vehiculo asegurado roza con su parte delantera izquierda causando danos en lateral derecho sin lesionados  sin intervencion de ambulancia  sin intervencion policial  sin desplazamiento;vehiculo asegurado encontraba circulando asegurado avenida directoriovh tercero avenida directorioasegurado iba circulando carril centro otro vehiculo lado derecho encierra asegurado asegurado maniobrando roza contra vehiculo tercero vehiculo asegurado roza su parte delantera izquierda causando danos lateral derecho sin lesionados sin intencion ambulancia sin intencion policial sin desplazamiento;comprometida;tercera persona;1
aa    ;el vh aseg circulaba por calle peri entre san martin y cerrito l mirador  el tercero que estaba delante frena y el aseg lo choca en parte trasera con su parte delantera sin lesiones sin despl;vehiculo asegurado circulaba calle peri entre san martin cerrito l mirador tercero estaba delante frena asegurado choca parte trasera su parte delantera sin lesiones sin despl;comprometida;tercera persona;1
aa    ;vh aseg circulando sobre calle virgilioal llegar a interseccioncolisiona con el paragolpe delantero a el lateral delantero izquierdo del terceroque circulaba sobre calle mcervantessin desplazamientossin lesiones;vehiculo asegurado circulando calle virgilioal llegar interseccioncolisiona paragolpe delantero lateral delantero izquierdo tercero circulaba calle mcervantessin desplazamientossin lesiones;comprometida;tercera persona;1
aa    ;el aseg circulaba por calle conde al llegar a la interseccion calle ugarte el aseg al ver que no venia nadie cruza y cuando esta cruzando un ro que venia por ugarte colisiona al aseg en el lateral derecho parte delantera con parte delantera del ro  el aseg fue trasladado por ambulancia la mujer que manejaba el vh ro tambien fue trasladada intervino policia y ambulancia;asegurado circulaba calle conde llegar interseccion calle ugarte asegurado ver no venia nadie cruza esta cruzando ro venia ugarte colisiona asegurado lateral derecho parte delantera parte delantera ro asegurado fue trasladado ambulancia mujer manejaba vehiculo ro tambien fue trasladada intervino policia ambulancia;comprometida;primera persona;0
aa    ;circulaba por la calle rosario vera penaloza cuando el vehiculo que circula delante mio detiene su marcha en forma abrupta y lo colisiono;circulaba calle rosario vera penaloza vehiculo circula delante mio detiene su marcha forma abrupta colisiono;comprometida;primera persona;1
aa    ;me encontraba circulando a baja velocidad cuando de repente el vh de un tercero frena de golpe por lo que lo embisto en su parte trasera con mi parte delantera no hubo lesionados ni mas terceros datos del tercero comas juan marcelo chevrolet corsa ola  orbis;me encontraba circulando baja velocidad repente vehiculo tercero frena golpe embisto su parte trasera mi parte delantera no hubo lesionados ni mas tercero datos tercero comas juan marcelo chevrolet corsa ola orbis;comprometida;primera persona;1
aa    ;vhc asegurado circulando por au perito moreno tras cruzar zuviria es embestido en su lateral izquierdo con la parte delantera de un tercero que circulaba por esta ultima calle mencionada acompanante del asegurado amiga tuvo corte facial intervino ambulancia y policia fue trasladado a hospital a hospital pineiro sin desplazamientos;vehiculo asegurado circulando au perito moreno tras cruzar zuviria es embestido su lateral izquierdo parte delantera tercero circulaba esta ultima calle mencionada acompanante asegurado amiga tuvo corte facial intervino ambulancia policia fue trasladado hospital hospital pineiro sin desplazamientos;concurrente;tercera persona;1
aa    ;el vehiculo asegurado circulaba sobre calle puerto de palos cuando en la interseccion con calle suarez fue colisionado en su lateral delantero izquierdo por parte delantera de un tercero que circulaba sobre la ultima a raiz de esto el asegurado fue desplazado colisionando con persiana de local el tercero fue trasladado al htal argerich;vehiculo asegurado circulaba calle puerto palos interseccion calle suarez fue colisionado su lateral delantero izquierdo parte delantera tercero circulaba ultima raiz esto asegurado fue desplazado colisionando persiana local tercero fue trasladado htal argerich;discutida;tercera persona;1
aa    ;asegurado circulando por autopista es embestido en la parte trasera derecha por un tercero que circulaba en mismo sentido  con la parte delantera  asiste autopista y ambulancia el tercero se desplaza y embiste contra un divisor de cemento y habria sufrido lesiones  ampliacin aseguradoel venia circulando por acceso oeste a la altura del km  salida a la reja se encontraba circulando en modo crucero a una velocidad de km por hora aproximadamente cuando desactiva el modo crucero ya que a  mts la calzada se reducia por obras cuando reduce la velocidad es cuando siente el impacto en su parte trasera derecha no realizo ningun movimiento ni cambio de carril luego del siniestro llamo al  no recuerda que comisaria es la que interviene solo sabe que es policia de la provincia por los colores de la camioneta adicional a esto interviene vialidad y una ambulancia que pasaba por la zona al momento del siniestro y el la detiene para que atiendan al tercero quien no tenia lesiones de gravedad solo los dolores del golpe ni la policia ni vialidad ni la ambulancia le realizaron test de alcoholemia por ninguna via la policia le tomo sus datos y los del tercero pero no lo trasladaron a la comisaria a ninguno de los dos conductores ;asegurado circulando autopista es embestido parte trasera derecha tercero circulaba mismo sentido parte delantera asiste autopista ambulancia tercero desplaza embiste contra divisor cemento habria sufrido lesiones ampliacin asegurado venia circulando acceso oeste altura km salida reja encontraba circulando modo crucero una velocidad km hora aproximadamente desactiva modo crucero ya mts calzada reducia obras reduce velocidad es siente impacto su parte trasera derecha no realizo ningun movimiento ni cambio carril luego siniestro llamo no recuerda comisaria es interviene solo sabe es policia provincia los colores camioneta adicional esto interviene vialidad una ambulancia pasaba zona momento siniestro detiene para atiendan tercero quien no tenia lesiones gravedad solo los dolores golpe ni policia ni vialidad ni ambulancia le realizaron test alcoholemia ninguna via policia le tomo sus datos los tercero pero no trasladaron comisaria ninguno los dos conductores;discutida;tercera persona;1
aa    ;vh asegurado circulaba por calle  de agosto cuando colisiona su parte delantera en parte trasera de un tercero que frena sobre la mismasin lesiones ni desplazamientos;vehiculo asegurado circulaba calle agosto colisiona su parte delantera parte trasera tercero frena mismasin lesiones ni desplazamientos;comprometida;tercera persona;1
aa    ;asegurada circulando sobre av cnel larrazabal cuando al llegar al cruce de colectora au dellepiane norte   es colisionada por un tercero que circulaba sobre esta ultima y que impacta con parte delantera en la parte delantera derecha aseg  sin desplazamientos sin lesiones d;asegurado circulando avenida cnel larrazabal llegar cruce colectora au dellepiane norte es colisionada tercero circulaba esta ultima impactado parte delantera parte delantera derecha asegurado sin desplazamientos sin lesiones d;;tercera persona;1
aa    ;aseg circulando y en una interseccin desde la derecha pasa un b y el aseg lo  coliciona danandole  la parte trasera  derecha   con el frente del vehi aseg  sin mas vhs;asegurado circulando una interseccion desde derecha pasa b asegurado colisiona danandole parte trasera derecha frente vehi asegurado sin mas vhs;comprometida;tercera persona;1
aa    ;la asegurada circulaba miguel cane y al llegar a la interseccin con la calle  de septiembre impacta con su parte delantera en  la puerta delantera izquierda de un chevrolet corsa que transitaba por la calle  de septiembre uno de los acompanantes en el chevrolet corsa result con un corte en la frente no hubo intervencin de la ambulancia;asegurado circulaba miguel cane llegar interseccion calle septiembre impactado su parte delantera puerta delantera izquierda chevrolet corsa transitaba calle septiembre uno los acompanantes chevrolet corsa result corte frente no hubo intencion ambulancia;comprometida;primera persona;0
aa    ;aseg circulando por argerich cuando un tercero que circulaba delante de el frena por transito y el vhl aseg no llega a frenar y lo impacta con su parte delantera la aprte trasera del tercero sin lesiones;asegurado circulando argerich tercero circulaba delante frena transito vehiculo asegurado no llega frenar impactado su parte delantera aprte trasera tercero sin lesiones;comprometida;tercera persona;1
aa    ;circulando mosconi el auto del tercero frena y el asegurado no puede frenar y lo embiste en parte trasera sin desplamientos ni lesiones;circulando mosconi auto tercero frena asegurado no puede frenar embiste parte trasera sin desplamientos ni lesiones;comprometida;tercera persona;1
aa    ;salgo del estacionamiento circulando muy despacio por billingurst habia una kangoo adelante que no me permitia ver bien inevitablemente la colisiono con mi parte delantera en su parte trasera no hubo mas lesionados ni terceros involucrados que los detallados datos del tercero misme palomino jorge renault kangoo adwi  sancor seguros;salgo estacionamiento circulando muy despacio billingurst habia una kangoo delante no me permitia ver bien inevitablemente colisiono mi parte delantera su parte trasera no hubo mas lesionados ni tercero involucrados los detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros;comprometida;primera persona;1
aa    ;mecanica del hecho segun version asegurado  circulando por calle ciudad de la paz el vehiculo de adelante frena yo llego a frenar pero igual lo toco con mi parte delantera en su parte trasera sin lesionados ni otros terceros involucrasmecanica del hecho segun tercero  circulando por ciudad de la paz freno por contingencias del transito y un vehivulo me impacta desde atras ;mecanica hecho segun version asegurado circulando calle ciudad paz vehiculo delante frena yo llego frenar pero igual toco mi parte delantera su parte trasera sin lesionados ni otros tercero involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehiculo me impactado desde atras;comprometida;primera persona;1
aa    ;asegurado circulando por calle canelones colisiona el frente al lateral derecho trasero de un tercero que circulaba por puente del inca sin desplazamientos ni lesionados;asegurado circulando calle canelones colisiona frente lateral derecho trasero tercero circulaba puente inca sin desplazamientos ni lesionados;concurrente;tercera persona;1
aa    ;asegurado circulaba au  de mayo cuando se cruza un tercero que habia perdido el control colisionando contra el guardarrail este se desplaza y colisiona al asegurado en la parte delantera derecha con la parte lateral izquierda el tercero expone que fue tocado de atras por lo que perdio el control el conductor del vehiculo tercero sufrio lesiones dolor en hombro cortes en las manos fue trasladado por el same al hospital ramos mejia el diagnostico fue fractura de hombro  dolor en cuello y columna el asegurado indica que sufrio mareos y dolores de cabeza hubo intervencion policial;asegurado circulaba au mayo cruza tercero habia perdido control colisionando contra guardarrail este desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero expone fue tocado atras perdio control conductor vehiculo tercero sufrio lesiones dolor hombro cortes las manos fue trasladado same hospital ramos mejia diagnostico fue fractura hombro dolor cuello columna asegurado indica sufrio mareos dolores cabeza hubo intencion policial;discutida;tercera persona;1
aa    ;mecanica del hecho segun version asegurado  el  vehiculo gol trend asegurado no llega a frenar colisionando con el ford fiesta patente abuc quien a su vez impacta con un vw suran patente kozd mecanica del hecho segun tercero  denuncia dominio koz choque en cadena sobre av gral paz asegurado en segundo lugar el choque lo produce el que venia detras de todos dominio mju;mecanica hecho segun version asegurado vehiculo gol trend asegurado no llega frenar colisionando ford fiesta patente abuc quien su vez impactado vehiculo suran patente kozd mecanica hecho segun tercero denuncia dominio koz choque cadena avenida general paz asegurado segundo lugar choque produce venia detras todos dominio mju;comprometida;tercera persona;1
aa    ;circulando por betinotti al estar terminando de cruzar la yerra el tercero que venia por esta me colisiona con su frente en mi lateral trasero derecho sin desp ni les;circulando betinotti estar terminando cruzar yerra tercero venia esta me colisiona su frente mi lateral trasero derecho sin desp ni les;concurrente;primera persona;1
aa    ;asegurado inicia la marcha luego del semaforo cuando embiste con parte delantera del aseg en parte trasera del tercero el tercero menciona un latigazo cervical  sin desplazamiento golpe muy leve;asegurado inicia marcha luego semaforo embiste parte delantera asegurado parte trasera tercero tercero menciona latigazo cervical sin desplazamiento golpe muy leve;comprometida;tercera persona;1
aa    ;aseg circulando por av warnes el tercero circulando por calle thamesal llegar a la interseccion colisionan ambos con su parte frontal a causa de esta colision nuestro vh impacta contra un masetero con su parte frontal y danando varias partes del vh sin lesionados se traslada al tercero al hospital por dolores en torax por air bagampliaciondsa el accidente ocurrio a las     aprox de la manana del viernes  yo iba por la avenida warnes para el lado de scalabrini ortiz y en thames se me cruzo un taxi producto del choque termino con el auto incrustado en unos maceteros que estan en la estacion de servicio yo pierdo el conocimiento y no me acuerdo que sucedio una vez que me despierto estaba la ambulancia y la policia me lleva la ambulancia al hospital durand y me realiza una tomografia de cerebro por el fuerte golpe en la cabeza y despues llaman a la art para que siga mi atencion hospitalaria porque yo me dirigia de mi casa al trabajo en malabia  entro a las  amla comisaria que  intervino es la b mis lesiones fueron el golpe en la cabeza y despues raspones en las rodillas y un moreton en el codo izquierdo y en la cadera en la parte izquierda no hubo control de alcoholemia los datos del ero julio cesar rodriguez rivero dni  celular   d fiat siena dominio abxk seguro amca orbis;asegurado circulando avenida warnes tercero circulando calle thamesal llegar interseccion colisiona ambos su parte frontal causa esta colision nuestro vehiculo impactado contra masetero su parte frontal danando varias partes vehiculo sin lesionados traslada tercero hospital dolores torax air bagampliaciondsa accidente ocurrio las aprox manana viernes yo iba avenida warnes para lado scalabrini ortiz thames me cruzo taxi producto choque termino auto incrustado unos maceteros estan estacion servicio yo pierdo conocimiento no me acuerdo sucedio una vez me despierto estaba ambulancia policia me lleva ambulancia hospital durand me realiza una tomografia cerebro fuerte golpe cabeza despues llaman art para siga mi intencion hospitalaria porque yo me dirigia mi casa trabajo malabia entro las amla comisaria intervino es b mis lesiones fueron golpe cabeza despues raspones las rodillas moreton codo izquierdo cadera parte izquierda no hubo control alcoholemia los datos tercero julio cesar rodriguez rivero dni celular d fiat siena dominio abxk asegurado amca orbis;discutida;primera persona;1
aa    ;asegurado circulando sobre murgiondo colisiona la parte trasera de un tercero delante el cual se detiene sin lesiones sin desplazamientos;asegurado circulando murgiondo colisiona parte trasera tercero delante cual detiene sin lesiones sin desplazamientos;comprometida;tercera persona;1
aa    ;circulando por roca ahora kirchner con luz verde cuanod un vh de un b que venia por la interseccion pendas desde la derecha no llega a frenar al ponerse su semaforo en rojo por lo que me embiste en mi parte lateral dealntera derecha el conductor de la moto se cae al piso por lo que le ofreci llamar a emergencia pero no quizo solo pasamos datos y se retiro por sus medios sin manifestar lesiones aparentes no hubo mas gterceros involucrados ni lesionados datos del tercero cormillot ruben alexander honda nf jxi  atm;circulando roca ahora kirchner luz verde cuanod vehiculo b venia interseccion pendas desde derecha no llega frenar ponerse su semaforo rojo me embiste mi parte lateral delantera derecha conductor moto cae piso le ofreci llamar emergencia pero no quizo solo pasamos datos retiro sus medios sin manifestar lesiones aparentes no hubo mas tercero involucrados ni lesionados datos tercero cormillot ruben alexander honda nf jxi atm;concurrente;primera persona;1
aa    ;asegirado circulando por av wenceslao de tata cuando en la interseccion con calle potosi  impacta con su parte delantera derecha y lateral delantero derecho  en lateral trasero izquierdo de un tercero que circulaba por calle potosi y cruza av a alta velocidad producto del impacto el tercero vuelca sobre la calzada  intervino policia y ambulancia conductor y acompanante del b con lesiones fueron trasladadas  a hospital carrillo asegurado con fractura mano y lesiones vh retenidos el asegurado ya fue retirado sin desplazamientos ampliaciond ampliaron brevemente el hecho informaron que no existio extraccion sanguinea ni otro tipo de test de alcoholemia declara el conductor asegurado que circulaba por calle w de tata cuando en la interseccion con calle potosi impacta con su parte frontal en el lateral trasero izquierdo de un vehiculo tercero que circulaba por potosi y no llego a detenerse a tiempo ambos terceros femenino y masculino los cuales salieron por sus medios del rodado fueron derivados al htal bocalandroel masculino sufrio doble fractura del dedo menique de la mano izquierda contusion en la frente y dolores cervicales fueron dados de alta horas mas tardes quedando pendiente intervencion quirurgica por el dedod;asegurado circulando avenida wenceslao tata interseccion calle potosi impactado su parte delantera derecha lateral delantero derecho lateral trasero izquierdo tercero circulaba calle potosi cruza avenida alta velocidad producto impacto tercero vuelca calzada intervino policia ambulancia conductor acompanante b lesiones fueron trasladadas hospital carrillo asegurado fractura mano lesiones vehiculo retenidos asegurado ya fue retirado sin desplazamientos ampliaciond ampliaron brevemente hecho informaron no existio extraccion sanguinea ni otro tipo test alcoholemia declara conductor asegurado circulaba calle w tata interseccion calle potosi impactado su parte frontal lateral trasero izquierdo vehiculo tercero circulaba potosi no llego detenerse tiempo ambos tercero femenino masculino los cuales salieron sus medios rodado fueron derivados htal bocalandroel masculino sufrio doble fractura dedo menique mano izquierda contusion frente dolores cervicales fueron dados alta horas mas tardes quedando pendiente intencion quirurgica dedod;concurrente;tercera persona;1
aa    ;asegurado toca el paragolpe trasero del tercero que lo precede y frena sin lesionados;asegurado toca paragolpe trasero tercero precede frena sin lesionados;comprometida;tercera persona;1
aa    ;circulaba por la general paz cuando un rodado que me sobrepasa por la izquierda detiene su marcha bruscamente por lo cual al intentar evitar la colsion volanteo a la izquierda y accidentalente lo colisiono con mi frente en su sector trasero no no hubo otros terceros involucrados ni lesionados no hubo otros terceros involucrados ni lesionados datos del tercero kessler sebastian ezequiel fiat adre  federacion patronal ampliacion aseguradoatento a que nos ingresa reclamo del tercero llamamos a la conductora asegurada para ampliar la mecanicarelata que circulaban por gral paz el transito estaba muy cargado los vehiculos se sobrepasaban cuando repentinamente una camioneta frena repentinamente y no puede evitar impactarla con su frente la parte trasera del mismo pese a haber volanteado hacia la izquierdaasimismo confirma que circulaban dos jovenes en la fiorino que no tenian lesiones y que se bajaron para preguntarle como estaban los hijos de ella ya que uno llorabaen el momento no interviene personal policial ni ambulancia se intercambian datos y cada uno se retira por sus mediosposteriormente el tercero llamo a la conductora asegurado para ver como estaban los hijos le comento que quiza se harian ver porque sentian unos dolores pero nada grave;circulaba general paz rodado me sobrepasa izquierda detiene su marcha bruscamente cual intentar evitar colision volanteo izquierda accidentalente colisiono mi frente su sector trasero no no hubo otros tercero involucrados ni lesionados no hubo otros tercero involucrados ni lesionados datos tercero kessler sebastian ezequiel fiat adre federacion patronal ampliacion aseguradoatento nos ingresa reclamo tercero llamamos conductora asegurado para ampliar mecanicarelata circulaba general paz transito estaba muy cargado los vehiculo sobrepasaban repentinamente una camioneta frena repentinamente no puede evitar impactarla su frente parte trasera mismo pese haber volanteado hacia izquierdaasimismo confirma circulaba dos jovenes fiorino no tenian lesiones bajaron para preguntarle como estaban los hijos ella ya uno llorabaen momento no interviene personal policial ni ambulancia intercambian datos cada uno retira sus mediosposteriormente tercero llamo conductora asegurado para ver como estaban los hijos le comento quiza harian ver porque sentian unos dolores pero nada grave;comprometida;primera persona;1
aa    ;vh aseg circulando en direccion de referencia cuando al llegar a la interseccion de delfor es embestida en su lateral derecho con la parte delantera de ro producto del impacto el vh aserg se desplaza hacia la vereda y sube y choca parte delantera contra un arbol hija de conductora con dolencias en la cabezatambien lesionado el tercero mareos y dolor de cabezainterviene policia ambulancia y bomberos te asegurado  conducia susana ;vehiculo asegurado circulando direccion referencia llegar interseccion delfor es embestido su lateral derecho parte delantera ro producto impacto vehiculo aserg desplaza hacia vereda sube choca parte delantera contra arbol hija conductora dolencias cabezatambien colisionado tercero mareos dolor cabezainterviene policia ambulancia bomberos te asegurado conducia susana;comprometida;tercera persona;1
aa    ;mecanica del hecho segun version asegurado  circulaba por av gaspar campos sentido sur norte cuando vamos a doblar a la izquierda en tupacamaru ahi siento el impacto del tercero moto en la moldura de la rueda trasera de mi coche tercero y acompanante no presentaron lesiones aparentes no intervino ambulancia ni policiad ampliacion  hablo con la asegurada me informa que al girar es impactada por una moto el motociclista y su acompanante cayeron pero no le vio ninguna lesion grave en el momento no intervino ambulancia ni policia  asegurada formalizo en sucursal san miguel donde le sacaron fotos de los danos y de la documentacionmecanica del hecho segun tercero  circulaba junto a su novia por av gaspar campos cuando el asegurado lo encierra al girar hacia la izquierdad;mecanica hecho segun version asegurado circulaba avenida gaspar campos sentido sur norte vamos doblar izquierda tupacamaru ahi siento impacto tercero moto moldura rueda trasera mi coche tercero acompanante no presentaron lesiones aparentes no intervino ambulancia ni policiad ampliacion hablo asegurado me informa girar es impactado una moto motociclista su acompanante cayeron pero no le vio ninguna lesion grave momento no intervino ambulancia ni policia asegurado formalizo sucursal san miguel donde le sacaron fotos los danos documentacionmecanica hecho segun tercero circulaba junto su novia avenida gaspar campos asegurado encierra girar hacia izquierda;comprometida;primera persona;1
aa    ;circulando por william morris el auto del tercero que venia por saladillo se incorpora a william morris  y  no frena y lo choca en parte delantera derecha sin desplazamientos ni lesionesampliacionse amplia con el asegurado dado que la parte tercera denuncia la misma mecanica pero con los roles invertidos el asegurado no manifesto ninguna sorpresa me dice que su cunado manejaba y no accede a pasar sus datosasimismo manifesto que tenia intenciones de recamar a la otra parte pero no le respondenpresenta documental correspondiente y no da mas detalles ni pruebas que confirmen la version de su cunado;circulando william morris auto tercero venia saladillo incorpora william morris no frena choca parte delantera derecha sin desplazamientos ni lesionesampliacionse amplia asegurado dado parte tercero denuncia misma mecanica pero los roles invertidos asegurado no manifesto ninguna sorpresa me dice su cunado manejaba no accede pasar sus datosasimismo manifesto tenia intencion recamar otra parte pero no le respondenpresenta documental correspondiente no da mas detalles ni pruebas confirmen version su cunado;concurrente;tercera persona;1
aa    ;mecanica del hecho segun version asegurado  asegurado circulaba por calle el churrinche cuando al cruzar rep argentina colisiona con la parte delantera y delantera izquierda a la parte lateral trasera derecha de un tercero que circulaba por rep argentina se hizo presente el same y policia por nervios de acompanante del vehiculo tercero no le diagnosticaron lesiones no hubo desplazamientosd ampliacion  hablo con la asegurada me informa que al cruzar la av roza a un vehiculo que estaba terminando de cruzar que circulaba desde la izquierda lo impacta a la altura de la puerta trasera en el momento intervino policia no les realizo control de alcoholemia intervino ambulancia que atendio en el lugar a la acompanante del tercero pero no traslado a nadied;mecanica hecho segun version asegurado asegurado circulaba calle churrinche cruzar rep argentina colisiona parte delantera delantera izquierda parte lateral trasera derecha tercero circulaba rep argentina hizo presente same policia nervios acompanante vehiculo tercero no le diagnosticaron lesiones no hubo desplazamientosd ampliacion hablo asegurado me informa cruzar avenida roza vehiculo estaba terminando cruzar circulaba desde izquierda impactado altura puerta trasera momento intervino policia no les realizo control alcoholemia intervino ambulancia atendio lugar acompanante tercero pero no traslado nadied;concurrente;tercera persona;1
aa    ;aseg circulando sobre av hipolito yrigoyen frene pero lo impacte al tercero que frena por transito sobre la misma con la parte delantera en la parte trasera sin despl tercero remis con dos pasajeras con dolores las lleva al hospital lavallol sin intervencion de policia ni ambulancia;asegurado circulando avenida hipolito yrigoyen frene pero impacto tercero frena transito misma parte delantera parte trasera sin despl tercero remis dos pasajeras dolores las lleva hospital lavallol sin intencion policia ni ambulancia;comprometida;tercera persona;0
aa    ;avanzando en el semaforollegando al cruce del peatn el auto que se encontraba adelante frena de golpe colapsando mi parte delantera con la del otro vehiculo no hubo otros eros involucrados la novia del asegurado sufrio lesiones en el ojo derecho corte arriba del parpado datos del tercero maria de lourdes racia chevrolet kzc  zurich;avanzando semaforollegando cruce peatn auto encontraba delante frena golpe colapsando mi parte delantera otro vehiculo no hubo otros eros involucrados novia asegurado sufrio lesiones ojo derecho corte arriba parpado datos tercero maria lourdes racia chevrolet kzc zurich;comprometida;primera persona;1
aa    ;venia por  hacia  antes de llegar a  se me cruza una persona al querer esquivarlo volanteo realizo una mala maniobra y y choco un auto chevrolet corsa que estaba estacionado en  entre  y  al chocar el auto este le pega a una moto yamaha que estaba detras y rompe el paragolpe trasero;venia hacia antes llegar me cruza una persona querer esquivarlo volanteo realizo una mala maniobra choco auto chevrolet corsa estaba estacionado entre chocar auto este le pega una moto yamaha estaba detras rompe paragolpe trasero;comprometida;primera persona;1
aa    ;el asegurado circulaba sobre au panamericana impacta a un tercero que circulaba sobre la misma baja la velocidad  en la parte trasera con su parte delantera sin desplazamientos   dentro del tercero el acompanante con dolor de cuello  al momento de la llamada la ambulancia se encuentra en el lugar  no intervino policia  intervino autopista del sol;asegurado circulaba au panamericana impactado tercero circulaba misma baja velocidad parte trasera su parte delantera sin desplazamientos delantero tercero acompanante dolor cuello momento llamada ambulancia encuentra lugar no intervino policia intervino autopista sol;comprometida;tercera persona;1
aa    ;el vehiculo asegurado circulaba por pje fernandezsiendo embestido por un tercero de la mano derechacon el frente derecho a lateral trasero derechoasegurado es desplazado haciendo un trompo embistiendo a un arbol con parte traserasin mas involucradoslesionados tercero y aseguradoun patrullero que pasaba no se involucratrasladandose en vh del papa de la tercera al hosp thompson de san martintercero con golpes en codo derecho y rodilla derecha ya tenia operadaaseurado latigazo y hombro izquierdote asegurado    ;vehiculo asegurado circulaba pje fernandezsiendo embestido tercero mano derecho frente derecho lateral trasero derechoasegurado es desplazado haciendo trompo embestido arbol parte traserasin mas involucradoslesionados tercero asegurado patrullero pasaba no involucratrasladandose vehiculo papa tercero hosp thompson san martintercero golpes codo derecho rodilla derecha ya tenia operadaaseurado latigazo hombro izquierdo asegurado;concurrente;tercera persona;1
aa    ;asegurado circulando por calle martin castro cuando maniobra para girar a la izquierda en av rivadavia es colisionado en su lateral delantero izquierdo por lateral trasero derecho  de un tercero que circulaba por av rivadavia mano a capital federal  luego del impacto el asegurado es colisionado en el lateral izquierdo por parte delantera de otro tercero que circulaba sobre av rivadavia intervino policia y ambulancia conductor y acompanante de  tercero y conductor del otro tercero fueron trasladados a centro medico por ambulancia vh fue retenido en cria;asegurado circulando calle martin castro maniobra para girar izquierda avenida rivadavia es colisionado su lateral delantero izquierdo lateral trasero derecho tercero circulaba avenida rivadavia mano capital federal luego impacto asegurado es colisionado lateral izquierdo parte delantera otro tercero circulaba avenida rivadavia intervino policia ambulancia conductor acompanante tercero conductor otro tercero fueron trasladados centro medico ambulancia vehiculo fue retenido cria;comprometida;tercera persona;1
