cod_accidente;descripcion_del_hecho - Final;responsabilidad
am    ;aseg circulando ihuergoal girar hacia interseccioncolisiona paragolpe delantero parte trasera terceroque circulaba ihuergoun ocupantecon cascose cae pisono interviene policiase retiro propios medios;comprometida
am    ;dia fecha venia circulando supisiche mitre llegar bocacalle mara campos intento pasar vehculo balizas izquierda segunda fila abrirme derecha veo moto circulaba mara campos doblaba hacia supisiche envisto paragolpes guardabarros derecho ampliacionel dia hs aproximadamente venia circulando supisiche mitre llegar bocacalle maria campos intento pasar vehiculo izquierda doble fila balizas supisiche mirando retrovisor derecho abro mirar frente nuevamente encuentro maria campos encontraba doblando motocicleta marca honda pcx color negra solo ocupante llama varela andres siendo titular misma seguro compania rivadavia numero poliza telefono tener distancia trato esquivarlo colisiono punta paragolpes guardabarros delantero derecho persona cae junto motocicleta sufre varios danos observe danos fisicos persona graves golpes tipicos choque intervino ningun tipo atencion medica lugar persona retiro propios medios cuanto intervencion policial solo tomo ambos datos movil haber solo danos materiales retiraron tampoco hizo control alcoholemiafs;comprometida
am    ;asegurado circulaba maquinista carregal colisiona parte delantera moto circulaba ing guillermo marconi unico ocupante moto tenia cayo piso presentaba lesiones varias retiro propios medios intervencion policial solo tomar datos;comprometida
aci   ;circulando peron asegurado ve ciclista toca cae piso iva solo bici dolia;comprometida
am    ;asegurado circulando besares interseccion paso colisiona extremo delantero derecho moto circulando ultima cae piso incorpora medios indicaba dolencia retira medios asegurado formalizo denuncia morn fecha asegurado manifiesta choc paragolpe delantero tercero circulaba derecha tercero retira propios medios participo pasara mas datos tercero poder contactarlo;comprometida
am    ;aseg maniobrando doblar izquierda hacia italia camion mal estacionado misma pierde visibilidad aseg tercero circulando misma contraria contramano impacta parte delantera parte delantera derecha tercero solo ocupante cae piso lesiones brazo intervencion retiraron trabajo cancelan tercero jefe medico aseg menciona tercero seguro registro;comprometida
am    ;asegurado circulando ruta detiene incendiaba vehiculo adelante abre puerta asistir incendio embestido puerta tercero circulaba moto ocupante cae pavimento levanta propios medios asiste asiste asegurado lleva hospitalsin desplazamientos;comprometida
am    ;circulando malabia llegar bocacalle avanzo moto arquimedes derechame colisiona frente personas misma mayores cazco menores caen suelo intervieme llevados hospital trauma;comprometida
peaton;circulando betinotti dobla izquierda persona cruzando toca espejo retrovisor derecho mujuer cae piso;comprometida
am    ;aseegurado circulando graham bell doblar hacia bucetich embestido moto circulando graham bell contraria lateral derecho aseg lugar deriva hptal moreno golpe derecha ampliacioneran dia viernes guarino lorena conducia auto megane coupe venia grahambell doble carril semaforo poniendo luz giro metros esquina esquina empesando doblar moto color azul venia frente metros distancia vuelvo mirar chico esquiva loma burro acelera chocando parte laterar tracera derecha auto auto megane coupe viajaban acompanante conducia osea personas moto choca migo solo iva persona comisaria intervino comisaria moreno octava catonas numero causa penal lesiones conocimiento sufrio acompanante fuerte dolor servical hombro derecho costilla debido moto sufrio fuerte golpe derecha datos tercero arnaldo ignacio ruisdni cel fs;comprometida
aci   ;aseg circulando eva peron doblar pumacahua conteiner tapan vision ve habia tercero bicicleta impacta parte delantera tercero cae capot despues suelo asistido trasladan hospital;comprometida
am    ;mecanica hecho segun version aseguradofs asegurado circulaba peron detenerse luz giro ingresar hacia derecha estacionamiento supermercado embestido parte trasera moto circulaba detras moto iba solo ocupante cae piso tenia desconoce tenia puesto momento siniestro moto trasladado hospital trauma pablo nogues asegurado trasladado comisaria comisaria polvorines desplazamientoampliacion aseurado confirma mecanica ingresando estacionamiento embestido amplia sufrio lesiones tambien respecto intervencion comenta interviene comisaria da polvorines trasladado comisaria tomaron declaracion retuvieron auto realizaron test alcoholemia ninguna via same traslado tercero hospital trauma polvorines cruzo dia siguiente intercambiaron comentarios solo pidio haga denuncia seguro poder hacer reclamod;concurrente
aa    ;asegurado circulando autopista embestido parte trasera derecha tercero circulaba mismo parte delantera asiste autopista tercero desplaza embiste divisor cemento habria sufrido lesiones ampliacin aseguradoel venia circulando acceso oeste altura km salida reja encontraba circulando modo crucero velocidad km hora aproximadamente desactiva modo crucero mts calzada reducia obras reduce velocidad parte trasera derecha realizo ningun movimiento cambio carril luego siniestro llamo recuerda comisaria interviene solo sabe provincia colores camioneta adicional interviene vialidad pasaba zona momento siniestro detiene atiendan tercero tenia lesiones gravedad solo dolores golpe vialidad realizaron test alcoholemia ninguna via tomo datos tercero trasladaron comisaria ninguno conductores;discutida
am    ;asegurado circulando rivera hacia merlo moto circulaba mismo sobrepasa colisiona espejo retrovisor externo izquierdo moto llevaba cae piso retira propios medios asegurado frena repentinamente vehiculo venia atras colsiona frente parte trasera desplazamiento lesionados intervino;comprometida
am    ;vehiculo asegurado circulaba vito saviagirando izquierdaembiste moto proveniente salcedo venia contrariocon frenteel motociclista caellevaba cascointerviene siendo trasladada hosp sanjonanicon lesiones cervical hombrote asegurado;comprometida
am    ;lugar ocurrencia autopista julio caba circulando autopista altura constitucin tiro banquina colisionado moto venia alta velocidad danandome parte trasera derecha desplace impacte parte delantera derecha moto iban personas recuerdo usaban cayeron piso intervencion asisti llevandolo hospital;comprometida
am    ;asegurado circulaba corrientes colisionado parte delantera izquierda moto maniobra cambiar carril misma moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones visibles retiraron porpios medios intervencion medica policial;concurrente
peaton;redgreenlue mecanica hecho segun version asegurado saliendo garage hija toco parte trasera auto peaton hecho sucedido intenso trafico mal estacionado peaton manifesto dolor tobillo intervino lotrasladaron hospital terceros involucrados lesionados;comprometida
am    ;circulando moto venia detras derecha realiza maniobra coloca delante vhacto seguido frena yotambien intento frenar llego hacerlo completo colisiono parte parte trasel unico ocupante cae pisoel asegurado aca detiene marcha pocos mts delantepara ofrecer asistenciael ro levanto propios medios espero intercambiar datos asegurado aca interseccion einsteinluego acerca fliaramigo ro quedando aseg aca tomar datosel retira sabe mediono intervencion same datos tercero gonzalez gaston morales honda c titan aszp atm;comprometida
am    ;circulaba corrientes girando hacia pasteur moto circulaba corrientes izquierda unico ocupante d ela moto cae piso presentaba escoriaciones brazo interviene same asisten lugar tercero quiere ser trasladado labra acta aseg tercero retiran lugar secuestro vhs;comprometida
am    ;asegurado circulando moreno querer girar izquierda cambiar carril colisionado angulo trasero izquierdo tercero moto persona tercero cae piso golpes codo tobillos tercero retira propios medios;comprometida
am    ;circulaba lincoln gira hacia deracha gabriela mistral impacta lateral delantero derecho moto circulaba lincoln cordon moto cae piso tenia indico tener dolor trasladado same hospital zubizarreta interviene comisaria b desplazamientos;comprometida
am    ;circ herrera doblar izquierda tomar suarez motociclista colisiono guardabarro delantero izquierdo cayo intervino intercambiamos datos;comprometida
am    ;circulando republica moto venia rivadavia choca parte izquierda moto iva solo cae intervencion policial desplazamientos;comprometida
am    ;circulando cuelli doblar bonifacini caseros doy cuenta contramano volanteo retomar cuelli produce colision parte lateral derecha moto circulaba cuelli moto iba sola persona tenia colocado cae piso interviene retiro propios medios;comprometida
aci   ;asegurado circulaba cerri cruce san antonio impacta tercero circulaba ultima parte delantera izquierda desplazamientos bicicleta solo ocupante cae piso prsentaba dolores raspon trasladado hospital merlo asegurado intervino;comprometida
aci   ;aseg circulaba zabala impacta parte delantera izq ro bicicleta circulaba eslovenia desplazamientos lesionados bici personas levantan medios interviene trasladados clinica modelo moron;comprometida
peaton;vehculo asegurado circulaba echeandia girar tomar escalada impacta parte delantera peaton cruzaba peaton cay piso trasladada same hospital cecilia grierson int cria cel aseg;comprometida
am    ;circulando jmarmolal girar izquierda tomar mitre direccion caba produce colision paragolpe delantero derecho opticacapot tercero moto circulaba mitre contramano contrario mio ocupante cae piso interviene retira propios medios tenia raspon codo mas visible quizo cel danos estacionamientolateral trasero izquierdo;comprometida
aa    ;asegurado circulaba agosto colisiona parte delantera parte trasera tercero frena mismasin lesiones desplazamientos;comprometida
am    ;asegurado circulaba dr j c salaberry colisionado parte lateral delantera derecha parte delantera moto circulaba moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones varias retirarion propios medios intervencion medica policial;concurrente
peaton;redgreenlue asegurado circulando iriarte poder maniobrar esquivar peaton cruzaba impacta interviene ampliacion aseguradoyo venia iriarte hacia velez sarfield luz chica mirando lado semaforo mira izquierda venia ahi alcanzo chocar misma esquina iriarte perdriel paradas colectivos momento habia detenido cruzo aparece sorpresa nina poder frenar tiempo hago par metros mas adelante bajamos marido venia lado acompanante chica habia quedado medio chico levanto acosto vereda llego enseguida patrullero enseguida comento manejaba dijo corriera auto medio entonces estacione corresponde llamamos varias veces same etc llegaron patrullas mas toman datos personales auto muestran bien antecedentes momento choque chica iba amiga quiere atajarla cruce logra hacerlo amiga comento chica choco creo llama rita menos asi papa hospital mama rita llego enseguida viven media cuadra hecho doy numero celular laura mama rita misma llevan hospital penna vez terminado tramite testigos detalles quedo auto firmo llevan vehiculo pericias dijeron van llamar declarar tomamos taxi marido casa by hospital penna rita encontramos papa dice habian hecho varias placas bien solo dolorida pequena fisura omoplato importante agradecio ido rita ahi nombra dijo cruzo mal quedamos hora mas rato salen traumatologia silla ruedas tenian quedar tiempo mas saludamos nena fuimosintervino comisaria barracas celular laura menor llamada rita anos realizaron ningun control alcoholemia pregunte realizaba dijo necesario sintio olor alcohol vio raro hacerlo hablo fiscal comento mismo deacuerdofs;comprometida
am    ;dispongo doblar izquierda pelagio moto izquierda intenta sobrepasar impacta lateral izquierdo produce caida ocupantes incorpora propios medios interviene trasladan hospital trauma pablo nogues indica dolor brazo derecho acompanante indica lesion llevaban acompano hospital dan alta indican esguince involucrado titular seguro vallejos daniel du acompanante ludmila duarte datos indica lesion datos tercero caballero matias agustin yamaha fz axud triunfo seguros;comprometida
am    ;asegurado va doblar izquierda moto quiere adelantar produce colison rueda delantera izquierda ocupantes moto seguro caen piso intervino d;comprometida
aci   ;cruzando puente alvarez moto invade carril esquive hacer impactamos levemente ciclista vena enfrente ciclista cay intervencin polica march propios medios tras dejarme datos;comprometida
am    ;redgreenlue asegurado circulaba caseros moto colisiona lateral izquierdo intervino ampliacionel dia noviembre am encontraba caseros detenido esperando poder circular encontraba colectivo dereche detenido tambien semaforo momento miro retrovisor veo ningun tipo vehiculo circulando giro apenas metro menos hacia derecha aun detenido colectivo derrepente llega sr moto toda velocidad pasando colectivo derecha cochando auto lado cubierta trato frenar velocidad iba logro ocasionando dano caerse enseguida baja estaciona mas adelantefs;comprometida
am    ;asegurado circulando griveo desplazarse levemente izquierda pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo asegurado pequeno espacio quedaba izquierda pierden estabilidad cayeron moto intervino;comprometida
peaton;mecanica hecho segun version asegurado vehiculo asegurado circulaba gral paz colisiona parte delantera peaton menor edad sale autos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares intervencion medica policial familiares trasladan menor hospital austral luego periodo internacion observacion medica dan alta desplazamientod ampliacion asegurado informa encontraba circulando gral paz momento corriendo menor sale detras auto alto impidio verla tercera cruzo siguiendo habia cruzado anteriormente asegurado habia visto indica menor cae piso reincorpora rapidamente tenia puesto uniforme colegio color observaron manchas asustada abrazaba preguntaba bien decia reconocio uniforme colegio pidio datos menor pasaron informacion colegio unicamente informaron hospital haciendose controles rutina principio habria lesionesd;concurrente
am    ;asegurado circulando onzari girar lafuente colisiona lateral derecho tercero moto persona cae piso tercero retira propios medios interviene;comprometida
peaton;mecanica hecho segun version asegurado asegurado circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecho toca parte delantera vehiculo asegurado cae asfalto intervencion policial desplazamientos tercero trasladado hospital alvarez desconoce quedo internadodsa amplaicion asegurado escrito intervino comisaria manifesto realizaron test alcoholemia tercero derivado hospital alvarez aparentemente tendria lesiones gravedad datos tercero mas aportados momento realizar denunciad;comprometida
am    ;mecanica hecho segun version asegurado asegurado circulando venezuela saliendo cooperativa maniobra girar izquierda febrero colisionado parte delantera derecha lateral delantero derecho moto circulaba ultima mencionada moto circulaba persona cae calzada intervino ambilancia desplazamientos tercero retira propios medios;comprometida
aa    ;asegurada circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionada tercero circulaba ultima impacta parte delantera parte delantera derecha aseg desplazamientos lesiones d;nan
am    ;circulando arana tercero venia arenales frena golpe ai pasa suelta embrague embiste lateral derecho frente ocupante cae piso intervino;concurrente
am    ;aseg circulaba rivadavia llegar pallares luz giro maniobra izquierda luego tomar pallares colisionado lateral trasero izquierdo frente moto venia detras moto viajaban personas masculino acompanante femenino ambos mantienen arriba moto perdieron estabilidad intercambiaron datos retiraron lugar ambos;comprometida
cicl  ;estacione auto derecha lugar trabajo habitual abr puerta bajar vehculo embestido ciclista ciclista trasladado hospital argerich revisaron tomaron placas dado alta buen general aunque dolores recetaron diclofenac reposod ampliaciond estacione auto ministro brin aprox lado derecho bajar auto apenas abri puerta siento golpe bicicleta joven cae rapidamente ayudamos junto amigos joven accidentado manifestaba dolor nuca dijimos quede quieto tendido arriba llame same diez minutos llego patrullero pidio datos joven contesto preguntas lucidez parecia tener fracturas heridas gravedad llego quince minutos llevaron hospital argerich verlo alli tomaron placas torso brazos piernasla medica reviso placas senalo habia sufrido fuerte golpe indico diclofenac reposo dias casa;comprometida
am    ;vehculo asegurado circulaba bogota detiene llegar esquina caracas resulta impactado lateral delantero derecho moto circulaba primera sobrepas desplazamientos moto ocupante recuerda tena puesto cay piso manifest dolencias nt medica int policial retir medios moto asegurada formalizo denuncia casa central llego esquina sobrepasar auto ochava mal estacionado realiza maniobra esquivar auto poder cruzar moto pas auto asegurado auto mal estacionadofue leve particip polica ambulaiano intervino;comprometida
am    ;asegurado circulaba peribebuy llegar esquina colisona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi intervencion policial;comprometida
am    ;asegurado circulando larralde doblar hacia ascasubi impactado moto lateral izquierdo circuilaba misma aseg sobrepasa momento aseg dispone doblar izquierda giro ocupantes moto caen pavimento interv same cuales trasladados hospital moreno asegurado detalla espera aparecen terceros cuales llevan moto lugar desconocen magnitud lesiones aparentemente ocupantes asistido quirurgicamente aseg realiza denuncia policial;comprometida
am    ;asegurada circulaba lugar doblar hacia izqiuerda moto intenta pasarlo asegurado colisiona mismo solo ocupante colocado cae suelo luego levanta lesiones;comprometida
am    ;aseg circulando juramento cuand interseccion veragua logra evitar impactar p delantera derecha lateral izquierdo tercero moto iban ocupantes puesto caen paviemento reincorporan propios medios intervino;comprometida
am    ;asegurado circulando colon momento maniobrar izquierda ingresar jg artigas colisiona parte delantera izquierda parte trasera tercero moto detuvo marcha misma solo ocupante moto cae piso sabe llevaba puesto intervencion policial retiro moto ampliacionconforme acordado envio referido siniestroen primer lugar considerar elevada diferencia masa aprox vehiculo toyota motovehiculo reclamante conjuntamente hecho perdio equilibrio caida lateral sufrio lesiones personales ningun tipo visibles consiguiente solo puede ocurrir siniestro hecho ocurrio camioneta momento choque detenida motovehiculo movimiento tangencial adelantamientocon interposicion direccion avance ello contrario existir velocidad aquella energia minima innegable mayor masa ende cantidad movimiento provocado danos segura desestabilizacion conjunto motoocupantecuestion ocurrida asimismo refuerza dicho circunstancia tal observa fotos acompanadas danos toyota unicamente rayon extremo lateral izquierdo rastro choque frontal vehiculos avanzan costado parte moto presenta rayones deslizamiento avance lateral correlaciona mecanica ocurrida graficada archivo adjunto demuestra dano moto camioneta inversaes hechos ocurrieron atento contingencias transito detenerme bruscamente observar conductora respetaba condiciones circulacion bien senalizadas indicadas respectivas arterias lugar hechoses asi carril izquierdo artigas lugar hecho solo permitido avanzar hacia roca puente ferrocarril indica senalizacion horizontal vertical lugar obstante sra atensia obligatoriamente condiciones reglamento habia vehiculos precedieran debia continuar avance absurda antireglamentariamente intento mediante interposicion trayectoria literalmente cruzo ingresar forma permitida carril derecho artigas croquisen resumen mecanica descripta solo resulta fisicamente comprobable sino tipo danos rodados hace verosimil falta participacion activa vehiculo conducidoespero haber sido claro fundadamente expuesto dado cumplimiento ampliacion solicitada demas cualquier duda disposicion evacuar misma;comprometida
aa    ;aseg circulando interseccin derecha pasa b aseg coliciona danandole parte trasera derecha frente vehi aseg mas vhs;comprometida
peaton;asegurado ayacucho habilita semaforo avanza viamonte senda peatonal toca senora queda apoyada auto llega interviene polciia same;comprometida
am    ;mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo trasladado same hopsital golpes encuenta bien encontraba acompanante poseia informo secuestraron vehiculos mismo retira hospital argerich volviendo propios medios buscar motod;comprometida
am    ;asegurado circulando olivos disponia girar izquierda santa julia tercero moto circulaba detras embiste lateral izquierdo ocupante cae piso;comprometida
am    ;asegurado circulando interseccion tercero circulando moto interseccion colisiona lateral delantero izquierdo cliente cae piso incorpora medios tenia raspon frente tenia documentacion circular intervino dado alta momento;concurrente
aa    ;asegurada circulaba miguel cane llegar interseccin septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba septiembre acompanantes chevrolet corsa result corte frente intervencin;comprometida
aa    ;aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones;comprometida
mm    ;aseg detenido semaforo salta da luz gira hacia izquierda alfonsin enganchado parte delantera parte trassera medio aseg seguro tercero moto circulaba salta aseg cae piso ve tercero cae piso ambos tenian interviene movil policial lugar interviene;concurrente
aa    ;circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones;comprometida
aci   ;aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo aviso delante bici frenar golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar intervino;comprometida
peatã“n;asegurado circulaba peron colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo queda capot aseg interviene luego comienza agredirme verbalmente auto lateral izquierdo parabrisas;comprometida
peatã“n;mecanica hecho s vs asegurado aseg circulaba vernet esq fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa izquierda llegar esquina delante colectivo peaton aseg frena puede evitar colisionar persona persona cae suelo segun indica tenia molestias izquierda intervino aseg traslado lesionado domicilioampliacion asegurado indica siniestro detuvo patrullero pasaba zona tercero tenia lesiones gravedad visibles prefirieron intervenir dijeron asegurado lleve hospital casa asegurado ofrecio tercero llevarlo hospital quizo solo pidio lleve casa llegar domicilio tercero retiro lugar rapidamente trataba villa numero casa solo sabe villa encuentra frente hospital asegurado dejo telefono tercero comunicado tercero solo dejo numero dni paraguay argentino agrega ademas tercero encontraba ebriedad;comprometida
am    ;circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embisto frente parte trasera luego embestido lateral derecho lateral izquierdo moto circulaba misma ocupante cae pavimento manifestaba lesiones visibles interviene desplazamientos;comprometida
peaton;mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene adelante asegurado maniobraba atras evitar choque alli impacta levemente peaton justo dispuso cruzar desplazamientos lesionados peaton interviene levanta mediosd mecanica hecho segun tercero dia aproximadamente hs dirigia hacia papelera ubicada dbonofrio hacia ultima llegar interseccion rafaela cruzar senda peatonal visualiza camioneta marca volkswagen amarok dominio jkm encontraba detenida costado mientras detras encontraba detenido peugeot dicente comienza cruzar transito detenido embargo llegar vereda camioneta amarok realiza marcha atras embiste deponente apretandole peugeot dicente cae suelo asistio traslado hospital posadas moron realizaron estudios informaron posee lesiones oseas debe tener inmovilizada realizar kinesiologia;comprometida
am    ;aseg maniobraba estacionar colisiona lateral delantero derecho moto circulaba motociclista utilizaba cay pavimento presentaba lesiones visibles retir propios medios interv policias;comprometida
am    ;aseg circulaba independencia giraba hacia izquiera combate pozos impactado lateral izquierdo delantero puerta espejo retrovisor mas adelante moto circulaba independencia intenta sobrepasar izquierda aseg moto cae piso tenia interviene movil policial interviene same trasladan hospital traumatismos cadera;comprometida
am    ;asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecho tercero moto ocupantes cayeron suelo circulaban misma intervino;comprometida
am    ;circulaba gral paz altura axion liniers riachuelo carril medio venia nadie paso carril izquierdo pasando moto embiste parte trasera izquierda solo ocupante moto moto cae piso embestirme desplaza embiste color puerta trasera izq interviene;comprometida
aci   ;aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados;comprometida
am    ;lugar ocurrencia ruta errtachu doblando derecha moto quiere pasarlo derecha choca vehiculo asegurado danado puerta paragolpe delantera derechaen moto iban personas moto andando desplazamiento intervencion;comprometida
peatã“n;vehiculo asegurado maniobraba marcha atras estacionar rafael calzada colisiono parte trasera derecha derecha persona traccionaba carro recoleccion persona asistida trasladada asegurado htal onativia desplazamientos;comprometida
peatã“n;asegurado maniorbaba gral heras doblar izquierda hacia pte h yrigoyen colisiona parte lateral delantera izquierda peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones izuquierda momento denuncia inervencion medica policial;comprometida
aci   ;aseguradocirculaba white llegar jose rodo miro derecha viene transito vi ciclista venia bicicenda venia oeste embisto paragolpes delantero ciclista femenina tenia cae suelo levanta propios medios viene same trasladan pinero intervino tenia raspones brazos quejaba tobillo celular aseg celular chica bici;comprometida
am    ;asegurado circulando g zapiola impacta tercero moto detiene marcha transito misma parte delantera parte trasera terc ocupantes moto caen piso producto llevaban puestos intervencion policial retiraron moto;comprometida
am    ;venia circulando mayo pongo stop aviso voy ingresar garage domicilio ahi aparece moto po r derecha embiste parte lateral derecha parte delantera motounico ocupante intervino retiro medios aportar datos lesion terceros involucrados lesionados datos tercero desconoce ampliacionalejandra hice denuncia pertinente telefonicamente aca asegurado vehiculo dia diciembrey hice personalmente sucursal ramos mejia toda documentacionel dia diciembre llegando domicilio hs mayo merlo momento giro derecha ingresar cocherame enviste moto lado derecho solo ocupante cascoproducto choque destruye totalmente espejo retrovisor derecho rayadura puerta delantera trasera derecha constatado fotograficamente inspector segurocon respecto ocupante moto incorpora pone marcha moto da fugacuando hago denuncia telefonica seguro dicen haga denuncia policial tampoco necesitaba presentar testigosel tripulante moto presento ninguna lesion entrego ninguna documentacion dije anteriormente dio fugasaluda atte patricia ratti;comprometida
aa    ;salgo estacionamiento circulando despacio billingurst habia kangoo adelante permitia bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros;comprometida
am    ;vehiculo asegurado circulaba margarita wildse embiste moto proveniente derecha danos asegurado frente guaradabarro delantero derecho danandose guardabarro puerta delantera izquierdael motociclista cae mtsse levanta mediosllevaba cascocree lesiones izquierda codo derechola viene pesar haber llamadoasegurado traslada motociclista esposa acerca lugar clinica pal ituzaingo lanus ete asegurado lab;comprometida
am    ;salir cochera edificio lavalle apenas toca manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero cae suelo luego levanta propios medios intercambiamos datos va supor propios medios moto tenia interviene same intervencin vhs involucrados lesionados datos tercero hugo jose dato kxn rio uruguay seguros;comprometida
aa    ;mecanica hecho segun version asegurado circulando ciudad paz vehiculo adelante frena llego frenar igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehivulo impacta atras;comprometida
am    ;aseg circulando moto quiere sobrepasar dana toda parte lateral izquierda vehi aseg cae suelo personas lesiones asistio ampliacionel dia corriente circulando julio altura viamonte siendo motocicleta circulaba linea divisoria carriles aparentemente perdio control cayo lateral izquierdo trasero detuvimos quedando tercero apoyado puerta izquierda trasera ningun momento cayo piso manifesto lesiones pidio disculpas dijo culpa ambos movilizamos cordon intercambiar datos cada retiro propios medios respectivos vehiculosno intervino ninguna comisaria d datos telefono tercerod carlos manuel porta dni tel fs;concurrente
am    ;aseg circulaba directorio semaforo amarilla visualiza pone impacta tercero moto circulaba centenario lateral delantero izq parte delantera tercero tercero sufre lesion iza recibe asistencia lugar retira solo;comprometida
aci   ;parado esquina doblar arranco colisiona bicicleta venia izquierda mirando transito venia derecha;comprometida
am    ;asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae reclamante quejaba dolor manos;comprometida
am    ;asegurado circulando agote llega interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecho punta delanterados ocupantes caen piso incorporan retiran propios medios lesiones visiblesno iuntervino tel;comprometida
am    ;asegurado circulaba carlos casares virreyes guino doblar modo moto impacta asegurado parte lateral delantera izquierda unidad cond moto cae pavimento cond moto llevaba iba femenino ninguno intervino;comprometida
am    ;mecanica hecho segun versio asegurado vehiculo asegurado circulando canada juan ruiz interseccion carlos pellegrini asegurado advierte luz giro maniobra hacia izquierda ahi tercero moto circulaba misma detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante cae pavimento presentaba lesiones intervino ambulanciad mecanica hecho segun tercero hablo tercero informa circulaba misma asegurado repente gira encerrandolo bien venia trabajar hizo atender hospital luego obra social hizo denuncia art;comprometida
am    ;asegurado encontraba circulando ruta tercero moto vena misma ruta carril derecho asegurado intenta doblar derecha colpayo logra moto impacta lateral derecho delantero lateral izquierdo moto producto toque moto ocupante caen piso solo ocupante moto presento dolores puno izquierda intervino moto neg tampoco intervino tercero retira propios medios moto desplazamiento;comprometida
am    ;circulaba rivadavia salir semaforo interseccion san martin giro hacia izquierda eimpacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante cae pavimento sufre raspones leves interviene personal policial motociclista retira propios medios desplazamiento;comprometida
am    ;circulando lisandro torre aseg entrando garage doblando aparece moto traviesa colisiona costado izquierdo tercero cae piso lleva same interviene moto impacta tambien luego estacionado;comprometida
aci   ;asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba misma ciclista cae asfalto asegurado ayudo tercero levantarse asegurado llevo hospital thompson intervencion policial desplazamientos;comprometida
aa    ;asegurado circulando canelones colisiona frente lateral derecho trasero tercero circulaba puente inca desplazamientos lesionados;concurrente
aa    ;asegurado circulaba au mayo tercero habia perdido control colisionando guardarrail desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero expone tocado atras perdio control vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ramos mejia diagnostico fractura hombro dolor columna asegurado indica sufrio mareos dolores intervencion policial;discutida
am    ;asegurado estacionado vereda italia realizar marcha atras salir parte trasera tercero moto circulaba misma persona moto recuerda llevaba colocado cayo asfalto ayudado levantarse asegurado personas acepto llamar indica iba ir propios medios centro medico encontraba trabajando desplazamientos;comprometida
am    ;asegurado circulando juan manuel rosas colisiona moto detenida delante detras colectivo desplazarse persona circulaba moto luego impactar colectivo cayo piso intervino;comprometida
am    ;aseg circulaba blandegues colisionado angulo delantero derecho moto persona circulaba misma pasar delante persona cae piso retira propios medios desplazamientossin intervencion policial;comprometida
peatã“n;circulando dardo rocha doblar izquierda tomar alvear chica encandila veo toco parte delantera izquierda peaton cae piso presentaba lesiones interviene;comprometida
am    ;mecanica hecho s vs asegurado econtrba calchaqui doblar lamadrid derecha repente siento choque lateral izq cuiando miro veo moto habia impactado lateral izquierdo moto cae piso involucrados datos tercero cajal rodolfo adrian onda cv jny galeno seguros;comprometida
am    ;circulo ruta llegar salta pongo luz giro comienzo doblar hacia izquierda venia nadie frente enseguida siento moto choca parte trasera derecha circulaba contrario mio ocupantes resultaron lesiones leves;nan
aa    ;mecanica hecho segun version asegurado vehiculo gol trend asegurado llega frenar colisionando ford fiesta patente abuc vez impacta vw suran patente kozd mecanica hecho segun tercero denuncia dominio koz choque cadena gral paz asegurado segundo lugar choque produce venia detras dominio mju;comprometida
aa    ;circulando betinotti terminando cruzar yerra tercero venia colisiona frente lateral trasero derecho desp;concurrente
