cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
cicl  ,estacione auto derecha lugar trabajo habitual abr puerta bajar vehculo embestido ciclista ciclista trasladado hospital argerich revisaron tomaron placas dado alta buen general aunque dolores recetaron diclofenac reposod ,estacione auto derecha lugar trabajo habitual abr puerta bajar vehiculo embestido ciclista ciclista trasladado hospital argerich revisaron tomar placas dado alta buen general aunque dolor recetaron diclofenac reposod,auto derecha lugar trabajo puerta bajar vehiculo embestido ciclista ciclista trasladado hospital argerich tomar placas dado alta buen general aunque dolor,comprometida
am    ,vehculo asegurado circulaba calle bogota detiene llegar esquina calle caracas resulta impactado lateral delantero derecho moto circulaba primera sobrepas desplazamientos moto ocupante recuerda si tena casco puesto cay piso manifest dolencias nt medica int policial retir medios moto asegurada formalizo denuncia casa central llego esquina sobrepasar auto ochava mal estacionado realiza maniobra esquivar auto poder cruzar moto pas auto asegurado auto mal estacionadofue leve particip polica ambulaiano ,vehiculo asegurado circulaba calle bogota detiene llegar esquina calle caracas resulta impactado lateral delantero derecha moto circulaba primera sobrepas desplazamientos moto ocupante recuerda si tenia casco puesto cayo piso manifest dolencias nt medica int policial retiro medios moto asegurado formalizo denuncia casa central llego esquina sobrepasar auto ochava mal estacionado realiza maniobra esquivar auto poder cruzar moto pas auto asegurado auto mal estacionadofue leve particip polica ambulaiano,vehiculo asegurado circulaba calle bogota detiene llegar esquina calle caracas resulta impactado lateral delantero derecha moto circulaba primera desplazamientos moto ocupante recuerda si tenia casco puesto cayo piso manifest dolencias medica int policial retiro medios moto asegurado formalizo denuncia casa central llego esquina sobrepasar auto mal estacionado realiza maniobra esquivar auto poder cruzar moto pas auto asegurado auto mal leve particip polica,comprometida
am    ,asegurado circulaba peribebuy llegar esquina colisona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi ,asegurado circulaba peribebuy llegar esquina colisiona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi,asegurado circulaba llegar esquina colisiona tercero venia malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea,comprometida
am    ,asegurado circulando larralde doblar hacia ascasubi impactado moto lateral izquierdo circuilaba misma mano aseg sobrepasa momento aseg dispone doblar izquierda giro ocupantes moto caen pavimento casco ,asegurado circulando larralde doblar habia ascasubi impactado moto lateral izquierdo circulaba mismo mano aseg sobrepasa momento aseg dispone doblar izquierda giro ocupantes moto caen pavimento casco,asegurado circulando larralde doblar habia ascasubi impactado moto lateral izquierdo circulaba mismo mano aseg sobrepasa momento aseg dispone doblar izquierda giro ocupantes moto caen pavimento casco,comprometida
am    ,padre asegurada circulaba lugar doblar hacia izqiuerda moto intenta pasarlo asegurado colisiona mismo solo ocupante casco colocado cae suelo luego levanta lesiones,parte asegurado circulaba lugar doblar habia izquierda moto intenta pasarlo asegurado colisiona mismo solo ocupante casco colocado cae suelo luego levanta lesiones,parte asegurado circulaba lugar doblar habia izquierda moto intenta pasarlo asegurado colisiona mismo solo ocupante casco colocado cae suelo luego levanta lesiones,comprometida
am    ,vh aseg circulando calle juramento cuand interseccion calle veragua logra evitar impactar p delantera derecha lateral izquierdo tercero moto iban dos ocupantes casco puesto caen paviemento reincorporan propios medios ,vh aseg circulando calle juramento cuand interseccion calle veragua logra evitar impacta p delantera derecha lateral izquierdo tercero moto iba dos ocupantes casco puesto caen pavimento reincorporan propios medios,vh aseg circulando calle juramento interseccion calle logra evitar impacta p delantera derecha lateral izquierdo tercero moto iba dos ocupantes casco puesto caen pavimento propios medios,comprometida
am    ,asegurado circulando calle colon momento maniobrar mano izquierda ingresar calle jg artigas colisiona parte delantera izquierda parte trasera tercero moto detuvo marcha misma solo ocupante moto cae piso sabe si llevaba casco puesto ,asegurado circulando calle colon momento maniobra mano izquierda ingresar calle jg artigas colisiona parte delantera izquierda parte trasera tercero moto detuvo marcha mismo solo ocupante moto cae piso sabe si llevaba casco puesto,asegurado circulando calle colon momento maniobra mano izquierda ingresar calle artigas colisiona parte delantera izquierda parte trasera tercero moto detuvo marcha mismo solo ocupante moto cae piso sabe si llevaba casco puesto,comprometida
aa    ,aseg circulando interseccin derecha pasa b aseg coliciona danandole parte trasera derecha frente vehi aseg mas vhs,aseg circulando interseccin derecha pasa b aseg colisiona danandole parte trasera derecha frente vehi aseg mas vhs,aseg circulando interseccin derecha pasa b aseg colisiona parte trasera derecha frente vehi aseg mas vhs,comprometida
peaton,asegurado ayacucho habilita semaforo verde avanza cruza viamonte senda peatonal toca senora queda apoyada auto llega caer ,asegurado ayacucho habilita semaforo verde avanza cruza viamonte senda peatonal toca senora queda apoyada auto llegar cae,asegurado ayacucho habilita semaforo verde avanza cruza viamonte senda peatonal toca senora queda apoyada auto llegar cae,comprometida
am    ,mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo conductor trasladado same hopsital golpes encuenta bien encontraba acompanante poseia casco informo secuestraron vehiculos mismo retira hospital argerich ambulancia volviendo propios medios buscar motod,mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo conductor trasladado same hospital golpes encuenta bien encontraba acompanante poseia casco informo secuestraron vehiculo mismo retira hospital argerich ambulancia volviendo propios medios buscar motod,mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera espejo moto cayo conductor trasladado same hospital golpes bien encontraba acompanante poseia casco informo secuestraron vehiculo mismo retira hospital argerich ambulancia propios medios buscar motod,comprometida
am    ,asegurado circulando av olivos disponia girar izquierda santa julia tercero moto circulaba detras embiste lateral izquierdo ocupante casco cae piso,asegurado circulando av olivos disponia girar izquierda santa julia tercero moto circulaba detras embiste lateral izquierdo ocupante casco cae piso,asegurado circulando av olivos disponia girar izquierda santa tercero moto circulaba detras embiste lateral izquierdo ocupante casco cae piso,comprometida
am    ,asegurado circulando calle interseccion tercero circulando moto interseccion colisiona lateral delantero izquierdo cliente cae piso incorpora medios tenia raspon frente tenia documentacion circular ,asegurado circulando calle interseccion tercero circulando moto interseccion colisiona lateral delantero izquierdo cliente cae piso incorpora medios tenia raspon frente tenia documentacion circulaba,asegurado circulando calle interseccion tercero circulando moto interseccion colisiona lateral delantero izquierdo cliente cae piso incorpora medios tenia raspon frente tenia documentacion circulaba,concurrente
aa    ,asegurada circulaba miguel cane llegar interseccin calle septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba calle septiembre acompanantes chevrolet corsa result corte frente ,asegurado circulaba miguel cae llegar interseccin calle septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba calle septiembre acompanante chevrolet corsa result corte frente,asegurado circulaba miguel cae llegar interseccin calle septiembre impacta parte delantera puerta delantera izquierda chevrolet corsa transitaba calle septiembre acompanante chevrolet corsa result corte frente,comprometida
aa    ,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llegar frena impacta parte delantera parte trasera tercero lesiones,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llegar frena impacta parte delantera parte trasera tercero lesiones,comprometida
mm    ,vh aseg detenido semaforo salta da luz verde gira hacia izquierda av alfonsin enganchado parte delantera parte trassera medio aseg seguro vh tercero moto circulaba salta aseg cae piso ve si tercero cae piso ambos tenian casco ,vh aseg detenido semaforo salta da luz verde gira habia izquierda av alfonsin enganchado parte delantera parte trasera medios aseg asegurado vh tercero moto circulaba salta aseg cae piso ve si tercero cae piso ambos tenia casco,vh aseg detenido semaforo salta da luz verde gira habia izquierda av alfonsin parte delantera parte trasera medios aseg asegurado vh tercero moto circulaba salta aseg cae piso ve si tercero cae piso ambos tenia casco,concurrente
aa    ,circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones,circulando mosconi auto tercero frena asegurado puede frena embiste parte trasera desplazamientos lesiones,circulando mosconi auto tercero frena asegurado puede frena embiste parte trasera desplazamientos lesiones,comprometida
aci   ,vh aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo dar aviso delante bici frenar golpe vh aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor mano derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha mano llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar ,vh aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo dolor dar aviso delante bici frena golpe vh aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor mano derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha mano llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar,vh aseg circulaba rep detras bicicleta par bicicleta encontraba taxi llegar juan b justo dolor dar aviso delante bici frena golpe vh aseg golpea frente parte trasera bajo asisto incorpora medios manifiesta dolor mano derecha ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa bici auto tercero manifiesta mano llevo hospital pirovano atendido luego pide lleve vicente lopez retiro lugar,comprometida
peatã“n,asegurado circulaba calle peron colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo queda capot vh aseg ,asegurado circulaba calle persona colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo queda capot vh aseg,asegurado circulaba calle persona colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton brazos peaton cae suelo queda capot vh aseg,comprometida
peatã“n,mecanica hecho s vs asegurado aseg circulaba av vernet esq calle fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa izquierda llegar esquina cruza delante colectivo peaton aseg frena puede evitar colisionar persona persona cae suelo segun indica tenia molestias rodilla izquierda ,mecanica hecho s vs asegurado aseg circulaba av vernet esq calle fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa izquierda llegar esquina cruza delante colectivo peaton aseg frena puede evitar colisiona persona persona cae suelo segun indica tenia molestias rodilla izquierda,mecanica hecho s vs asegurado aseg circulaba av esq calle lopez detras colectivo colectivo frena parada pasajeros aseg pasa izquierda llegar esquina cruza delante colectivo peaton aseg frena puede evitar colisiona persona persona cae suelo segun indica tenia molestias rodilla izquierda,comprometida
am    ,circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embisto frente parte trasera luego embestido lateral derecho lateral izquierdo moto circulaba misma ocupante casco cae pavimento manifestaba lesiones visibles ,circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embistio frente parte trasera luego embestido lateral derecha lateral izquierdo moto circulaba mismo ocupante casco cae pavimento manifestaba lesiones visibles,circulaba fernandez moreno llegar interseccion pumacahua tercero antecedia frena embistio frente parte trasera luego embestido lateral derecha lateral izquierdo moto circulaba mismo ocupante casco cae pavimento manifestaba lesiones visibles,comprometida
peaton,mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene adelante asegurado maniobraba atras evitar choque alli impacta levemente peaton justo dispuso cruzar calle desplazamientos lesionados peaton ,mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene delante asegurado maniobra atras evitar choque alli impacta levemente peaton justo dispuso cruzar calle desplazamientos lesionados peaton,mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene delante asegurado maniobra atras evitar choque alli impacta levemente peaton justo cruzar calle desplazamientos lesionados peaton,comprometida
am    ,vh aseg maniobraba estacionar colisiona lateral delantero derecho moto circulaba calle motociclista utilizaba casco cay pavimento presentaba lesiones visibles retir propios medios ,vh aseg maniobra estacionar colisiona lateral delantero derecha moto circulaba calle motociclista utilizaba casco cayo pavimento presentaba lesiones visibles retiro propios medios,vh aseg maniobra estacionar colisiona lateral delantero derecha moto circulaba calle motociclista utilizaba casco cayo pavimento presentaba lesiones visibles retiro propios medios,comprometida
am    ,vh aseg circulaba av independencia giraba hacia izquiera combate pozos impactado lateral izquierdo delantero puerta espejo retrovisor mas adelante moto circulaba av independencia intenta sobrepasar izquierda vh aseg conductor moto cae piso tenia casco ,vh aseg circulaba av independencia giraba habia izquierda combate pozos impactado lateral izquierdo delantero puerta espejo retrovisor mas delante moto circulaba av independencia intenta sobrepasar izquierda vh aseg conductor moto cae piso tenia casco,vh aseg circulaba av independencia giraba habia izquierda impactado lateral izquierdo delantero puerta espejo retrovisor mas delante moto circulaba av independencia intenta sobrepasar izquierda vh aseg conductor moto cae piso tenia casco,comprometida
am    ,vh asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecho tercero moto ocupantes casco cayeron suelo circulaban misma ,vh asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecha tercero moto ocupantes casco cayeron suelo circulaba mismo,vh asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecha tercero moto ocupantes casco cayeron suelo circulaba mismo,comprometida
am    ,circulaba gral paz altura axion liniers mano riachuelo carril medio ver venia nadie paso carril izquierdo pasando moto embiste parte trasera izquierda solo ocupante moto moto policia cae piso embestirme desplaza embiste vh color blanco puerta trasera izq ,circulaba gral paz altura axion liniers mano riachuelo carril medios ver venia nadie paso carril izquierdo pasando moto embiste parte trasera izquierda solo ocupante moto moto policia cae piso embestirme desplaza embiste vh dolor blanco puerta trasera izq,circulaba gral paz altura liniers mano carril medios ver venia nadie paso carril izquierdo pasando moto embiste parte trasera izquierda solo ocupante moto moto policia cae piso desplaza embiste vh dolor blanco puerta trasera izq,comprometida
aci   ,vh aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados,vh aseg circulaba cochabamba maniobra habia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados,vh aseg circulaba cochabamba maniobra habia impactado parte lateral delantera izq ro circulaba desplazamientos lesionados,comprometida
am    ,lugar ocurrencia ruta errtachu doblando derecha moto quiere pasarlo derecha choca vehiculo asegurado danado puerta paragolpe delantera derechaen moto iban dos personas casco moto andando desplazamiento ,lugar ocurrencia ruta errtachu doblando derecha moto quiere pasarlo derecha choca vehiculo asegurado danado puerta paragolpe delantera derecha moto iba dos personas casco moto andando desplazamientos,lugar ocurrencia ruta doblando derecha moto quiere pasarlo derecha choca vehiculo asegurado puerta paragolpe delantera derecha moto iba dos personas casco moto andando desplazamientos,comprometida
peatã“n,vehiculo asegurado maniobraba marcha atras estacionar calle rafael calzada colisiono parte trasera derecha rodilla derecha persona traccionaba carro recoleccion persona asistida trasladada asegurado htal onativia desplazamientos,vehiculo asegurado maniobra marcha atras estacionar calle rafael calzada colisiono parte trasera derecha rodilla derecha persona traccionaba carro recoleccion persona asistida trasladado asegurado htal onativia desplazamientos,vehiculo asegurado maniobra marcha atras estacionar calle rafael calzada colisiono parte trasera derecha rodilla derecha persona carro persona asistida trasladado asegurado htal desplazamientos,comprometida
peatã“n,vh asegurado maniorbaba calle gral heras doblar izquierda hacia calle pte h yrigoyen colisiona parte lateral delantera izquierda peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones pierna izuquierda momento denuncia inervencion medica policial,vh asegurado maniorbaba calle gral heras doblar izquierda habia calle pte h yrigoyen colisiona parte lateral delantera izquierda peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones pierna izquierda momento denuncia inervencion medica policial,vh asegurado calle gral heras doblar izquierda habia calle pte h yrigoyen colisiona parte lateral delantera izquierda peaton cruzaba pte h yrigoyen peton cayo piso presentaba lesiones pierna izquierda momento denuncia medica policial,comprometida
aci   ,aseguradocirculaba white llegar jose rodo miro derecha viene transito vi ciclista venia bicicenda venia oeste embisto paragolpes delantero ciclista femenina tenia casco cae suelo levanta propios medios viene ambulancia same trasladan pinero ,aseguradocirculaba white llegar jose rodo miro derecha viene transito vi ciclista venia bicicenda venia oeste embistio paragolpes delantero ciclista femenina tenia casco cae suelo levanta propios medios viene ambulancia same trasladado pinero,white llegar jose rodo miro derecha viene transito vi ciclista venia venia oeste embistio paragolpes delantero ciclista femenina tenia casco cae suelo levanta propios medios viene ambulancia same trasladado,comprometida
am    ,asegurado circulando calle g zapiola impacta tercero moto detiene marcha transito misma parte delantera parte trasera terc dos ocupantes moto caen piso producto impacto llevaban casco puestos ,asegurado circulando calle g zapiola impacta tercero moto detiene marcha transito mismo parte delantera parte trasera terc dos ocupantes moto caen piso produce impacto llevaba casco puesto,asegurado circulando calle g impacta tercero moto detiene marcha transito mismo parte delantera parte trasera terc dos ocupantes moto caen piso produce impacto llevaba casco puesto,comprometida
am    ,venia circulando mayo pongo stop dar aviso voy ingresar garage domicilio ahi aparece moto po r derecha embiste parte lateral derecha parte delantera motounico ocupante casco ,venia circulando mayo pongo stop dar aviso voy ingresar garage domicilio ahi aparece moto po r derecha embiste parte lateral derecha parte delantera motounico ocupante casco,venia circulando mayo pongo dar aviso voy ingresar garage domicilio ahi aparece moto r derecha embiste parte lateral derecha parte delantera motounico ocupante casco,comprometida
aa    ,salgo estacionamiento circulando despacio billingurst habia kangoo adelante permitia ver bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero misme palomino jorge renault kangoo adwi sancor seguros,salgo estacionamiento circulando despacio billingurst habia kangoo delante permitia ver bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero mismo palomino jorge renault kangoo adwi sancor seguros,salgo estacionamiento circulando despacio habia kangoo delante ver bien inevitablemente colisiono parte delantera parte trasera mas lesionados terceros involucrados detallados datos tercero mismo jorge renault kangoo seguros,comprometida
am    ,vehiculo asegurado circulaba margarita wildse embiste moto proveniente mano derecha danos asegurado frente guaradabarro delantero derecho danandose guardabarro puerta delantera izquierdael motociclista cae mtsse levanta mediosllevaba cascocree lesiones pierna izquierda codo derechola ambulancia viene pesar haber llamadoasegurado traslada motociclista esposa acerca lugar clinica pal ituzaingo lanus ete asegurado lab,vehiculo asegurado circulaba margarita wildse embiste moto proveniente mano derecha datos asegurado frente guaradabarro delantero derecha danandose guardabarro puerta delantera izquierda motociclista cae mtsse levanta mediosllevaba cascocree lesiones pierna izquierda codo derecha ambulancia viene pesar haber llamadoasegurado trasladado motociclista esposa acerca lugar clinica pal ituzaingo lanus ete asegurado lab,vehiculo asegurado circulaba embiste moto proveniente mano derecha datos asegurado frente delantero derecha danandose guardabarro puerta delantera izquierda motociclista cae levanta mediosllevaba lesiones pierna izquierda codo derecha ambulancia viene pesar haber trasladado motociclista esposa acerca lugar clinica ituzaingo lanus asegurado,comprometida
am    ,salir cochera vh edificio calle lavalle apenas vh toca calle manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero vh conductor cae suelo luego levanta propios medios intercambiamos datos va supor propios medios conductor moto tenia casco ,salir cochera vh edificio calle lavalle apenas vh toca calle manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero vh conductor cae suelo luego levanta propios medios intercambiamos datos va supor propios medios conductor moto tenia casco,salir cochera vh calle lavalle apenas vh toca calle manera imprevista pasa moto esquivarme patina cae piso moto derrapa apoya frente delantero vh conductor cae suelo luego levanta propios medios intercambiamos datos va propios medios conductor moto tenia casco,comprometida
aa    ,mecanica hecho segun version asegurado circulando calle ciudad paz vehiculo adelante frena llego frenar igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehivulo impacta atras,mecanica hecho segun version asegurado circulando calle ciudad paz vehiculo delante frena llego frena igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz frena contingencias transito vehiculo impacta atras,mecanica hecho segun version asegurado circulando calle ciudad paz vehiculo delante frena llego frena igual toco parte delantera parte trasera lesionados terceros hecho segun tercero circulando ciudad paz frena transito vehiculo impacta atras,comprometida
am    ,aseg circulando moto quiere sobrepasar dana toda parte lateral izquierda vehi aseg cae suelo personas casco lesiones asistio policia ambulancia ,aseg circulando moto quiere sobrepasar dana toda parte lateral izquierda vehi aseg cae suelo personas casco lesiones asistio policia ambulancia,aseg circulando moto quiere sobrepasar dana toda parte lateral izquierda vehi aseg cae suelo personas casco lesiones asistio policia ambulancia,concurrente
am    ,aseg circulaba av directorio semaforo amarilla visualiza pone rojo impacta tercero moto circulaba centenario lateral delantero izq parte delantera tercero conductor tercero casco sufre lesion pierna iza recibe asistencia lugar retira solo,aseg circulaba av directorio semaforo amarilla visualiza pone rojo impacta tercero moto circulaba centenario lateral delantero izq parte delantera tercero conductor tercero casco sufre lesiones pierna iza recibe asistencia lugar retira solo,aseg circulaba av directorio semaforo amarilla visualiza pone rojo impacta tercero moto circulaba centenario lateral delantero izq parte delantera tercero conductor tercero casco sufre lesiones pierna recibe asistencia lugar retira solo,comprometida
aci   ,parado esquina doblar arranco colisiona bicicleta venia mano izquierda mirando transito venia derecha,parado esquina doblar arranco colisiona bicicleta venia mano izquierda mirando transito venia derecha,parado esquina doblar arranco colisiona bicicleta venia mano izquierda mirando transito venia derecha,comprometida
am    ,asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae reclamante quejaba dolor manos,asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae reclamante quejaba dolor manos,asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae quejaba dolor manos,comprometida
am    ,asegurado circulando agote llega interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecho punta delanterados ocupantes casco caen piso incorporan retiran propios medios lesiones visiblesno iuntervino ambulancia policia tel,asegurado circulando agote llegar interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecha punta delantero ocupantes casco caen piso incorporan retira propios medios lesiones visiblesno iuntervino ambulancia policia tel,asegurado circulando llegar interseccion vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecha punta delantero ocupantes casco caen piso incorporan retira propios medios lesiones ambulancia policia tel,comprometida
am    ,asegurado circulaba calle carlos casares mano virreyes guino doblar modo moto impacta asegurado parte lateral delantera izquierda unidad cond moto cae pavimento cond moto llevaba casco iba femenino ninguno casco ,asegurado circulaba calle carlos casares mano virreyes guino doblar modo moto impacta asegurado parte lateral delantera izquierda unidad cond moto cae pavimento cond moto llevaba casco iba femenino ninguno casco,asegurado circulaba calle carlos mano guino doblar modo moto impacta asegurado parte lateral delantera izquierda unidad cond moto cae pavimento cond moto llevaba casco iba femenino ninguno casco,comprometida
am    ,mecanica hecho segun versio asegurado vehiculo asegurado circulando calle canada juan ruiz interseccion calle carlos pellegrini asegurado advierte luz giro maniobra hacia izquierda ahi tercero moto circulaba misma detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante casco cae pavimento presentaba lesiones mano pierna ,mecanica hecho segun version asegurado vehiculo asegurado circulando calle canada juan ruiz interseccion calle carlos pellegrini asegurado advierte luz giro maniobra habia izquierda ahi tercero moto circulaba mismo detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante casco cae pavimento presentaba lesiones mano pierna,mecanica hecho segun version asegurado vehiculo asegurado circulando calle canada juan ruiz interseccion calle carlos asegurado advierte luz giro maniobra habia izquierda ahi tercero moto circulaba mismo detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante casco cae pavimento presentaba lesiones mano pierna,comprometida
am    ,vh asegurado encontraba circulando ruta vh tercero moto vena misma ruta carril derecho asegurado intenta doblar derecha calle colpayo logra ver moto impacta lateral derecho delantero lateral izquierdo moto producto toque moto ocupante caen piso solo ocupante casco conductor moto presento dolores puno rodilla izquierda ,vh asegurado encontraba circulando ruta vh tercero moto venia mismo ruta carril derecha asegurado intenta doblar derecha calle colpayo logra ver moto impacta lateral derecha delantero lateral izquierdo moto produce toque moto ocupante caen piso solo ocupante casco conductor moto presento dolor puno rodilla izquierda,vh asegurado encontraba circulando ruta vh tercero moto venia mismo ruta carril derecha asegurado intenta doblar derecha calle logra ver moto impacta lateral derecha delantero lateral izquierdo moto produce toque moto ocupante caen piso solo ocupante casco conductor moto presento dolor puno rodilla izquierda,comprometida
am    ,circulaba avenida rivadavia salir semaforo interseccion calle san martin giro hacia izquierda eimpacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante casco cae pavimento sufre raspones leves ,circulaba venia rivadavia salir semaforo interseccion calle san martin giro habia izquierda impacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante casco cae pavimento sufre raspones leves,circulaba venia rivadavia salir semaforo interseccion calle san martin giro habia izquierda impacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante casco cae pavimento sufre raspones leves,comprometida
am    ,circulando lisandro torre aseg entrando vh garage doblando vh aparece moto traviesa colisiona costado izquierdo tercero casco cae piso lleva same ambulancia ,circulando lisandro torre aseg entrando vh garage doblando vh aparece moto traviesa colisiona costado izquierdo tercero casco cae piso llevaba same ambulancia,circulando lisandro torre aseg entrando vh garage doblando vh aparece moto colisiona costado izquierdo tercero casco cae piso llevaba same ambulancia,comprometida
aci   ,asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba misma ciclista cae asfalto asegurado ayudo tercero levantarse asegurado llevo hospital thompson ,asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba mismo ciclista cae asfalto asegurado ayudo tercero levanta asegurado llevo hospital thompson,asegurado estacionado abre puerta delantera izquierda impacta bicicleta circulaba mismo ciclista cae asfalto asegurado ayudo tercero levanta asegurado llevo hospital thompson,comprometida
aa    ,asegurado circulando calle canelones colisiona frente lateral derecho trasero tercero circulaba puente inca desplazamientos lesionados,asegurado circulando calle canelones colisiona frente lateral derecha trasero tercero circulaba puente inca desplazamientos lesionados,asegurado circulando calle colisiona frente lateral derecha trasero tercero circulaba puente desplazamientos lesionados,concurrente
aa    ,asegurado circulaba au mayo cruza tercero habia perdido control colisionando guardarrail desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero expone tocado atras perdio control conductor vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ramos mejia diagnostico fractura hombro dolor cuello columna asegurado indica sufrio mareos dolores cabeza ,asegurado circulaba au mayo cruza tercero habia perdido control colisionando guardarrail desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero expone tocado atras perdio control conductor vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ambos mejia diagnostico fractura hombro dolor cuello columna asegurado indica sufrio mareos dolor cabeza,asegurado circulaba au mayo cruza tercero habia control colisionando guardarrail desplaza colisiona asegurado parte delantera derecha parte lateral izquierda tercero tocado atras perdio control conductor vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ambos mejia fractura hombro dolor cuello columna asegurado indica sufrio mareos dolor cabeza,discutida
am    ,asegurado estacionado vereda calle italia realizar marcha atras salir impacto parte trasera tercero moto circulaba misma persona moto recuerda si llevaba casco colocado cayo asfalto ayudado levantarse asegurado personas acepto llamar ambulancia policia indica iba ir propios medios centro medico encontraba trabajando desplazamientos,asegurado estacionado vereda calle italia realizar marcha atras salir impacto parte trasera tercero moto circulaba mismo persona moto recuerda si llevaba casco colocado cayo asfalto ayudado levanta asegurado personas acepto llamar ambulancia policia indica iba ir propios medios centro medios encontraba trabajando desplazamientos,asegurado estacionado vereda calle italia realizar marcha atras salir impacto parte trasera tercero moto circulaba mismo persona moto recuerda si llevaba casco colocado cayo asfalto ayudado levanta asegurado personas acepto llamar ambulancia policia indica iba ir propios medios centro medios encontraba trabajando desplazamientos,comprometida
